Algorithm,Bias_prc,MAE_1e5m3,R2,slope
disalexi,-29.6,0.74713954832695,0.6070549093254656,0.9278959734129539
eemetric,12.6,0.8486290145830878,0.6219844348974637,1.3644493855826119
ensemble,-14.3,0.7487462583214468,0.6122317819732203,1.078760874865765
geesebal,-41,0.9255998492160482,0.4710916138709531,0.8042945309721778
ptjpl,-24.4,0.7887265752684175,0.5633114230766719,0.9621910273454688
sims,41.7,0.8739186576853996,0.6739441218294266,1.3893135802053387
ssebop,-16.9,0.739329611399136,0.6266563642808314,1.0590297555422583
