Algorithm,Bias_prc_Annual,Bias_prc_Growing Season,Bias_prc_Water Year,MAE_1e7m3_Annual,MAE_1e7m3_Growing Season,MAE_1e7m3_Water Year,R2_Annual,R2_Growing Season,R2_Water Year,slope_Annual,slope_Growing Season,slope_Water Year
disalexi,11.2,-5.3,53,1.0521325881158032,1.0513549533444224,1.1266372233444222,0.8637616482237866,0.8061878992172041,0.6520359367615229,3.3374783120993765,3.026981129688398,3.0712426252462923
eemetric,54.7,45.4,96.5,1.3316947738145595,1.2724853541158032,1.8359123581748356,0.9690778071740256,0.9067633023374068,0.8325071042962691,4.337817255711442,3.96624857761035,3.962952032191399
ensemble,21.6,14.1,63.2,1.2001283241158032,1.0342946601158032,1.3103127278145597,0.9654944528180555,0.923217263031333,0.854431416194254,3.946019102829069,3.562231185492773,3.7016718989408806
geesebal,-11.1,-18.5,21.8,1.1044924468520192,1.1389014208520192,1.2307498173444222,0.8941224694392477,0.8347733106821343,0.8294497310587824,3.5744435483082184,3.2202795644670674,3.912290084594655
ptjpl,10.4,1.5,51.6,1.1031031576234,0.913943772852019,1.144047686115803,0.953212272139156,0.9083620505249959,0.8213705372663401,3.8558632381800417,3.4785905255495275,3.6724771584558398
sims,112.9,92.7,158.6,2.1475686701748358,1.763814022174836,3.0175393741748358,0.9851609086314951,0.9434126242396618,0.7995422120853369,3.6617285652198803,3.25056417293065,3.0428466392647566
ssebop,-0.9,7.7,36.4,1.1344329836234,0.9410200376234001,1.096871160115803,0.944165867754071,0.9168733326772037,0.8964864612658165,3.546437897463125,3.4014070995100507,3.507589945281512
