UID,WaterYear,precip_mm,ETr_mm,ETo_mm
350794,2018,621.9,2156.7999999999997,1520.6
350794,2019,830,1831.3,1325.7
350794,2020,455.7,2210,1543.8999999999999
350794,2021,575.6,2181.5,1530.3
350794,2022,21,406.6,258.2
350795,2016,487.87,1817.3799999999999,1302.69
350795,2017,703.81,2209.02,1547.72
350795,2018,671.1,2167.6,1526.2
350795,2019,841.2,1844.9,1332.2
350795,2020,446.4,2218.7999999999997,1547.4
350795,2021,550.9,2187.8,1532.5
350795,2022,19.5,410.9,260.2
350796,2016,512.2900000000001,1780.77,1281.51
350796,2017,677.09,2164.55,1521.65
350796,2018,562.6,2119.1,1497.2
350796,2019,926.5,1806.2,1309.5
350796,2020,402.9,2183.8,1527.8
350796,2021,538.5,2156,1513.2
350796,2022,20,403.5,256.1
350798,2016,529.6899999999999,1791.66,1289.72
350798,2017,678.84,2188.53,1536.79
350798,2018,633.2,2126.7,1505.5
350798,2019,882.6,1808.5,1313.1
350798,2020,489.6,2187,1530.7
350798,2021,583.4,2164,1519.4
350798,2022,29.400000000000002,399.6,253.8
350801,2016,636.16,1747.9,1264.2
350801,2017,653.87,2149.96,1514.11
350801,2018,555.6,2048.1,1456.1
350801,2019,859.9,1764.5,1288.8
350801,2020,440.8,2150.2000000000003,1509.9
350801,2021,458.5,2137.2,1504.5
350801,2022,24.700000000000003,392.3,249.10000000000002
350803,2016,506.86,1729.86,1253.18
350803,2017,712.96,2111.94,1491.31
350803,2018,510.7,2049.7,1457.9
350803,2019,892.5,1753.8,1280.9
350803,2020,439.3,2147.3,1508.3
350803,2021,492.2,2116.2,1492
350803,2022,26.400000000000002,393.09999999999997,249.4
350804,2016,545.48,1809.26,1297.78
350804,2017,694.45,2194.37,1537.78
350804,2018,576.2,2141.7,1510.1
350804,2019,841.6999999999999,1828.2,1322
350804,2020,389.9,2196,1533.8999999999999
350804,2021,494.9,2171.1,1521.5
350804,2022,18.8,406,257.6
350805,2016,577.8,1751.35,1266.27
350805,2017,662.65,2142,1509.71
350805,2018,551.4,2056.1,1462.1
350805,2019,874,1770.6,1291.4
350805,2020,429.1,2156.3,1512.8999999999999
350805,2021,474.2,2135.3,1503.3
350805,2022,24.6,391.6,248.89999999999998
350806,2016,636.16,1747.9,1264.2
350806,2017,653.87,2149.96,1514.11
350806,2018,555.6,2048.1,1456.1
350806,2019,859.9,1764.5,1288.8
350806,2020,440.8,2150.2000000000003,1509.9
350806,2021,458.5,2137.2,1504.5
350806,2022,24.700000000000003,392.3,249.10000000000002
350807,2016,506.28999999999996,1801.18,1295
350807,2017,653.05,2197.81,1541.88
350807,2018,619.4,2145.2,1514.8
350807,2019,873.6,1823.3,1321.4
350807,2020,472.3,2197.2000000000003,1536.8
350807,2021,581.3,2174.9,1525.1
350807,2022,26.2,400.5,254.5
350808,2016,585.46,1772.53,1278.31
350808,2017,662.04,2163.54,1522.56
350808,2018,532,2089.4,1481.6
350808,2019,880.8,1796.8,1306.3
350808,2020,428.6,2171.8,1522.2
350808,2021,485.8,2150.1,1511.8
350808,2022,23.7,394.9,250.7
350810,2016,550.7,1813.19,1300.6200000000001
350810,2017,663.11,2205.98,1545.28
350810,2018,599.79,2140.41,1509.58
350810,2019,880,1856.25,1339.94
350810,2020,440.67,2218.54,1547.69
350810,2021,513.93,2182.46,1529.11
350810,2022,20.46,405.65,257.19
350812,2016,558.76,1748.16,1264.53
350812,2017,668.8000000000001,2132.59,1505.02
350812,2018,546.2,2060.8,1465
350812,2019,880.6,1770.5,1291.3
350812,2020,430.4,2154.6,1512.7
350812,2021,498.4,2132.2,1501
350812,2022,21.9,392.8,249.2
350813,2016,542.68,1785.42,1284.32
350813,2017,687.27,2166.75,1522.62
350813,2018,550.4,2116,1495.7
350813,2019,909.1999999999999,1809.9,1313
350813,2020,397.59999999999997,2180.5,1525.1
350813,2021,524.2,2154.6,1512.2
350813,2022,19.4,402.5,255.3
350814,2016,630.07,1768.69,1276.15
350814,2017,645.3,2169.21,1523.85
350814,2018,556.3000000000001,2083.7,1478.8
350814,2019,867,1794.3999999999999,1305.1
350814,2020,435,2166.8,1518.2
350814,2021,478,2151.8,1512.3
350814,2022,23.900000000000002,393.7,250.5
350816,2016,506.28999999999996,1801.18,1295
350816,2017,653.05,2197.81,1541.88
350816,2018,619.4,2145.2,1514.8
350816,2019,873.6,1823.3,1321.4
350816,2020,472.3,2197.2000000000003,1536.8
350816,2021,581.3,2174.9,1525.1
350816,2022,26.2,400.5,254.5
350820,2016,489.81,1821.7,1305.44
350820,2017,678.36,2213.25,1550.8899999999999
350820,2018,661.6,2167.9,1525.6
350820,2019,858.8,1849.4,1335.5
350820,2020,449,2223,1550.6
350820,2021,550.3,2191.5,1534.6
350820,2022,20.8,408.3,258.5
350821,2016,612.39,1770.54,1277.1399999999999
350821,2017,655.8,2164.55,1522.21
350821,2018,543.7,2087.6,1480.1
350821,2019,873,1796.2,1306.3999999999999
350821,2020,430.3,2169.6,1520.7
350821,2021,482.2,2150.5,1512.3
350821,2022,24.1,394.4,250.7
350822,2016,629.58,1746.44,1263.79
350822,2017,590.57,2155.16,1518.05
350822,2018,543.2,2050.9,1459.2
350822,2019,887.9,1765.9,1289.5
350822,2020,459.3,2139.3,1503.3
350822,2021,459.8,2139.9,1505.8
350822,2022,25.7,390.7,248.10000000000002
350824,2016,495.14,1805.83,1296.8600000000001
350824,2017,716.73,2197.7400000000002,1541.25
350824,2018,621.9,2156.7999999999997,1520.6
350824,2019,830,1831.3,1325.7
350824,2020,455.7,2210,1543.8999999999999
350824,2021,575.6,2181.5,1530.3
350824,2022,21,406.6,258.2
350826,2016,592.4,1785.43,1285.75
350826,2017,671.29,2195.45,1539.18
350826,2018,669.5,2114.5,1494.8
350826,2019,858.9,1810.6,1314
350826,2020,493.1,2190.2,1532.6
350826,2021,529.4,2171.5,1524.1
350826,2022,28.400000000000002,400.20000000000005,253.7
350827,2016,585.84,1792.25,1289.07
350827,2017,651.68,2183.5099999999998,1533.58
350827,2018,545.3,2113.3,1495.4
350827,2019,894.3,1829.6,1324.9
350827,2020,434.5,2191.4,1532.2
350827,2021,500.3,2162.1,1516.7
350827,2022,22.1,400.6,254.4
350828,2016,469.49,1820.54,1303.4
350828,2017,699.51,2214.09,1548.22
350828,2018,628.71,2181.62,1532.35
350828,2019,862.39,1848.46,1332.79
350828,2020,422.74,2235.77,1555.95
350828,2021,566.64,2205.31,1540.89
350828,2022,18.91,418.09,264.46
350829,2016,585.84,1792.25,1289.07
350829,2017,651.68,2183.5099999999998,1533.58
350829,2018,545.3,2113.3,1495.4
350829,2019,894.3,1829.6,1324.9
350829,2020,434.5,2191.4,1532.2
350829,2021,500.3,2162.1,1516.7
350829,2022,22.1,400.6,254.4
350830,2016,487.87,1817.3799999999999,1302.69
350830,2017,703.81,2209.02,1547.72
350830,2018,671.1,2167.6,1526.2
350830,2019,841.2,1844.9,1332.2
350830,2020,446.4,2218.7999999999997,1547.4
350830,2021,550.9,2187.8,1532.5
350830,2022,19.5,410.9,260.2
350831,2016,546.17,1749.48,1264.83
350831,2017,666.99,2131.53,1503.35
350831,2018,512.66,2066.13,1468.11
350831,2019,907.7,1769.55,1289.21
350831,2020,434.27,2156.17,1512.98
350831,2021,523.73,2130.78,1499.6200000000001
350831,2022,23.25,395.85,251.45
350832,2016,568.32,1774.9,1279.41
350832,2017,676.03,2159.52,1519.33
350832,2018,536.1,2094.1,1484.4
350832,2019,888.9,1796.2,1305.5
350832,2020,427.5,2171.6,1521.2
350832,2021,503.09999999999997,2147,1510.3
350832,2022,20.5,395.6,250.5
350834,2016,520.97,1804.95,1295.07
350834,2017,684.73,2185.64,1534.08
350834,2018,584.4,2140.1,1507.8
350834,2019,850.2,1824.8999999999999,1320
350834,2020,389.3,2193.5,1531.9
350834,2021,516.6,2167.7,1519.9
350834,2022,18.599999999999998,406.7,257.70000000000005
350835,2016,626.96,1732.42,1255.33
350835,2017,585.97,2142.01,1509.64
350835,2018,536.1,2024.9,1442.8
350835,2019,884.6999999999999,1742.5,1275
350835,2020,436.8,2124.8,1494.3
350835,2021,459.5,2130.5,1501.4
350835,2022,23.9,386.2,245.5
350836,2016,553.43,1811.99,1299.95
350836,2017,663.26,2204.24,1544.21
350836,2018,596.1,2138.3,1508.2
350836,2019,881.5,1854.5,1339.1
350836,2020,440.1,2216.9,1546.5
350836,2021,512.8,2180.9,1528.2
350836,2022,20.4,405.1,256.8
350837,2016,641.21,1763.19,1273.79
350837,2017,645.25,2179.83,1531.6200000000001
350837,2018,662.2,2070.9,1471.7
350837,2019,870.4,1789.3,1304
350837,2020,485.6,2158.5,1515.4
350837,2021,521.7,2152.8,1513.1000000000001
350837,2022,25.7,392.7,249.9
350839,2016,519.32,1821.06,1305.05
350839,2017,659.39,2220.06,1552.72
350839,2018,662.39,2151.42,1517.15
350839,2019,848.78,1873.48,1349.7
350839,2020,458.18,2233.67,1556.79
350839,2021,530.6800000000001,2194.13,1535.91
350839,2022,23.439999999999998,409.72999999999996,259.81
350840,2016,529.6899999999999,1791.66,1289.72
350840,2017,678.84,2188.53,1536.79
350840,2018,633.2,2126.7,1505.5
350840,2019,882.6,1808.5,1313.1
350840,2020,489.6,2187,1530.7
350840,2021,583.4,2164,1519.4
350840,2022,29.400000000000002,399.6,253.8
350841,2016,480.24,1811.49,1299.3
350841,2017,733.4599999999999,2201.42,1542.9
350841,2018,657.3,2165.9,1525
350841,2019,817.1,1834.3,1326.2
350841,2020,468.1,2217.9,1548
350841,2021,571.1,2188.2,1532.9
350841,2022,18.9,411.3,260.5
350842,2016,642.77,1756.09,1269.35
350842,2017,610.58,2168.54,1525.04
350842,2018,594.7,2065.7,1467.9
350842,2019,918.9,1779.6,1297.8
350842,2020,468.7,2151.3,1510.8
350842,2021,483.6,2142.9,1507.6
350842,2022,27.700000000000003,391.3,248.9
350843,2016,577.48,1798.41,1292.14
350843,2017,680.51,2183.41,1534
350843,2018,548.91,2123.82,1501.53
350843,2019,894.05,1829.06,1323.08
350843,2020,424.73,2196.01,1534.06
350843,2021,492.04,2168.13,1521.32
350843,2022,19.91,401.77,254.72000000000003
350844,2016,495.75,1803.77,1294.18
350844,2017,684.53,2188.36,1535.37
350844,2018,598.9,2144,1512.4
350844,2019,888.6999999999999,1827.8999999999999,1322.2
350844,2020,403.6,2204,1538.4
350844,2021,550.1,2176.9,1524.2
350844,2022,19,409.4,259.4
350846,2016,592.4,1785.43,1285.75
350846,2017,671.29,2195.45,1539.18
350846,2018,669.5,2114.5,1494.8
350846,2019,858.9,1810.6,1314
350846,2020,493.1,2190.2,1532.6
350846,2021,529.4,2171.5,1524.1
350846,2022,28.400000000000002,400.20000000000005,253.7
350847,2016,603.13,1731.0900000000001,1254.82
350847,2017,652.07,2129.06,1502.82
350847,2018,594.1,2030.1,1447.3
350847,2019,858.2,1746.5,1277
350847,2020,442.5,2136.2,1502.7
350847,2021,466.90000000000003,2128.3,1499.1
350847,2022,27.1,386.7,246.39999999999998
350848,2016,636.61,1766.12,1275.06
350848,2017,626.86,2178.4900000000002,1530.45
350848,2018,641.3000000000001,2080.5,1475.8
350848,2019,901.2,1793.5,1306.3
350848,2020,466.9,2162.7,1518.4
350848,2021,507.2,2152.5,1512.2
350848,2022,28.7,392.79999999999995,249.6
350849,2016,475.74,1826.6,1306.78
350849,2017,701.99,2217.7799999999997,1551.15
350849,2018,625,2179.1,1531
350849,2019,832.3,1853.4,1335.4
350849,2020,424.4,2231,1554.6
350849,2021,561,2203.7,1539
350849,2022,18.3,416.2,263.2
350850,2016,519.4,1820.78,1304.92
350850,2017,659.36,2219.9,1552.6399999999999
350850,2018,662.8,2151.1,1517.1
350850,2019,848.4,1873.5,1349.8
350850,2020,458.5,2233.6,1556.8
350850,2021,530.8,2194.1,1535.9
350850,2022,23.5,409.7,259.8
350851,2016,636.16,1747.9,1264.2
350851,2017,653.87,2149.96,1514.11
350851,2018,555.6,2048.1,1456.1
350851,2019,859.9,1764.5,1288.8
350851,2020,440.8,2150.2000000000003,1509.9
350851,2021,458.5,2137.2,1504.5
350851,2022,24.700000000000003,392.3,249.10000000000002
350852,2016,493.87,1781.28,1281.49
350852,2017,664.93,2165.74,1522.33
350852,2018,558.4,2122.4,1498
350852,2019,920.3,1805.8,1308.2
350852,2020,399.1,2190,1529.3
350852,2021,522.9,2159.6,1514.8
350852,2022,20.2,405.9,257.2
350853,2016,565.02,1765.71,1274.27
350853,2017,673.56,2150.52,1514.74
350853,2018,539.5699999999999,2083.1,1478.19
350853,2019,886.08,1787.83,1301.07
350853,2020,428.5,2166.11,1518.58
350853,2021,501.49,2142.12,1507.38
350853,2022,20.98,394.71,250.1
350858,2016,604.17,1751.73,1266.41
350858,2017,659.05,2146.27,1513.21
350858,2018,551.5,2052.1,1461.1000000000001
350858,2019,862.4,1769.3999999999999,1291.3
350858,2020,432.3,2153.6,1513.2
350858,2021,460.9,2139,1505
350858,2022,25.900000000000002,392.6,249.2
350862,2016,452.89,1814.92,1300.38
350862,2017,679.38,2214.25,1549.54
350862,2018,609.3,2187.8,1536.5
350862,2019,866.5,1846.9,1331.6
350862,2020,405.5,2243.4,1561
350862,2021,528,2210.6,1543.6
350862,2022,19.2,419.8,265.4
350863,2016,549.24,1749.2,1264.85
350863,2017,668.3,2129.94,1503.35
350863,2018,524.7,2063.4,1466.5
350863,2019,894.4,1767.3,1289
350863,2020,434.4,2152.8,1512
350863,2021,518.9,2130.7,1499.2
350863,2022,22.5,394.1,250.39999999999998
350864,2016,512.2900000000001,1780.77,1281.51
350864,2017,677.09,2164.55,1521.65
350864,2018,562.6,2119.1,1497.2
350864,2019,926.5,1806.2,1309.5
350864,2020,402.9,2183.8,1527.8
350864,2021,538.5,2156,1513.2
350864,2022,20,403.5,256.1
350865,2016,649.59,1757.45,1270.52
350865,2017,627.83,2179.61,1531.47
350865,2018,660.79,2064.02,1467.54
350865,2019,877.6,1779.46,1298.08
350865,2020,480.8,2148.82,1510.04
350865,2021,521.47,2149.6,1511.82
350865,2022,25.15,392.14,249.01999999999998
350866,2016,577.8,1751.35,1266.27
350866,2017,662.65,2142,1509.71
350866,2018,551.4,2056.1,1462.1
350866,2019,874,1770.6,1291.4
350866,2020,429.1,2156.3,1512.8999999999999
350866,2021,474.2,2135.3,1503.3
350866,2022,24.6,391.6,248.89999999999998
350868,2016,640.07,1749.71,1265.72
350868,2017,620.33,2167.8,1523.78
350868,2018,627.4,2054.7,1462.9
350868,2019,930.4,1772.9,1292.3
350868,2020,479.6,2139.7,1503
350868,2021,503.9,2142.2,1507.6000000000001
350868,2022,28.5,390.5,248.39999999999998
350870,2016,542.68,1785.42,1284.32
350870,2017,687.27,2166.75,1522.62
350870,2018,550.4,2116,1495.7
350870,2019,909.1999999999999,1809.9,1313
350870,2020,397.59999999999997,2180.5,1525.1
350870,2021,524.2,2154.6,1512.2
350870,2022,19.4,402.5,255.3
350871,2016,617.96,1732.44,1255.64
350871,2017,582.28,2144.19,1511.88
350871,2018,556.7,2024.5,1443.7
350871,2019,870.4,1740.8,1273.6
350871,2020,434.8,2113.7,1489.3
350871,2021,458.6,2129.2,1499.6
350871,2022,27.3,384.5,244.9
350873,2016,485.62,1805.78,1297.29
350873,2017,663.73,2199.09,1542.14
350873,2018,614.6999999999999,2151.2,1517
350873,2019,868.9,1827.8999999999999,1322.6
350873,2020,463.3,2203.6,1540.7
350873,2021,581,2176.3,1526.2
350873,2022,23.7,402.20000000000005,255.7
350876,2016,537,1747.81,1263.43
350876,2017,672.88,2131.42,1502.82
350876,2018,512.3,2078.1,1473.8999999999999
350876,2019,912.5,1768.6,1288.7
350876,2020,429.59999999999997,2158.6,1512.7
350876,2021,517.8,2130.2,1499.5
350876,2022,24.1,394.5,251.2
350877,2016,555.78,1800.91,1293.92
350877,2017,645.25,2198.15,1542.09
350877,2018,627.8,2124.5,1500.9
350877,2019,867.7,1852.5,1339
350877,2020,451.7,2207.5,1541.5
350877,2021,522.9,2173.8,1524.3
350877,2022,20.900000000000002,403,255.39999999999998
350880,2016,626.97,1731.65,1254.94
350880,2017,649.0699999999999,2135.16,1505.48
350880,2018,590.6999999999999,2025.8,1444.6
350880,2019,860,1743.3,1275.4
350880,2020,438.8,2134.3,1500
350880,2021,462,2127.1,1498.8
350880,2022,26.3,387.5,246.39999999999998
350883,2016,630.02,1746.05,1263.72
350883,2017,603.9,2162.49,1521.19
350883,2018,602.39,2048.4,1458.05
350883,2019,905.5799999999999,1766.17,1288.55
350883,2020,469.75,2134.7599999999998,1500.73
350883,2021,487.82,2138.31,1505.32
350883,2022,28,388.14,247.14
350884,2016,529.4300000000001,1791.72,1289.75
350884,2017,678.61,2188.57,1536.82
350884,2018,633.11,2126.7,1505.5
350884,2019,882.47,1808.5,1313.1
350884,2020,489.45,2187,1530.7
350884,2021,583.38,2164,1519.4
350884,2022,29.37,399.6,253.8
350885,2016,489.81,1821.7,1305.44
350885,2017,678.36,2213.25,1550.8899999999999
350885,2018,661.6,2167.9,1525.6
350885,2019,858.8,1849.4,1335.5
350885,2020,449,2223,1550.6
350885,2021,550.3,2191.5,1534.6
350885,2022,20.8,408.3,258.5
350887,2016,520.13,1787.79,1288.04
350887,2017,754.59,2177.25,1532
350887,2018,667.6,2150.8,1519.8
350887,2019,788.1,1811.3,1314.9
350887,2020,524.2,2199.3,1540.2
350887,2021,592.2,2171.5,1526.3
350887,2022,22,405.7,257.7
350888,2016,654.9,1751.35,1266.82
350888,2017,638.77,2172.38,1526.8799999999999
350888,2018,654.7,2052.7,1460.8
350888,2019,920.7,1768.6,1291.7
350888,2020,485.9,2137.6,1503.2
350888,2021,527.1999999999999,2145.2,1508.4
350888,2022,26.7,389.7,248.2
350890,2016,604.17,1751.73,1266.41
350890,2017,659.05,2146.27,1513.21
350890,2018,551.5,2052.1,1461.1000000000001
350890,2019,862.4,1769.3999999999999,1291.3
350890,2020,432.3,2153.6,1513.2
350890,2021,460.9,2139,1505
350890,2022,25.900000000000002,392.6,249.2
350893,2016,644.8100000000001,1756.79,1269.93
350893,2017,636.89,2172.9,1527.93
350893,2018,650.6,2064.8,1468.3
350893,2019,916,1781.1,1299
350893,2020,481.9,2147.8,1509.8
350893,2021,518,2145.7,1509.7
350893,2022,27.4,391.3,249
350894,2016,625.05,1781.49,1283.26
350894,2017,633.78,2179.71,1532.3
350894,2018,604.3,2101.9,1487.6
350894,2019,873.3,1820.9,1321.1
350894,2020,443.1,2183,1528.1
350894,2021,507.9,2159.5,1516.3
350894,2022,24.7,398.7,252.9
350895,2016,566.2099999999999,1793.34,1289.06
350895,2017,692.1800000000001,2177.18,1528.8899999999999
350895,2018,544.2,2121.7,1499
350895,2019,890.3,1818,1318.2
350895,2020,404.9,2188.5,1530.8
350895,2021,496.29999999999995,2160.2,1516.1
350895,2022,19.2,403.20000000000005,255.5
350896,2016,487.87,1817.3799999999999,1302.69
350896,2017,703.81,2209.02,1547.72
350896,2018,671.1,2167.6,1526.2
350896,2019,841.2,1844.9,1332.2
350896,2020,446.4,2218.7999999999997,1547.4
350896,2021,550.9,2187.8,1532.5
350896,2022,19.5,410.9,260.2
350900,2016,607.1,1786.15,1285.65
350900,2017,641.65,2184,1532.97
350900,2018,575.5,2108.4,1492.5
350900,2019,886.6,1827.5,1323.5
350900,2020,440.4,2185.4,1529.3999999999999
350900,2021,511.1,2159.3,1516.1
350900,2022,21.900000000000002,397.90000000000003,252.60000000000002
350901,2016,635.5,1772.9,1278.8999999999999
350901,2017,628.62,2181.37,1532.56
350901,2018,630.7,2088.42,1481
350901,2019,889.13,1803.1,1310.83
350901,2020,458.77,2170.24,1522.26
350901,2021,504.03999999999996,2155.92,1515.27
350901,2022,27.81,394.8,250.79999999999998
350906,2016,495.75,1803.77,1294.18
350906,2017,684.53,2188.36,1535.37
350906,2018,598.9,2144,1512.4
350906,2019,888.6999999999999,1827.8999999999999,1322.2
350906,2020,403.6,2204,1538.4
350906,2021,550.1,2176.9,1524.2
350906,2022,19,409.4,259.4
350907,2016,520.97,1804.95,1295.07
350907,2017,684.73,2185.64,1534.08
350907,2018,584.4,2140.1,1507.8
350907,2019,850.2,1824.8999999999999,1320
350907,2020,389.3,2193.5,1531.9
350907,2021,516.6,2167.7,1519.9
350907,2022,18.599999999999998,406.7,257.70000000000005
350910,2016,561.32,1775.46,1280.61
350910,2017,695.98,2180.96,1532.15
350910,2018,672.7,2099.7999999999997,1487.7
350910,2019,854.6,1793.6,1304.7
350910,2020,494.4,2171,1521.8999999999999
350910,2021,539.9,2155.1,1514.6
350910,2022,29.4,395.79999999999995,251.3
350911,2016,580.05,1796.03,1290.96
350911,2017,679.09,2181.07,1532.79
350911,2018,543.9,2121.3,1500.2
350911,2019,896.6,1827.4,1322.1
350911,2020,425.9,2194.1,1533
350911,2021,491.2,2166.7,1520.7
350911,2022,20,401.20000000000005,254.39999999999998
350912,2016,623.44,1732.42,1255.47
350912,2017,584.51,2142.9,1510.53
350912,2018,544.09,2024.74,1443.16
350912,2019,879.12,1741.82,1274.44
350912,2020,436.01,2120.36,1492.3
350912,2021,459.13,2129.98,1500.68
350912,2022,25.22,385.52,245.26
350914,2016,629.58,1746.44,1263.79
350914,2017,590.57,2155.16,1518.05
350914,2018,543.2,2050.9,1459.2
350914,2019,887.9,1765.9,1289.5
350914,2020,459.3,2139.3,1503.3
350914,2021,459.8,2139.9,1505.8
350914,2022,25.7,390.7,248.10000000000002
350915,2016,630.07,1768.69,1276.15
350915,2017,645.3,2169.21,1523.85
350915,2018,556.3000000000001,2083.7,1478.8
350915,2019,867,1794.3999999999999,1305.1
350915,2020,435,2166.8,1518.2
350915,2021,478,2151.8,1512.3
350915,2022,23.900000000000002,393.7,250.5
350916,2016,461.92,1797.41,1290.39
350916,2017,672.8100000000001,2188.14,1534.49
350916,2018,580.7,2160.5,1521.1
350916,2019,897.3,1827.6000000000001,1321.1
350916,2020,394.3,2217.2,1546.8
350916,2021,526.8,2186.1,1529.5
350916,2022,20,412.8,261.7
350918,2016,495.75,1803.77,1294.18
350918,2017,684.53,2188.36,1535.37
350918,2018,598.9,2144,1512.4
350918,2019,888.6999999999999,1827.8999999999999,1322.2
350918,2020,403.6,2204,1538.4
350918,2021,550.1,2176.9,1524.2
350918,2022,19,409.4,259.4
350923,2016,500.21,1786.58,1287.17
350923,2017,743.81,2175.43,1530.83
350923,2018,690.1,2156.1,1523.6
350923,2019,778,1809.3999999999999,1313.7
350923,2020,528.2,2204.8,1543.3
350923,2021,568.9,2175.4,1527.7
350923,2022,20.700000000000003,405.7,258
350924,2016,641.21,1763.19,1273.79
350924,2017,645.25,2179.83,1531.6200000000001
350924,2018,662.2,2070.9,1471.7
350924,2019,870.4,1789.3,1304
350924,2020,485.6,2158.5,1515.4
350924,2021,521.7,2152.8,1513.1000000000001
350924,2022,25.7,392.7,249.9
350925,2016,651.82,1755.93,1269.66
350925,2017,623.25,2179.5,1531.4099999999999
350925,2018,660.4,2062.3,1466.5
350925,2019,879.5,1777,1296.6
350925,2020,479.5,2146.4,1508.7
350925,2021,521.4,2148.8,1511.5
350925,2022,25,392,248.8
350927,2016,612.39,1770.54,1277.1399999999999
350927,2017,655.8,2164.55,1522.21
350927,2018,543.7,2087.6,1480.1
350927,2019,873,1796.2,1306.3999999999999
350927,2020,430.3,2169.6,1520.7
350927,2021,482.2,2150.5,1512.3
350927,2022,24.1,394.4,250.7
350931,2016,642.77,1756.09,1269.35
350931,2017,610.58,2168.54,1525.04
350931,2018,594.7,2065.7,1467.9
350931,2019,918.9,1779.6,1297.8
350931,2020,468.7,2151.3,1510.8
350931,2021,483.6,2142.9,1507.6
350931,2022,27.700000000000003,391.3,248.9
350933,2016,480.86,1799.12,1293.15
350933,2017,740.61,2189.98,1537.19
350933,2018,694.03,2163.29,1524.96
350933,2019,809.1800000000001,1825.32,1321.71
350933,2020,496.49,2217.95,1550.19
350933,2021,562.25,2185.97,1532.47
350933,2022,19.67,409.97,260.08
350934,2016,635.13,1775.33,1280.2
350934,2017,629.21,2182.3,1533.19
350934,2018,627,2091.5,1483.2
350934,2019,884.9,1806.9,1312.7
350934,2020,455.9,2173.2,1523.9
350934,2021,502.9,2157.4,1516.6
350934,2022,27.5,395.6,251.3
350935,2016,485.62,1805.78,1297.29
350935,2017,663.73,2199.09,1542.14
350935,2018,614.6999999999999,2151.2,1517
350935,2019,868.9,1827.8999999999999,1322.6
350935,2020,463.3,2203.6,1540.7
350935,2021,581,2176.3,1526.2
350935,2022,23.7,402.20000000000005,255.7
350936,2016,629.58,1746.44,1263.79
350936,2017,590.57,2155.16,1518.05
350936,2018,543.2,2050.9,1459.2
350936,2019,887.9,1765.9,1289.5
350936,2020,459.3,2139.3,1503.3
350936,2021,459.8,2139.9,1505.8
350936,2022,25.7,390.7,248.10000000000002
350937,2016,642.77,1756.09,1269.35
350937,2017,610.58,2168.54,1525.04
350937,2018,594.7,2065.7,1467.9
350937,2019,918.9,1779.6,1297.8
350937,2020,468.7,2151.3,1510.8
350937,2021,483.6,2142.9,1507.6
350937,2022,27.700000000000003,391.3,248.9
350938,2016,644.8100000000001,1756.79,1269.93
350938,2017,636.89,2172.9,1527.93
350938,2018,650.6,2064.8,1468.3
350938,2019,916,1781.1,1299
350938,2020,481.9,2147.8,1509.8
350938,2021,518,2145.7,1509.7
350938,2022,27.4,391.3,249
350939,2016,640.98,1732.42,1255.4
350939,2017,626.54,2138.47,1507.23
350939,2018,563.4,2025.9,1445.3
350939,2019,872.1,1744.9,1276.9
350939,2020,437.7,2130.7,1498
350939,2021,464.9,2128.8,1500.4
350939,2022,23.3,388.7,247.2
350940,2016,580.05,1796.03,1290.96
350940,2017,679.09,2181.07,1532.79
350940,2018,543.9,2121.3,1500.2
350940,2019,896.6,1827.4,1322.1
350940,2020,425.9,2194.1,1533
350940,2021,491.2,2166.7,1520.7
350940,2022,20,401.20000000000005,254.39999999999998
350942,2016,554.55,1811.23,1299.52
350942,2017,662.89,2203.59,1543.92
350942,2018,594.34,2137.66,1508.11
350942,2019,881.98,1853.96,1338.94
350942,2020,439.92,2216.41,1546.41
350942,2021,512.43,2180.53,1528.1
350942,2022,20.47,405.03999999999996,256.79
350943,2016,558.76,1748.16,1264.53
350943,2017,668.8000000000001,2132.59,1505.02
350943,2018,546.2,2060.8,1465
350943,2019,880.6,1770.5,1291.3
350943,2020,430.4,2154.6,1512.7
350943,2021,498.4,2132.2,1501
350943,2022,21.9,392.8,249.2
350944,2016,640.07,1749.71,1265.72
350944,2017,620.33,2167.8,1523.78
350944,2018,627.4,2054.7,1462.9
350944,2019,930.4,1772.9,1292.3
350944,2020,479.6,2139.7,1503
350944,2021,503.9,2142.2,1507.6000000000001
350944,2022,28.5,390.5,248.39999999999998
350946,2016,487.87,1817.3799999999999,1302.69
350946,2017,703.81,2209.02,1547.72
350946,2018,671.1,2167.6,1526.2
350946,2019,841.2,1844.9,1332.2
350946,2020,446.4,2218.7999999999997,1547.4
350946,2021,550.9,2187.8,1532.5
350946,2022,19.5,410.9,260.2
350948,2016,550.97,1774.1,1278.67
350948,2017,680.23,2162.62,1521.06
350948,2018,526.7,2101.6,1487.8
350948,2019,905.5,1801.3,1309.1000000000001
350948,2020,413.3,2178.5,1525.1000000000001
350948,2021,518.6,2153.1,1513.2
350948,2022,20.2,398.5,252.89999999999998
350949,2016,461.92,1797.41,1290.39
350949,2017,672.8100000000001,2188.14,1534.49
350949,2018,580.7,2160.5,1521.1
350949,2019,897.3,1827.6000000000001,1321.1
350949,2020,394.3,2217.2,1546.8
350949,2021,526.8,2186.1,1529.5
350949,2022,20,412.8,261.7
350951,2016,640.07,1749.71,1265.72
350951,2017,620.33,2167.8,1523.78
350951,2018,627.4,2054.7,1462.9
