WR_GROUP,Year,Algorithm,n_irrfields,n_IrrConfHigh,area_m2_wrg,n_within_lema,n_within_buffer,n_croptypes,ET_m3,irr_m3_fromNonIrr,irr_m3_fromPrec,CropCode_maincrop,area_m2_maincrop,area_prc_maincrop,irr_m3_fromWIMAS,IrrArea_m2
912,2020,geesebal,19,2,3573170.88,0,0,3,2447273.99,106298.7,1246278.7,520,1690928.5257535386,0.4732291240864301,162819.60490224,485622.77
912,2020,ptjpl,19,2,3573170.88,0,0,3,2708129.93,92244.7,1507134.7,520,1690928.5257535386,0.4732291240864301,162819.60490224,485622.77
912,2020,sims,19,2,3573170.88,0,0,3,3265365.95,217871.2,2064370.7,520,1690928.5257535386,0.4732291240864301,162819.60490224,485622.77
912,2020,ssebop,19,2,3573170.88,0,0,3,2225294.86,148452.1,1024299.7,520,1690928.5257535386,0.4732291240864301,162819.60490224,485622.77
1937,2016,disalexi,24,0,3381432.46,0,0,5,2057120.73,NA,461224.2,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2016,eemetric,24,0,3381432.46,0,0,5,2094202.16,NA,523181.6,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2016,ensemble,24,0,3381432.46,0,0,5,2077462.11,NA,481992,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2016,geesebal,24,0,3381432.46,0,0,5,1836160.93,NA,266233.8,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2016,ptjpl,24,0,3381432.46,0,0,5,2159428.52,NA,569369.7,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2016,sims,24,0,3381432.46,0,0,5,2905441.67,NA,1308775.6,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2016,ssebop,24,0,3381432.46,0,0,5,1854847.29,NA,278395.8,520,1449091.1934091495,0.42854358635013207,88810.69358304,323748.51
1937,2017,disalexi,24,5,3381432.46,0,0,5,2319394.01,NA,58606,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
1937,2017,eemetric,24,5,3381432.46,0,0,5,2871351.96,NA,477617.9,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
1937,2017,ensemble,24,5,3381432.46,0,0,5,2457762.49,NA,123986.8,1,1535847.3299698015,0.4542002089758733,144317.37707244,323748.51
