UID,within_lema,within_buffer,area_m2
347662,FALSE,FALSE,51552.91554869781
347663,FALSE,FALSE,31378.547309490386
347664,FALSE,FALSE,435024.40931004024
347670,FALSE,TRUE,149687.26718227705
347671,FALSE,FALSE,83493.64818675816
347673,FALSE,FALSE,7561.89616992115
347674,FALSE,FALSE,30028.80439747509
347676,FALSE,TRUE,28881.68372488767
347679,TRUE,FALSE,32798.74762121751
347680,FALSE,FALSE,39012.36599173653
347685,FALSE,FALSE,524786.7681026836
347686,TRUE,FALSE,10023.82321100263
347687,TRUE,FALSE,284764.81982587744
347688,FALSE,FALSE,148502.22822521906
347690,FALSE,FALSE,488850.1895808643
347691,FALSE,FALSE,299424.234374441
347693,FALSE,FALSE,32356.282668165863
347695,FALSE,FALSE,171182.68629430165
347697,FALSE,TRUE,419572.2960088691
347698,FALSE,FALSE,282818.15642811754
347700,FALSE,FALSE,816732.4973104794
347701,FALSE,FALSE,16031.409789596917
347702,TRUE,FALSE,48545.02853434616
347703,FALSE,FALSE,306085.3634975869
347705,FALSE,TRUE,74945.26482437109
347708,FALSE,FALSE,74236.45930480398
347710,FALSE,FALSE,355926.17235951126
347713,FALSE,FALSE,834394.2980068317
347714,FALSE,TRUE,118492.42811876582
347715,TRUE,FALSE,69439.6502933884
347716,FALSE,TRUE,600447.6879101926
347717,FALSE,FALSE,180240.2265725723
347721,FALSE,TRUE,217888.59850205574
347722,FALSE,FALSE,133071.95382265002
347723,FALSE,TRUE,212504.70530058426
347725,FALSE,TRUE,31088.494404961355
347726,FALSE,FALSE,11230.477517607622
347728,FALSE,FALSE,401219.8549691322
347729,TRUE,FALSE,32038.292037814273
347730,FALSE,FALSE,60864.18107347505
347731,FALSE,FALSE,661658.4223122029
347732,FALSE,FALSE,47896.22633625753
347733,FALSE,FALSE,58887.06001158152
347735,FALSE,FALSE,43348.57038939372
347736,FALSE,FALSE,162893.83562839605
347738,FALSE,FALSE,7447.371348653163
347739,FALSE,TRUE,170601.38458985835
347740,FALSE,TRUE,33116.73514852673
347742,FALSE,FALSE,621182.4558296916
347746,TRUE,FALSE,64749.461178916536
347747,FALSE,FALSE,167344.5002745767
347749,FALSE,TRUE,521221.0129194007
347750,FALSE,TRUE,79390.67185735516
347753,FALSE,TRUE,293786.3165329109
347754,FALSE,FALSE,293058.69004765153
347755,FALSE,TRUE,313576.572346583
347757,FALSE,FALSE,46300.097554329084
347758,FALSE,FALSE,88299.80127851642
347760,FALSE,TRUE,6574.124202773906
347763,FALSE,TRUE,34517.552456736565
347766,FALSE,FALSE,37048.61184660066
347767,FALSE,TRUE,13577.568877359852
347768,FALSE,FALSE,643200.9812049866
347769,FALSE,FALSE,66849.00264695077
347771,FALSE,FALSE,30925.93190214038
347772,FALSE,FALSE,318136.8365465221
347773,FALSE,FALSE,625654.216648316
347774,FALSE,FALSE,189680.10643730313
347775,FALSE,FALSE,94881.726519795
347779,TRUE,FALSE,219204.61132764712
347780,FALSE,TRUE,35051.902426249115
347781,TRUE,FALSE,208103.5726575624
347782,FALSE,FALSE,87101.3405617848
347783,FALSE,FALSE,147009.15911857912
347784,FALSE,FALSE,185150.11950541195
347785,FALSE,TRUE,248466.5349334227
347786,FALSE,TRUE,586517.246247028
347788,FALSE,TRUE,503295.1602985924
347789,FALSE,FALSE,78089.44459667057
347790,FALSE,FALSE,5044.5958933481015
347791,FALSE,FALSE,46934.584982707864
347792,FALSE,TRUE,251289.6632624477
347794,FALSE,TRUE,313457.2779378919
347796,TRUE,FALSE,252495.3046629778
347797,FALSE,FALSE,58761.61294711754
347800,TRUE,FALSE,289210.33414232533
347802,FALSE,FALSE,45971.86455394537
347804,TRUE,FALSE,305037.9580685701
347805,FALSE,FALSE,72106.7085555701
347806,FALSE,FALSE,150560.15367693058
347807,TRUE,FALSE,308524.3560461756
347809,FALSE,TRUE,32681.157190982485
347810,TRUE,FALSE,32222.12863760558
347812,FALSE,FALSE,317092.08973083354
347813,FALSE,TRUE,555165.8631138662
347814,FALSE,TRUE,167754.79514803435
347815,FALSE,FALSE,183471.95578626747
347816,FALSE,FALSE,126641.05884373117
347818,FALSE,TRUE,29751.527050642166
347820,FALSE,FALSE,125849.59574101306
347821,FALSE,FALSE,321330.59951463575
347823,FALSE,FALSE,214238.17386448244
347825,FALSE,FALSE,11216.614115186036
347826,TRUE,FALSE,147091.2664056942
347827,FALSE,TRUE,1042709.3414807748
347828,TRUE,FALSE,30260.992329439847
347829,FALSE,FALSE,210917.3515649913
347832,FALSE,TRUE,24715.258008448844
347833,FALSE,TRUE,85661.38258260442
347834,FALSE,FALSE,189315.37526533913
347835,TRUE,FALSE,32070.774087272584
347837,FALSE,TRUE,32415.97018832341
347838,TRUE,FALSE,315523.14902929496
347839,FALSE,TRUE,10996.010490653804
347840,FALSE,TRUE,273718.47113249823
347841,FALSE,FALSE,29588.206064852886
347842,FALSE,FALSE,1109142.3350713914
347843,FALSE,FALSE,107770.28313728608
347846,FALSE,FALSE,107696.39988514647
347847,TRUE,FALSE,463239.738232306
347848,FALSE,TRUE,33770.316700471565
347849,FALSE,FALSE,71327.88396575442
347850,TRUE,FALSE,260280.59081849537
347851,TRUE,FALSE,27336.798531507582
347852,TRUE,FALSE,470551.28880481457
347853,FALSE,FALSE,68900.84914911166
347854,TRUE,FALSE,30965.875027745962
347857,FALSE,FALSE,47895.98598243855
347858,FALSE,FALSE,31495.06268258253
347859,FALSE,TRUE,47172.12885383773
347860,FALSE,FALSE,1188194.643102102
347861,FALSE,FALSE,194823.61974891275
347862,FALSE,FALSE,266223.5080499248
347865,FALSE,FALSE,63715.76272828129
347866,TRUE,FALSE,34351.176284184454
347867,FALSE,FALSE,89149.58140122984
347870,FALSE,FALSE,103057.02312595723
347871,FALSE,TRUE,38454.00184237107
347872,FALSE,FALSE,78730.85300057149
347873,FALSE,FALSE,29804.952668128273
347875,FALSE,FALSE,311617.3573806549
347877,FALSE,FALSE,291184.12254796043
347879,FALSE,TRUE,600915.5082780786
347881,FALSE,FALSE,156257.04447617754
347882,FALSE,FALSE,91589.4435865707
347883,FALSE,FALSE,28344.07838622725
347884,FALSE,TRUE,33921.387033128645
347887,FALSE,FALSE,69478.44594633579
347889,FALSE,TRUE,37371.69624159168
347890,TRUE,FALSE,22433.72079755715
347891,FALSE,FALSE,20570.30190293258
347892,FALSE,FALSE,81631.66535570426
347894,FALSE,FALSE,55012.07596361474
347895,FALSE,FALSE,36047.666608589236
347896,FALSE,FALSE,48372.25422839506
347898,FALSE,FALSE,43660.6987478286
347901,FALSE,FALSE,30548.2333446517
347902,FALSE,FALSE,8644.718777086353
347904,FALSE,TRUE,243232.24982218456
347905,FALSE,FALSE,1281788.8260506066
347908,FALSE,FALSE,373662.1956452532
347909,FALSE,FALSE,303530.5689975992
347910,FALSE,FALSE,328111.1959889713
347911,FALSE,TRUE,9266.446429938078
347912,FALSE,FALSE,8522.787784071872
347914,FALSE,FALSE,6607.546523035504
347915,FALSE,TRUE,16768.47633162327
347920,FALSE,FALSE,412681.09284064965
347921,FALSE,FALSE,32490.973206480034
347922,FALSE,FALSE,362267.14561567595
347923,FALSE,TRUE,320622.7944083576
347926,FALSE,FALSE,477732.17133304925
347927,FALSE,TRUE,6878.943305686
347929,FALSE,TRUE,256864.56557182968
347930,FALSE,FALSE,589004.355243857
347933,FALSE,FALSE,271919.876113502
347934,TRUE,FALSE,1031758.4412176795
347935,FALSE,FALSE,6433.198585766702
347936,FALSE,FALSE,6921.439522175118
347938,FALSE,TRUE,196710.36527266912
347939,FALSE,TRUE,385856.2896525902
347941,FALSE,FALSE,134092.18258741684
347943,FALSE,TRUE,504021.15676404466
347944,FALSE,TRUE,54403.80839094677
347945,FALSE,TRUE,331568.550713949
347946,FALSE,FALSE,28623.204415806627
347948,TRUE,FALSE,136138.98607314657
347949,TRUE,FALSE,60372.795116777554
347950,FALSE,FALSE,256897.7522648702
347952,FALSE,TRUE,602221.337923922
347953,FALSE,TRUE,245916.61956629483
347954,TRUE,FALSE,128248.28035907322
347955,TRUE,FALSE,14339.97079646145
347957,FALSE,FALSE,174435.31074520026
347958,FALSE,FALSE,13407.09978251261
347960,FALSE,FALSE,122517.80998994005
347963,FALSE,TRUE,33838.139935203944
347964,TRUE,FALSE,245758.8601379292
347965,FALSE,FALSE,154003.24198815506
347967,TRUE,FALSE,96247.43016875768
347968,TRUE,FALSE,130515.60890386626
347969,FALSE,TRUE,200563.68095289753
347970,FALSE,FALSE,70941.46556873154
347971,FALSE,TRUE,46858.78271461371
347972,FALSE,TRUE,320397.97400711477
347974,FALSE,FALSE,600822.3186825514
347975,FALSE,TRUE,534909.4216835173
347976,FALSE,TRUE,328638.8766911477
347977,FALSE,FALSE,222293.22881828249
347978,FALSE,FALSE,10931.008813942724
347979,FALSE,FALSE,18047.04073483334
347981,FALSE,FALSE,226682.47342517518
347982,TRUE,FALSE,91032.06169514172
347983,FALSE,FALSE,83016.03040322772
347984,FALSE,TRUE,498191.8783261026
347985,FALSE,FALSE,157655.7583265283
347987,FALSE,FALSE,471555.69506037235
347990,FALSE,TRUE,34519.29497816914
347993,FALSE,FALSE,19705.033015298075
347994,FALSE,FALSE,104095.70790549368
347995,FALSE,TRUE,12808.282070786925
347996,FALSE,FALSE,30143.2550277994
347997,FALSE,FALSE,1267904.4193099174
347998,FALSE,FALSE,105590.78357459791
347999,TRUE,FALSE,546293.2152618467
348000,TRUE,FALSE,254508.03057830146
348001,TRUE,FALSE,28213.741894208826
348002,FALSE,FALSE,483991.26114372147
348003,FALSE,FALSE,34148.82871030632
348005,TRUE,FALSE,97458.50188603834
348006,FALSE,FALSE,208611.22152946377
348008,TRUE,FALSE,28101.697558147833
348009,FALSE,FALSE,90979.01319262385
348010,FALSE,FALSE,241278.22414193337
348014,FALSE,TRUE,986731.3885029498
348015,TRUE,FALSE,33276.06905651919
348016,TRUE,FALSE,343814.7951875827
348017,FALSE,FALSE,135288.45730238967
348018,FALSE,FALSE,32754.144507105462
348019,FALSE,FALSE,76859.3357282012
348023,FALSE,FALSE,291585.38767590467
348024,FALSE,FALSE,289189.10908757104
348025,FALSE,TRUE,19067.73326217383
348026,FALSE,FALSE,636644.0573639879
348028,FALSE,FALSE,256317.16465928793
348030,FALSE,TRUE,125291.44494248554
348031,FALSE,FALSE,211677.14731272924
348033,FALSE,FALSE,93306.52540520113
348034,FALSE,TRUE,34571.14430731675
348035,FALSE,TRUE,599402.5455128155
348036,FALSE,TRUE,315715.841388904
348037,FALSE,FALSE,133580.8466143324
348039,TRUE,FALSE,23822.266958554974
348040,FALSE,FALSE,40009.021744723665
348041,FALSE,TRUE,574167.0039150564
348043,FALSE,TRUE,29723.112818180583
348044,FALSE,TRUE,173074.66942450916
348045,FALSE,TRUE,217252.46170541784
348046,FALSE,TRUE,419050.4082749053
348048,TRUE,FALSE,33591.632866063155
348050,FALSE,FALSE,234457.728406207
348051,FALSE,FALSE,74800.44093739078
348052,FALSE,TRUE,418394.04854935745
348053,FALSE,FALSE,45799.585878261016
348054,FALSE,TRUE,145051.8751839199
348055,TRUE,FALSE,18304.191197013424
348057,FALSE,FALSE,249560.67670819256
348059,FALSE,FALSE,216955.52440697898
348060,FALSE,FALSE,406772.2041859468
348061,TRUE,FALSE,131043.48755913303
348062,FALSE,FALSE,34626.040677023935
348063,TRUE,FALSE,240378.1117359557
348065,FALSE,FALSE,6361.412970053789
348069,FALSE,FALSE,4598.618310304359
348070,FALSE,TRUE,29308.895751897653
348071,FALSE,FALSE,49961.42970331863
348072,FALSE,FALSE,289022.2850059392
348073,TRUE,FALSE,35814.38796966337
348074,TRUE,FALSE,308861.4646449924
348076,FALSE,FALSE,449807.88462982513
348077,FALSE,TRUE,33112.773180289194
348080,FALSE,TRUE,95021.83374765981
348081,FALSE,FALSE,73840.12292934742
348082,FALSE,FALSE,8796.138082222373
348083,FALSE,FALSE,35064.1697547175
348084,FALSE,TRUE,138486.21568471938
348085,FALSE,FALSE,27715.63692976191
348087,TRUE,FALSE,28840.423883078154
348088,TRUE,FALSE,39582.176774758846
348089,FALSE,FALSE,152441.87100418657
348092,FALSE,FALSE,505963.028992516
348093,FALSE,FALSE,223159.17440300668
348094,FALSE,TRUE,336694.74697636766
348095,FALSE,FALSE,17966.349435149285
348096,FALSE,FALSE,67193.92484303936
348097,FALSE,TRUE,25861.393998724874
348098,FALSE,FALSE,200829.85737415636
348099,FALSE,TRUE,27657.000982876634
348100,FALSE,FALSE,274180.0154218572
348102,FALSE,FALSE,107668.9590820375
348103,FALSE,FALSE,381469.1483918221
348104,FALSE,FALSE,27242.38146190066
348105,TRUE,FALSE,29460.503776019905
348106,FALSE,FALSE,23212.26914945958
348107,FALSE,FALSE,312465.9768644285
348108,FALSE,FALSE,115756.1992579375
348109,FALSE,FALSE,246405.07737071498
348111,FALSE,FALSE,112246.91876495257
348112,TRUE,FALSE,457473.68344817526
348113,FALSE,FALSE,32779.603438254446
348114,FALSE,TRUE,604458.4589429786
348115,TRUE,FALSE,437885.323852175
348116,FALSE,FALSE,27476.438917085994
348117,FALSE,FALSE,95588.87196037173
348118,FALSE,FALSE,42182.97786946455
348120,FALSE,FALSE,499365.09419804346
348121,TRUE,FALSE,18277.68753904896
348122,FALSE,FALSE,31800.762529236265
348123,TRUE,FALSE,31119.337817952037
348124,FALSE,TRUE,5915.3073103313
348125,FALSE,FALSE,252230.60672623658
348127,FALSE,TRUE,23732.01707317494
348129,FALSE,TRUE,39432.061095807265
348130,FALSE,FALSE,258288.45527053816
348131,FALSE,FALSE,62562.49529542029
348132,FALSE,FALSE,873675.9288223507
348133,FALSE,TRUE,28517.11699767754
348134,FALSE,FALSE,32387.70653146261
348135,FALSE,FALSE,31635.87070991285
348137,FALSE,FALSE,610236.6179527268
348139,FALSE,FALSE,224244.37830775604
348142,TRUE,FALSE,508913.82901162223
348143,FALSE,FALSE,328309.51392671745
348145,FALSE,TRUE,46201.95939069241
348147,FALSE,FALSE,219979.77742236503
348148,FALSE,TRUE,43081.71542206232
348149,FALSE,FALSE,94171.67154968542
348152,FALSE,FALSE,406173.2911605663
348154,FALSE,FALSE,327031.43695850513
348155,TRUE,FALSE,12686.99311221391
348157,FALSE,TRUE,311567.2919300789
348158,FALSE,FALSE,290419.5824836872
348159,FALSE,FALSE,240908.32301792502
348162,TRUE,FALSE,392750.0148534477
348163,FALSE,TRUE,65314.13985544635
348164,FALSE,FALSE,58408.772103523836
348165,FALSE,FALSE,153907.4701753999
348166,FALSE,FALSE,209428.1930748904
348167,FALSE,FALSE,225932.06663966854
348168,TRUE,FALSE,94635.33884192025
348170,FALSE,FALSE,439721.76542315446
348171,FALSE,TRUE,52870.31328580354
348173,FALSE,FALSE,91474.33941600472
348176,FALSE,TRUE,31108.079991976265
348177,FALSE,TRUE,135518.82639331603
348178,FALSE,FALSE,12232.695602009771
348181,FALSE,TRUE,469688.617478963
348183,FALSE,FALSE,26425.455345961484
348184,FALSE,FALSE,185627.2454808012
348185,FALSE,TRUE,31640.327400221955
348187,FALSE,FALSE,149559.42270838935
348188,TRUE,FALSE,200857.78932619095
348189,TRUE,FALSE,1135445.4666114105
348190,FALSE,TRUE,464638.8092229866
348191,FALSE,TRUE,19081.584212275222
348192,FALSE,FALSE,304363.7567055782
348193,TRUE,FALSE,172014.76443252983
348194,FALSE,TRUE,16308.518412426114
348195,FALSE,TRUE,10726.129966733395
348196,FALSE,FALSE,664139.8373109117
348197,FALSE,FALSE,87260.07426473947
348198,FALSE,FALSE,34583.423700493586
348199,TRUE,FALSE,59006.93477762351
348200,TRUE,FALSE,34906.32453230955
348202,TRUE,FALSE,38474.243972970755
348203,FALSE,TRUE,256934.02569749337
348205,FALSE,FALSE,37550.71002034936
348206,FALSE,TRUE,31570.631699470803
348207,FALSE,FALSE,22781.983743192803
348212,FALSE,TRUE,347681.22936978936
348213,FALSE,FALSE,57367.65486472938
348214,TRUE,FALSE,237854.9759992184
348215,FALSE,FALSE,107286.13794397376
348216,FALSE,FALSE,32434.69867448765
348217,FALSE,TRUE,489108.5464985686
348220,FALSE,TRUE,503132.09433797374
348221,TRUE,FALSE,748484.0639948542
348222,FALSE,FALSE,102324.28497139947
348223,FALSE,FALSE,157842.58140183147
348225,FALSE,FALSE,309790.1549687051
348226,FALSE,FALSE,102383.15820662677
348228,FALSE,TRUE,471536.5077183947
348230,FALSE,FALSE,19443.529784949962
348233,FALSE,FALSE,84912.48511707643
348235,FALSE,FALSE,11794.501419450855
348236,FALSE,FALSE,616415.1985896017
348237,FALSE,FALSE,43662.35887678474
348239,FALSE,TRUE,584164.1832272257
348240,FALSE,FALSE,11156.830982977408
348242,FALSE,TRUE,131617.98494604975
348243,FALSE,FALSE,41352.13970123546
348245,FALSE,FALSE,438907.5759526151
348247,FALSE,FALSE,12168.685171860969
348249,FALSE,FALSE,180741.9473363328
348250,FALSE,TRUE,42504.13737368793
348252,FALSE,FALSE,319614.7656269567
348253,FALSE,FALSE,127275.56213385999
348254,FALSE,FALSE,152714.43268732377
348255,FALSE,FALSE,283429.000999216
348256,FALSE,FALSE,228644.0512369871
348257,FALSE,TRUE,34287.75228547278
348258,FALSE,TRUE,74876.85034002597
348259,FALSE,FALSE,534590.6689324239
348260,FALSE,TRUE,34858.47006165981
348263,FALSE,TRUE,394003.9495835744
348266,FALSE,FALSE,81033.54706565198
348267,FALSE,FALSE,46027.95077507326
348268,FALSE,TRUE,26962.78856363808
348271,TRUE,FALSE,20265.61536912639
348272,FALSE,FALSE,245368.67291014912
348273,FALSE,TRUE,22937.9495214615
348274,FALSE,FALSE,250376.16920806514
348276,FALSE,FALSE,303599.0663391686
348278,FALSE,TRUE,231803.87353013246
348279,FALSE,FALSE,33710.94351693103
348282,FALSE,TRUE,587109.7190250251
348284,FALSE,TRUE,319640.6866745986
348285,FALSE,FALSE,218412.15643452294
348287,TRUE,FALSE,186574.86768350063
348288,TRUE,FALSE,359898.61808504397
348289,FALSE,FALSE,230678.7432242334
348291,FALSE,TRUE,25146.344290779904
348292,TRUE,FALSE,514678.5670743885
348294,TRUE,FALSE,317695.65400802647
348295,FALSE,FALSE,63836.484753609984
348297,FALSE,FALSE,27630.692292803433
348298,FALSE,FALSE,386688.5818247937
348301,FALSE,TRUE,473351.87896312354
348302,FALSE,FALSE,61115.53407993028
348303,FALSE,FALSE,39829.32755501941
348304,FALSE,FALSE,374367.3993120552
348305,FALSE,TRUE,5323.115502011555
348306,FALSE,TRUE,28122.233879441395
348307,FALSE,FALSE,268232.5631871363
348308,TRUE,FALSE,41613.03263909495
348309,FALSE,FALSE,255838.093384712
348310,TRUE,FALSE,71871.78730504215
348311,FALSE,FALSE,28305.337560313754
348312,FALSE,FALSE,51676.73762592487
348313,TRUE,FALSE,33473.83303528745
348314,FALSE,FALSE,574542.833390163
348315,TRUE,FALSE,489741.7869454129
348316,FALSE,FALSE,14085.639283267781
348319,FALSE,FALSE,32608.726656183833
348320,FALSE,FALSE,124442.9149722606
348321,FALSE,FALSE,39989.98746630736
348322,FALSE,FALSE,94828.1932189605
348323,FALSE,FALSE,354674.0424027251
348324,TRUE,FALSE,203108.0002231847
348326,FALSE,FALSE,750344.4065117524
348327,TRUE,FALSE,22027.999478236772
348328,FALSE,FALSE,329725.63104093075
348329,TRUE,FALSE,231675.03506929218
348331,FALSE,FALSE,41289.55305156484
348332,TRUE,FALSE,270970.96972904354
348333,FALSE,FALSE,204332.00859954418
348335,FALSE,TRUE,200481.90309488773
348336,TRUE,FALSE,135703.48821126495
348337,FALSE,FALSE,813467.4684241583
348338,FALSE,FALSE,248382.14830840938
348339,FALSE,FALSE,172524.1171187621
348340,TRUE,FALSE,225666.16333372606
348341,FALSE,TRUE,27057.06320354785
348342,FALSE,FALSE,69648.1226792346
348343,FALSE,FALSE,407816.62590376823
348344,FALSE,FALSE,25740.697620086372
348345,FALSE,TRUE,343555.362174719
348347,FALSE,FALSE,258333.57565076277
348348,FALSE,TRUE,68670.02506509377
348349,TRUE,FALSE,42419.006524583325
348350,TRUE,FALSE,148966.03003509808
348352,FALSE,FALSE,243200.37723042187
348353,FALSE,FALSE,16942.72963334876
348354,FALSE,TRUE,101771.83027141797
348355,FALSE,FALSE,224447.9655377362
348357,TRUE,FALSE,1355477.0631848725
348359,FALSE,FALSE,21679.499266636092
348360,FALSE,TRUE,28937.728408540133
348363,TRUE,FALSE,118954.96346415524
348364,FALSE,FALSE,32780.431145348586
348368,TRUE,FALSE,494085.3651723434
348370,FALSE,FALSE,114010.02179201599
348371,FALSE,FALSE,340440.59704017744
348375,FALSE,FALSE,55661.729971473105
348377,FALSE,TRUE,213086.44255657122
348378,FALSE,FALSE,156503.59051999752
348381,FALSE,FALSE,363188.5293793543
348383,TRUE,FALSE,458277.50742021995
348384,FALSE,FALSE,10330.425791072514
348385,FALSE,FALSE,20017.071076762397
348387,FALSE,FALSE,207235.69049841177
348388,FALSE,FALSE,65607.96862860039
348389,FALSE,FALSE,5902.376949276542
348390,FALSE,FALSE,76899.65853863116
348391,FALSE,FALSE,364734.4883900143
348393,TRUE,FALSE,159723.12447718135
348394,FALSE,FALSE,25262.169931317214
348396,FALSE,FALSE,94917.2269871831
348398,FALSE,FALSE,62405.518323298864
348399,FALSE,FALSE,304697.3988742763
348400,FALSE,FALSE,354122.4820544049
348401,TRUE,FALSE,31725.597604446113
348402,TRUE,FALSE,502194.25346095115
348403,FALSE,FALSE,984370.9924107651
348405,FALSE,FALSE,23217.95162516678
348406,TRUE,FALSE,26831.249683618313
348407,FALSE,TRUE,63894.14597685187
348408,FALSE,TRUE,256257.89765251614
348411,FALSE,FALSE,322303.07239761576
348412,FALSE,FALSE,288477.7181468981
348414,FALSE,TRUE,7418.37841988611
348415,FALSE,FALSE,136774.99812599178
348417,FALSE,FALSE,140888.44787292648
348418,FALSE,FALSE,33192.04004012281
348420,TRUE,FALSE,29083.96112093267
348424,FALSE,FALSE,39577.44456934594
348425,FALSE,TRUE,49664.37809314579
348426,FALSE,TRUE,29253.712207080796
348427,FALSE,TRUE,332355.9750956446
348428,FALSE,FALSE,12937.116067676383
348430,FALSE,TRUE,591832.0413995134
348434,FALSE,FALSE,81086.016710734
348435,FALSE,FALSE,11448.355003267527
348436,FALSE,TRUE,103144.80254015714
348437,FALSE,FALSE,99197.62515689153
348438,FALSE,FALSE,543170.2150446302
348440,TRUE,FALSE,213095.4037808664
