UID,Year,precip_mm
347607,2017,737.8743676930666
347607,2018,815.4124828577042
347607,2019,825.1981122374534
347607,2020,483.5009664222598
347609,2017,870.3531791210174
347609,2018,806.3792027831078
347609,2019,745.0563031196593
347609,2020,522.4885838512331
347610,2017,851.1980008646846
347610,2018,847.7089096546173
347610,2019,773.9916296601295
347610,2020,518.0439574487507
347616,2017,783.1222226008772
347616,2018,794.5300017476081
347616,2019,876.6749453186989
347616,2020,450.54589069336646
347617,2017,754.5340779446065
347617,2018,709.2927914381027
347617,2019,851.5966417074203
347617,2020,397.0598285317421
347619,2017,851.1980008646846
347619,2018,847.7024193167686
347619,2019,773.9916296601295
347619,2020,518.0439574487507
347620,2017,742.0921043574809
347620,2018,816.5127169966697
347620,2019,853.8253846645355
347620,2020,514.7674829959869
347621,2017,777.3044094875454
347621,2018,835.7850632238387
347621,2019,814.5459390330313
347621,2020,446.8567617013305
347622,2017,873.6376795381308
347622,2018,806.0621587872505
347622,2019,758.3151262044906
347622,2020,503.0260590676218
347624,2017,770.6480894237757
347624,2018,829.2827905416489
347624,2019,810.9491939425468
347624,2020,493.61460028588766
347626,2017,748.4115196622907
347626,2018,672.9025965332985
347626,2019,839.0358554422854
347626,2020,418.1787506332621
347627,2017,727.0865522563457
347627,2018,836.0102126955985
347627,2019,834.6447997331619
347627,2020,503.6315040625632
347628,2017,762.8025536183268
347628,2018,699.5696446180343
347628,2019,875.8247212797403
347628,2020,400.5769447835162
347629,2017,722.436892464757
347629,2018,780.7441850304604
347629,2019,840.5366881608962
347629,2020,430.7577109467238
347631,2017,754.5340779446065
347631,2018,709.2927914381027
347631,2019,851.5966417074203
347631,2020,397.0598285317421
347633,2017,716.7026418834924
347633,2018,754.6486924171447
347633,2019,834.9723157763481
347633,2020,418.56917103901503
347634,2017,760.5440417528152
347634,2018,678.3551812887191
347634,2019,863.5514920294285
347634,2020,428.24439872354264
347635,2017,739.8168230891227
347635,2018,830.7241799712181
347635,2019,820.748498904705
347635,2020,509.3367283791303
347636,2017,892.0695874586701
347636,2018,826.2115875005721
347636,2019,762.2919425725936
347636,2020,531.3294345917179
347637,2017,764.5070320573946
347637,2018,704.0247995416323
347637,2019,894.2133259018262
347637,2020,417.21252938136456
347638,2017,757.284007653594
347638,2018,820.447843503952
347638,2019,807.1137312889099
347638,2020,480.8617215186357
347640,2017,870.3531791210174
347640,2018,806.3792027831078
347640,2019,745.0563031196593
347640,2020,522.4885838512331
347642,2017,760.4353294454514
347642,2018,698.3428102850913
347642,2019,864.443297302723
347642,2020,399.5915351077914
347644,2017,840.9969122722745
347644,2018,819.1229516267776
347644,2019,803.9017695188522
347644,2020,489.38301791986447
347645,2017,757.284007653594
347645,2018,820.447843503952
347645,2019,807.1137312889099
347645,2020,480.8617215186357
347646,2017,733.2924178741872
347646,2018,749.074087190628
347646,2019,809.7026342511176
347646,2020,420.07187273874877
347647,2017,741.3924097537994
347647,2018,808.8385094285011
347647,2019,838.4365604758262
347647,2020,490.0697306059301
347648,2017,746.6736021652817
347648,2018,732.7965287923812
347648,2019,831.9133076667786
347648,2020,399.26592537425455
347649,2017,753.4591234028339
347649,2018,816.3669319272041
347649,2019,810.1093908548355
347649,2020,463.3861873812973
347650,2017,771.9661537289619
347650,2018,753.451051735878
347650,2019,931.9670592367648
347650,2020,417.75389463827014
347652,2017,733.6258609682321
347652,2018,781.4313508749008
347652,2019,878.4258377194404
347652,2020,467.49423409998417
347653,2017,727.8794938027859
347653,2018,858.1492304801941
347653,2019,815.1660725712776
347653,2020,520.0367651000619
347654,2017,870.3531791210174
347654,2018,806.3792027831078
347654,2019,745.0563031196593
347654,2020,522.4885838512331
347656,2017,764.956797683984
347656,2018,744.7909153699875
347656,2019,889.0559271216392
347656,2020,417.7603851653635
347657,2017,734.5101479262113
347657,2018,811.3705466151238
347657,2019,807.4070561051368
347657,2020,476.7828770622611
347659,2017,776.8613816678524
347659,2018,725.5942643165588
347659,2019,890.4679139733314
347659,2020,397.0677445094101
347660,2017,777.6296479701996
347660,2018,802.9030008435249
347660,2019,766.8983822703361
347660,2020,524.1061142012477
347662,2017,695.5431051388382
347662,2018,721.4851469457149
347662,2019,852.4850208938121
347662,2020,421.45148946568366
347663,2017,743.2505433678626
347663,2018,735.410566484928
347663,2019,822.435355424881
347663,2020,405.7848427576478
347664,2017,757.3380819745361
347664,2018,788.6996943175792
347664,2019,784.0290537178516
347664,2020,369.40637463424355
347670,2017,765.169777791202
347670,2018,698.8496758460998
347670,2019,887.2061452567577
347670,2020,401.562354459241
347671,2017,883.5802620768546
347671,2018,790.209462416172
347671,2019,733.0990615010261
347671,2020,523.8565856108441
347673,2017,742.235806031525
347673,2018,806.266559767723
347673,2019,831.9182234883308
347673,2020,490.40651401169595
347674,2017,746.6736021652817
347674,2018,732.7965287923812
347674,2019,831.9133076667786
347674,2020,399.26592537425455
347676,2017,749.9925564810634
347676,2018,710.9481016159057
347676,2019,869.5051416158676
347676,2020,416.1054215893149
347679,2017,763.6075008042156
347679,2018,702.3671104311943
347679,2019,904.5281234622001
347679,2020,416.11681781336665
347680,2017,763.5138325080275
347680,2018,821.5711972951889
347680,2019,796.5694091200828
347680,2020,488.0117028750479
347685,2017,829.4090317383408
347685,2018,846.9214232772589
347685,2019,785.941387784481
347685,2020,498.1177864883095
347686,2017,765.169777791202
347686,2018,700.7964789509773
347686,2019,887.2061452567577
347686,2020,401.562354459241
347687,2017,773.6004568882286
347687,2018,718.5248905301094
347687,2019,920.2116827189922
347687,2020,404.71746535673736
347688,2017,759.6104160398245
347688,2018,854.2975475835799
347688,2019,825.7309330940246
347688,2020,503.65053101330994
347690,2017,870.3531791210174
347690,2018,806.3792027831078
347690,2019,745.0563031196593
347690,2020,522.4885838512331
347691,2017,744.1394233904779
347691,2018,815.5325276136398
347691,2019,816.9359681725501
347691,2020,479.47460010200734
347693,2017,811.4497599244118
347693,2018,827.3539399504662
347693,2019,821.6879537343979
347693,2020,475.4697295011952
347695,2017,742.0921043574809
347695,2018,834.7024527668952
347695,2019,853.8253846645355
347695,2020,514.7674829959869
347697,2017,756.8255618751049
347697,2018,800.8571591496467
347697,2019,831.5629051208496
347697,2020,443.2441978139337
347698,2017,872.1080876737833
347698,2018,819.8501586318016
347698,2019,789.0396861314773
347698,2020,494.9661039131693
347700,2017,734.5101479262113
347700,2018,826.9854032158852
347700,2019,807.4070561051368
347700,2020,476.7828770622611
347701,2017,883.5802620768546
347701,2018,826.1138584852218
347701,2019,733.0990615010261
347701,2020,523.8565856108441
347702,2017,763.6075008042156
347702,2018,702.3671104311943
347702,2019,904.5281234622001
347702,2020,416.11681781336665
347703,2017,753.6132430002093
347703,2018,839.166647028923
347703,2019,825.2127173900603
347703,2020,542.2349079586565
347705,2017,783.079947469135
347705,2018,769.7120484431584
347705,2019,858.8331110358238
347705,2020,433.5364036336541
347708,2017,779.3670041672885
347708,2018,666.8947404384612
347708,2019,865.4980241358279
347708,2020,401.9220575447194
347710,2017,813.8245653837919
347710,2018,832.806648850441
347710,2019,801.432246685028
347710,2020,457.00870005488395
347713,2017,803.6508771598338
347713,2018,806.1480017185211
347713,2019,816.4660840630531
347713,2020,471.734581868723
347714,2017,785.613294544816
347714,2018,792.1339876294136
347714,2019,856.4710428833961
347714,2020,430.52049277443433
347715,2017,734.2996481552719
347715,2018,739.0646908855438
347715,2019,859.5161513447761
347715,2020,427.736524011963
347716,2017,768.8681968741118
347716,2018,681.5699726462364
347716,2019,881.1364803135394
347716,2020,399.10575372986494
347717,2017,743.4026261240243
347717,2018,815.4072173118591
347717,2019,824.3955540299415
347717,2020,490.6236640796065
347721,2017,777.656852659583
347721,2018,806.2566857337952
347721,2019,871.4439790308475
347721,2020,429.94390196157616
347722,2017,813.8245653837919
347722,2018,760.0814700603485
347722,2019,801.432246685028
347722,2020,457.00870005488395
347723,2017,725.1828488856553
347723,2018,750.1429180562496
347723,2019,857.7812569379806
347723,2020,434.1956628799438
347725,2017,749.9925564810634
347725,2018,696.3374957323074
347725,2019,869.5051416158676
347725,2020,416.1054215893149
347726,2017,744.3978477850557
347726,2018,729.7413540244103
347726,2019,835.1009015262126
347726,2020,406.07622542008755
347728,2017,708.0812779814005
347728,2018,757.7563061475753
347728,2019,910.4667280912399
347728,2020,462.4620839908719
347729,2017,771.9661537289619
347729,2018,778.6798488259316
347729,2019,931.9670592367648
347729,2020,417.75389463827014
347730,2017,716.8264399304985
347730,2018,736.5618709683419
347730,2019,834.3467877030372
347730,2020,434.98182553760705
347731,2017,674.3835683941841
347731,2018,721.6894805550575
347731,2019,869.9977260112762
347731,2020,424.3338078923523
347732,2017,779.3670041672885
347732,2018,687.8423489928246
347732,2019,865.4980241358279
347732,2020,401.9220575447194
347733,2017,831.1478614896536
347733,2018,814.3390851378441
347733,2019,809.8304975907007
347733,2020,484.7452551136414
347735,2017,840.9969122722745
347735,2018,819.1229516267776
347735,2019,803.9017695188522
347735,2020,489.38301791986447
347736,2017,746.6736021652817
347736,2018,710.247417640686
347736,2019,831.9133076667786
347736,2020,399.26592537425455
347738,2017,739.8168230891227
347738,2018,830.7241799712181
347738,2019,820.748498904705
347738,2020,509.3367283791303
347739,2017,721.0041806638241
347739,2018,800.7094294011592
347739,2019,815.6330483675002
347739,2020,460.5635211225599
347740,2017,733.0279503270983
347740,2018,740.6003084540367
347740,2019,835.2723943591118
347740,2020,414.16211376395074
347742,2017,743.4026261240243
347742,2018,815.4072173118591
347742,2019,824.3955540299415
347742,2020,490.6236640796065
347746,2017,737.852133706212
347746,2018,702.0423936963081
347746,2019,880.6819999694824
347746,2020,426.0386164058
347747,2017,744.3978477850557
347747,2018,725.9554750084876
347747,2019,835.1009015262126
347747,2020,406.07622542008755
347749,2017,738.8823940321803
347749,2018,827.3093220949173
347749,2019,808.3555299609899
347749,2020,483.8000051051378
347750,2017,775.878531692922
347750,2018,685.2954114317894
347750,2019,903.912081092596
347750,2020,392.7929004156962
347753,2017,733.0279503270983
347753,2018,733.9942603111267
347753,2019,835.2723943591118
347753,2020,414.16211376395074
347754,2017,716.8264399304985
347754,2018,734.0195963978767
347754,2019,834.3467877030372
347754,2020,434.98182553760705
347755,2017,760.4353294454514
347755,2018,698.3428102850913
347755,2019,864.443297302723
347755,2020,399.5915351077914
347757,2017,744.3978477850557
347757,2018,729.7413540244103
347757,2019,835.1009015262126
347757,2020,406.07622542008755
347758,2017,758.11934822400406
347758,2018,813.7821393609047
347758,2019,831.726411573092
347758,2020,469.4367704454809
347760,2017,757.6430099854866
347760,2018,820.447843503952
347760,2019,807.1137312889099
347760,2020,480.8617215186357
347763,2017,760.4353294454514
347763,2018,708.3649456381797
347763,2019,864.443297302723
347763,2020,399.5915351077914
347766,2017,805.5015995711087
347766,2018,822.5939334392547
347766,2019,802.6981683850288
347766,2020,486.46996296457945
347767,2017,785.613294544816
347767,2018,792.1339876294136
347767,2019,856.4710428833961
347767,2020,430.52049277443433
347768,2017,724.9169655039906
347768,2018,780.7893244445323
347768,2019,934.3565277576446
347768,2020,491.405464977026
347769,2017,736.0700522571802
347769,2018,814.9171559274196
347769,2019,864.9182667970657
347769,2020,473.27659159488974
347771,2017,773.5402408182621
347771,2018,800.8769354780515
347771,2019,800.1389647364616
347771,2020,500.0763322770595
347772,2017,851.1980008646846
347772,2018,823.9776713490486
347772,2019,773.9916296601295
347772,2020,518.0439574487507
347773,2017,708.0812779814005
347773,2018,735.6237302541732
347773,2019,910.4667280912399
347773,2020,462.4620839908719
347774,2017,682.9943428225814
347774,2018,740.7391959309577
347774,2019,888.1889394044875
347774,2020,428.7186152130365
347775,2017,691.3111977899074
347775,2018,734.8731652998924
347775,2019,855.9875619173049
347775,2020,422.02795315101736
347779,2017,737.852133706212
347779,2018,705.3941149830817
347779,2019,880.6819999694824
347779,2020,426.0386164058
347780,2017,760.4353294454514
347780,2018,708.3649456381797
347780,2019,864.443297302723
347780,2020,399.5915351077914
347781,2017,771.9661537289619
347781,2018,753.451051735878
347781,2019,931.9670592367648
347781,2020,417.75389463827014
347782,2017,674.3835683941841
347782,2018,707.2113535642624
347782,2019,869.9977260112762
347782,2020,424.3338078923523
347783,2017,753.6132430002093
347783,2018,839.166647028923
347783,2019,825.2127173900603
347783,2020,542.2349079586565
347784,2017,872.1080876737833
347784,2018,819.8501586318016
347784,2019,789.0396861314773
347784,2020,494.9661039131693
347785,2017,776.8613816678524
347785,2018,690.1116433143616
347785,2019,890.4679139733314
347785,2020,397.0677445094101
347786,2017,780.5677379593253
347786,2018,778.2355725586414
347786,2019,870.116096329689
347786,2020,445.05705802273
347788,2017,785.613294544816
347788,2018,792.1339876294136
347788,2019,856.4710428833961
347788,2020,430.52049277443433
347789,2017,744.3978477850557
347789,2018,725.9554750084876
347789,2019,835.1009015262126
347789,2020,406.07622542008755
347790,2017,743.6645944103598
347790,2018,813.0799550533294
347790,2019,828.1247368335723
347790,2020,487.6010265395045
347791,2017,753.6132430002093
347791,2018,839.166647028923
347791,2019,825.2127173900603
347791,2020,542.2349079586565
347792,2017,717.2040301337838
347792,2018,735.2466230034828
347792,2019,834.4924516558647
347792,2020,444.2511225061491
347794,2017,783.1222226008772
347794,2018,794.5300017476081
347794,2019,876.6749453186989
347794,2020,450.54589069336646
347796,2017,785.613294544816
347796,2018,747.6924006938934
347796,2019,856.4710428833961
347796,2020,430.52049277443433
347797,2017,743.6645944103598
347797,2018,813.0799550533294
347797,2019,828.1247368335723
347797,2020,487.6010265395045
347800,2017,772.110664897412
347800,2018,729.8549659729003
347800,2019,919.6188107192517
347800,2020,401.8655782069079
347802,2017,746.6736021652817
347802,2018,732.7965287923812
347802,2019,831.9133076667786
347802,2020,399.26592537425455
347804,2017,771.9661537289619
347804,2018,778.6798488259316
347804,2019,931.9670592367648
347804,2020,417.75389463827014
347805,2017,771.8139403939247
347805,2018,665.9161831021308
347805,2019,852.7344666659832
347805,2020,420.8265701808966
347806,2017,755.6516974496841
347806,2018,850.4762186360359
347806,2019,824.7344462561607
347806,2020,504.787770486474
347807,2017,756.8255618751049
347807,2018,762.2653574705123
347807,2019,831.5629051208496
347807,2020,443.2441978139337
347809,2017,736.0914062559605
347809,2018,708.2443937063217
347809,2019,850.6562149167061
347809,2020,415.97791451085357
347810,2017,737.852133706212
347810,2018,705.3941149830817
347810,2019,880.6819999694824
347810,2020,426.0386164058
347812,2017,746.8367984138429
347812,2018,749.0123918890953
347812,2019,832.9837917745114
347812,2020,404.12619190737604
347813,2017,799.2636413559317
347813,2018,786.7725249767303
347813,2019,820.3771504473685
347813,2020,471.1954630037397
347814,2017,803.6508771598338
347814,2018,784.1168852329254
347814,2019,816.4660840630531
347814,2020,471.734581868723
347815,2017,873.6376795381308
347815,2018,798.1912379279732
347815,2019,758.3151262044906
347815,2020,503.0260590676218
347816,2017,746.6736021652817
347816,2018,732.7965287923812
347816,2019,831.9133076667786
347816,2020,399.26592537425455
347818,2017,778.1366065450012
347818,2018,779.1017919421196
347818,2019,905.8475590348244
347818,2020,402.1395043010823
347820,2017,771.4955372422933
347820,2018,799.8639027953147
347820,2019,816.7592559695244
347820,2020,488.06144131496546
347821,2017,742.235806031525
347821,2018,806.266559767723
347821,2019,831.9182234883308
347821,2020,490.40651401169595
347823,2017,716.7026418834924
347823,2018,754.6486924171447
347823,2019,834.9723157763481
347823,2020,418.56917103901503
347825,2017,742.235806031525
347825,2018,806.266559767723
347825,2019,831.9182234883308
347825,2020,490.40651401169595
347826,2017,771.9661537289619
347826,2018,753.451051735878
347826,2019,931.9670592367648
347826,2020,417.75389463827014
347827,2017,786.0837401434778
347827,2018,841.1368362426757
347827,2019,810.3638387441634
347827,2020,461.98320079687977
347828,2017,765.169777791202
347828,2018,698.8496758460998
347828,2019,887.2061452567577
347828,2020,401.562354459241
347829,2017,832.5794648841023
347829,2018,789.7445395469665
347829,2019,760.0736656069755
347829,2020,499.25497487485404
347832,2017,805.5015995711087
347832,2018,822.5939334392547
347832,2019,802.6981683850288
347832,2020,486.46996296457945
347833,2017,751.9991323500872
347833,2018,828.2810787320137
347833,2019,811.2009515285491
347833,2020,504.851389233768
347834,2017,716.8264399304985
347834,2018,734.0195963978767
347834,2019,834.3467877030372
347834,2020,434.98182553760705
347835,2017,773.6004568882286
347835,2018,718.5248905301094
347835,2019,920.2116827189922
347835,2020,404.71746535673736
347837,2017,754.5340779446065
347837,2018,725.2526260733604
347837,2019,851.5966417074203
347837,2020,397.0598285317421
347838,2017,783.1222226008772
347838,2018,779.7927744746208
347838,2019,876.6749453186989
347838,2020,450.54589069336646
347839,2017,796.1630645021796
347839,2018,827.1827748894691
347839,2019,830.637831377983
347839,2020,461.45790622460186
347840,2017,733.0279503270983
347840,2018,733.9942603111267
347840,2019,835.2723943591118
347840,2020,414.16211376395074
347841,2017,743.1283046975732
347841,2018,791.6474575519561
347841,2019,897.5941293120384
347841,2020,488.02114978358145
347842,2017,744.3978477850557
347842,2018,727.2174346804619
347842,2019,835.1009015262126
347842,2020,406.07622542008755
347843,2017,763.1631996512413
347843,2018,802.6066163182259
347843,2019,837.7968208789825
347843,2020,474.94683815091844
347846,2017,872.1080876737833
347846,2018,819.8501586318016
347846,2019,789.0396861314773
347846,2020,494.9661039131693
347847,2017,721.3839470870793
347847,2018,725.7131561934948
347847,2019,847.5595592141151
347847,2020,427.99887265362776
347848,2017,776.8613816678524
347848,2018,690.1116433143616
347848,2019,890.4679139733314
347848,2020,397.0677445094101
347849,2017,763.5138325080275
347849,2018,817.1473061084747
347849,2019,796.5694091200828
347849,2020,488.0117028750479
347850,2017,773.6004568882286
347850,2018,709.5247207164764
347850,2019,920.2116827189922
347850,2020,404.71746535673736
347851,2017,765.169777791202
347851,2018,700.7964789509773
347851,2019,887.2061452567577
