WR_GROUP,Year,WaterUse_m3,Irrigation_m3,IrrArea_m2
6397,2017,0,0,0
6434,2017,242995.92549804001,242995.92549804001,477529.0552
6460,2017,241762.44364272,241762.44364272,1104791.7972000001
6561,2017,NA,NA,NA
6589,2017,67841.5020426,67841.5020426,283279.94800000003
6650,2017,107312.92141284,107312.92141284,469435.3424
6681,2017,151718.26820436,151718.26820436,453247.9168
6686,2017,233128.07065548,233128.07065548,898402.1208
6696,2017,118414.25811072,118414.25811072,437060.4912
6885,2017,118414.25811072,118414.25811072,623215.8856
7029,2017,67841.5020426,67841.5020426,485622.76800000004
7048,2017,177621.38716608,177621.38716608,995526.6744
7077,2017,155005.24783303862,155005.24783303862,1011714.1
7081,2017,373745.00216196,373745.00216196,687965.588
7121,2017,192423.16942992,192423.16942992,720340.4392
7477,2017,94978.10285964,94978.10285964,485622.76800000004
7568,2017,361954.46976582875,361954.46976582875,1942491.0720000002
7597,2017,107312.92141284,107312.92141284,485622.76800000004
7598,2017,94978.10285964,94978.10285964,485622.76800000004
7621,2017,94978.10285964,94978.10285964,230670.8148
7755,2017,85110.24801708,85110.24801708,404685.64
7756,2017,125579.95751036667,125579.95751036667,1655164.2676000001
7760,2017,112246.84883412,112246.84883412,433013.6348
7771,2017,23436.15525108,23436.15525108,372310.78880000004
7799,2017,8355.17199904958,8355.17199904958,40468.564
7818,2017,98678.5484256,98678.5484256,473482.1988
7851,2017,138149.96779584,138149.96779584,971245.5360000001
7903,2017,36497.85332694648,36497.85332694648,485622.76800000004
7904,2017,75965.7446887128,75965.7446887128,445154.204
7928,2017,155659.42842572916,19735.70968512,485622.76800000004
8011,2017,177621.38716608,177621.38716608,841746.1312000001
8041,2017,166520.0504682,166520.0504682,971245.5360000001
8133,2017,175154.42345544,175154.42345544,975292.3924
8274,2017,90044.17543836,90044.17543836,1234291.202
8275,2017,141639.5467179947,141639.5467179947,1987006.4924
8284,2017,0,0,0
8348,2017,323172.24609384,323172.24609384,1384024.8888
8349,2017,347549.1493469275,347549.1493469275,1659211.124
8375,2017,148017.82263840002,148017.82263840002,485622.76800000004
8381,2017,381145.89329388,381145.89329388,1011714.1
8382,2017,159119.15933628,159119.15933628,971245.5360000001
8403,2017,347841.88320024003,347841.88320024003,748668.434
8410,2017,107312.92141284,107312.92141284,453247.9168
8429,2017,148017.82263840002,148017.82263840002,971245.5360000001
8434,2017,85110.24801708,85110.24801708,404685.64
8450,2017,88810.69358304,88810.69358304,445154.204
8454,2017,136916.48594052,136916.48594052,489669.62440000003
8463,2017,106079.43955752,106079.43955752,522044.4756
8469,2017,43489.51818842012,43489.51818842012,117358.8356
8471,2017,287401.27228956,287401.27228956,987432.9616
8472,2017,0,0,0
8513,2017,28370.08267236,28370.08267236,364217.076
8515,2017,9867.85484256,9867.85484256,117358.8356
8528,2017,78942.83874048,78942.83874048,465388.48600000003
8591,2017,31473.091043719563,0,0
8706,2017,152951.75005968,152951.75005968,2913736.608
8714,2017,114061.42245422353,114061.42245422353,971245.5360000001
8723,2017,157885.67748096,157885.67748096,485622.76800000004
8765,2017,83876.76616176,83876.76616176,995526.6744
8778,2017,109779.88512348,109779.88512348,485622.76800000004
8784,2017,7400.89113192,7400.89113192,93077.69720000001
8804,2017,255330.74405124,255330.74405124,1294994.048
8807,2017,91277.65729368001,91277.65729368001,364217.076
8830,2017,201057.54241716,201057.54241716,509903.90640000004
8858,2017,46872.31050216,46872.31050216,437060.4912
8900,2017,270132.52631508,270132.52631508,1978912.7796
8918,2017,62907.574621320004,62907.574621320004,194249.1072
8919,2017,120881.22182136,120881.22182136,728434.152
8923,2017,207489.45390844854,207489.45390844854,477529.0552
8940,2017,120881.22182136,120881.22182136,445154.204
8947,2017,103612.47584688,103612.47584688,364217.076
8948,2017,107312.92141284,107312.92141284,485622.76800000004
8949,2017,66608.02018728,66608.02018728,485622.76800000004
8952,2017,117180.77625540001,117180.77625540001,485622.76800000004
8998,2017,562467.72602592,562467.72602592,2670925.224
9046,2017,372511.52030664,372511.52030664,1776569.9596
9053,2017,389780.26628112,389780.26628112,1910116.2208
9067,2017,181771.93014786197,181771.93014786197,607028.46
9080,2017,133216.04037456,133216.04037456,485622.76800000004
9117,2017,135683.0040852,135683.0040852,485622.76800000004
9118,2017,109779.88512348,109779.88512348,485622.76800000004
9131,2017,129996.8916298297,129996.8916298297,505857.05
9166,2017,355242.77433216,355242.77433216,1885835.0824
9176,2017,80176.3205958,80176.3205958,485622.76800000004
9185,2017,38237.93751492,38237.93751492,728434.152
9193,2017,96736.70530668346,96736.70530668346,497763.3372
9279,2017,104779.20187662773,104779.20187662773,995526.6744
9281,2017,112246.84883412,112246.84883412,497763.3372
9303,2017,229427.62508952,229427.62508952,1141213.5048
9325,2017,125815.14924264001,125815.14924264001,898402.1208
9337,2017,333040.1009364,333040.1009364,1339509.4684000001
9340,2017,371449.7033185656,0,0
9355,2017,NA,NA,NA
9356,2017,138149.96779584,138149.96779584,485622.76800000004
9377,2017,285161.126969193,285161.126969193,946964.3976
9407,2017,143083.89521712,143083.89521712,971245.5360000001
9412,2017,319679.9113882426,319679.9113882426,1861553.9440000001
9416,2017,45638.828646840004,45638.828646840004,242811.38400000002
9426,2017,111013.3669788,111013.3669788,849839.844
9427,2017,289868.2360002,289868.2360002,2994673.736
9494,2017,0,0,0
9500,2017,350232.782745354,127998.53223783144,890308.408
9505,2017,134449.52222988,134449.52222988,849839.844
9525,2017,199824.06056184001,199824.06056184001,991479.8180000001
9526,2017,188722.72386396,188722.72386396,971245.5360000001
9533,2017,127048.63109796001,127048.63109796001,509903.90640000004
9538,2017,286167.79043424,286167.79043424,922683.2592
9577,2017,199824.06056184001,199824.06056184001,647497.024
9589,2017,172687.4597448,172687.4597448,971245.5360000001
9620,2017,55506.6834894,55506.6834894,485622.76800000004
9635,2017,103612.47584688,103612.47584688,505857.05
9706,2017,37004.455659600004,37004.455659600004,489669.62440000003
9795,2017,64141.05647664,64141.05647664,501810.1936
9815,2017,0,0,0
9825,2017,149251.30449372,149251.30449372,683918.7316
9915,2017,97445.06657028,97445.06657028,534185.0448
9917,2017,33592.9244613835,33592.9244613835,445154.204
9979,2017,141850.4133618,141850.4133618,607028.46
9997,2017,70308.46575324,70308.46575324,465388.48600000003
10008,2017,27279.60629356232,27279.60629356232,501810.1936
10041,2017,72775.42946388,72775.42946388,485622.76800000004
10042,2017,134449.52222988,134449.52222988,526091.332
10053,2017,101145.51213624,101145.51213624,445154.204
10075,2017,10244.094990860805,10244.094990860805,485622.76800000004
10079,2017,240436.04873161984,240436.04873161984,1193822.638
10084,2017,245462.88920868002,245462.88920868002,971245.5360000001
10086,2017,450220.8771918,450220.8771918,1448774.5912000001
10093,2017,59207.12905536,59207.12905536,485622.76800000004
10107,2017,109779.88512348,109779.88512348,485622.76800000004
10146,2017,129515.5948086,129515.5948086,971245.5360000001
10173,2017,53039.71977876,53039.71977876,453247.9168
10223,2017,119647.73996604,119647.73996604,485622.76800000004
10232,2017,133216.04037456,133216.04037456,485622.76800000004
10268,2017,61674.092766,61674.092766,477529.0552
10280,2017,170220.49603416,170220.49603416,971245.5360000001
10285,2017,281457.0966135069,281457.0966135069,971245.5360000001
10302,2017,40704.90122556,40704.90122556,275186.2352
10343,2017,70133.55299836505,70133.55299836505,465388.48600000003
10353,2017,45638.828646840004,45638.828646840004,161874.256
10383,2017,129515.5948086,129515.5948086,497763.3372
10439,2017,128282.11295328,128282.11295328,485622.76800000004
10473,2017,0,0,0
10574,2017,55506.6834894,55506.6834894,489669.62440000003
10575,2017,188722.72386396,188722.72386396,971245.5360000001
10583,2017,154185.231915,154185.231915,485622.76800000004
10584,2017,117180.77625540001,117180.77625540001,485622.76800000004
10624,2017,195456.21194224572,195456.21194224572,857933.5568
10627,2017,338146.66607704817,338146.66607704817,1456868.304
10638,2017,28370.08267236,28370.08267236,461341.6296
10639,2017,201057.54241716,201057.54241716,485622.76800000004
10651,2017,143083.89521712,143083.89521712,995526.6744
10711,2017,102378.99399156,102378.99399156,461341.6296
10714,2017,165286.56861288002,165286.56861288002,1019807.8128000001
10761,2017,80176.3205958,80176.3205958,505857.05
10762,2017,140616.93150648,140616.93150648,1392118.6016
10772,2017,224493.69766824,224493.69766824,1201916.3508000001
10773,2017,64141.05647664,64141.05647664,242811.38400000002
10778,2017,80176.3205958,80176.3205958,485622.76800000004
10780,2017,67841.5020426,67841.5020426,971245.5360000001
10781,2017,83876.76616176,83876.76616176,971245.5360000001
10855,2017,201057.54241716,201057.54241716,971245.5360000001
10859,2017,241762.44364272,241762.44364272,1416399.74
10869,2017,106079.43955752,106079.43955752,485622.76800000004
10886,2017,96211.58471496,96211.58471496,728434.152
10899,2017,171453.97788948,171453.97788948,485622.76800000004
10900,2017,162819.60490224,162819.60490224,485622.76800000004
10901,2017,141850.4133618,141850.4133618,485622.76800000004
10920,2017,45638.828646840004,45638.828646840004,141639.97400000002
11025,2017,280949.8507599952,0,0
11026,2017,86343.7298724,86343.7298724,1396165.458
11057,2017,86343.7298724,86343.7298724,497763.3372
11128,2017,NA,NA,NA
11152,2017,95804.35714459312,95804.35714459312,505857.05
11161,2017,329423.5629196118,329423.5629196118,1315228.33
11171,2017,98480.26829271212,98480.26829271212,433013.6348
11206,2017,134449.52222988,134449.52222988,971245.5360000001
11230,2017,45638.828646840004,45638.828646840004,404685.64
11273,2017,98678.5484256,98678.5484256,485622.76800000004
11277,2017,41938.38308088,41938.38308088,615122.1728000001
11278,2017,NA,NA,NA
11287,2017,103612.47584688,103612.47584688,513950.7628
11288,2017,0,0,0
11349,2017,145503.85162172376,145503.85162172376,505857.05
11362,2017,80807.29279798447,80807.29279798447,631309.5984
11363,2017,134449.52222988,134449.52222988,489669.62440000003
11391,2017,201510.22905808565,201510.22905808565,465388.48600000003
11403,2017,119647.73996604,119647.73996604,485622.76800000004
11427,2017,NA,NA,NA
11428,2017,101145.51213624,101145.51213624,424919.922
11439,2017,139383.44965116002,139383.44965116002,574653.6088
11455,2017,69074.98389792,69074.98389792,283279.94800000003
11456,2017,198590.57870652,198590.57870652,493716.4808
11463,2017,NA,NA,NA
11512,2017,118414.25811072,118414.25811072,1497336.868
11551,2017,164053.08675756,164053.08675756,995526.6744
11553,2017,140616.93150648,140616.93150648,809371.28
11568,2017,208458.43354908001,208458.43354908001,526091.332
11594,2017,85110.24801708,85110.24801708,242811.38400000002
11604,2017,131982.55851924,131982.55851924,538231.9012
11608,2017,188424.6412166847,188424.6412166847,1456868.304
11613,2017,NA,NA,NA
11614,2017,NA,NA,NA
11615,2017,NA,NA,NA
11616,2017,254097.26219592002,254097.26219592002,1432587.1656
11651,2017,185022.278298,185022.278298,971245.5360000001
11784,2017,292335.19971084,292335.19971084,781043.2852
11793,2017,919.8562865934437,0,0
11836,2017,111013.3669788,111013.3669788,485622.76800000004
11867,2017,NA,NA,NA
11948,2017,0,0,0
11968,2017,121176.11336225788,121176.11336225788,481575.9116
11969,2017,44405.34679152,44405.34679152,631309.5984
11971,2017,93744.62100432,93744.62100432,485622.76800000004
11972,2017,65374.53833196,65374.53833196,951011.2540000001
11974,2017,66608.02018728,66608.02018728,497763.3372
11982,2017,156511.08664294353,156511.08664294353,963151.8232
12025,2017,NA,NA,NA
12058,2017,NA,NA,NA
12070,2017,135683.0040852,135683.0040852,485622.76800000004
12089,2017,69074.98389792,69074.98389792,485622.76800000004
12090,2017,23753.490528287395,23753.490528287395,485622.76800000004
12097,2017,431718.649362,431718.649362,1942491.0720000002
12098,2017,65374.53833196,65374.53833196,283279.94800000003
12110,2017,0,0,0
12113,2017,164645.56884154628,164645.56884154628,416826.20920000004
12119,2017,38526.079657632734,38526.079657632734,258998.8096
12174,2017,98678.5484256,98678.5484256,485622.76800000004
12251,2017,136916.48594052,136916.48594052,465388.48600000003
12267,2017,102378.99399156,102378.99399156,505857.05
12274,2017,202517.14993147587,202517.14993147587,708199.87
12312,2017,90044.17543836,90044.17543836,445154.204
12313,2017,331806.61908108,331806.61908108,971245.5360000001
12349,2017,123348.185532,123348.185532,898402.1208
12357,2017,103612.47584688,103612.47584688,465388.48600000003
12358,2017,97445.06657028,97445.06657028,465388.48600000003
12397,2017,207224.95169376,207224.95169376,477529.0552
12402,2017,32202.540864404982,32202.540864404982,963151.8232
12441,2017,370044.556596,370044.556596,934823.8284
12472,2017,107312.92141284,107312.92141284,971245.5360000001
12499,2017,156652.19562564002,156652.19562564002,485622.76800000004
12506,2017,0,0,0
12558,2017,NA,NA,NA
12634,2017,112246.84883412,112246.84883412,485622.76800000004
12637,2017,222026.7339576,222026.7339576,485622.76800000004
12638,2017,124581.66738732,124581.66738732,485622.76800000004
12645,2017,80176.3205958,80176.3205958,352076.50680000003
12646,2017,112983.33574466864,112983.33574466864,501810.1936
12662,2017,167889.67105393624,167889.67105393624,732481.0084
12700,2017,90044.17543836,90044.17543836,275186.2352
12725,2017,75242.39317452,75242.39317452,485622.76800000004
12739,2017,NA,NA,NA
12740,2017,180626.7809939725,180626.7809939725,793183.8544000001
12762,2017,98678.5484256,98678.5484256,481575.9116
12819,2017,141850.4133618,141850.4133618,485622.76800000004
12833,2017,51806.23792344,51806.23792344,222577.102
12834,2017,94438.97622569263,94438.97622569263,971245.5360000001
12840,2017,9867.85484256,9867.85484256,987432.9616
12897,2017,114211.70350186861,114211.70350186861,485622.76800000004
12910,2017,128282.11295328,128282.11295328,809371.28
12933,2017,81409.80245112,81409.80245112,485622.76800000004
12952,2017,136916.48594052,136916.48594052,849839.844
12957,2017,139383.44965116002,139383.44965116002,493716.4808
12972,2017,131982.55851924,131982.55851924,485622.76800000004
13012,2017,NA,NA,NA
13014,2017,168987.01417884,168987.01417884,598934.7472
13071,2017,125815.14924264001,125815.14924264001,728434.152
13080,2017,119647.73996604,119647.73996604,1343556.3248
13095,2017,212158.87911504,212158.87911504,971245.5360000001
13102,2017,212604.52866610218,212604.52866610218,971245.5360000001
13106,2017,166726.63959100214,166726.63959100214,971245.5360000001
13112,2017,124727.59142020826,0,0
13142,2017,119647.73996604,119647.73996604,485622.76800000004
13188,2017,384645.0190372482,384645.0190372482,1173588.3560000001
13210,2017,205991.46983844,205991.46983844,1456868.304
13235,2017,106079.43955752,106079.43955752,485622.76800000004
13258,2017,135683.0040852,135683.0040852,485622.76800000004
13264,2017,186255.76015332,186255.76015332,497763.3372
13274,2017,91277.65729368001,91277.65729368001,550372.4704
13294,2017,88810.69358304,88810.69358304,497763.3372
13299,2017,NA,NA,NA
13302,2017,113480.33068944,113480.33068944,971245.5360000001
13341,2017,127048.63109796001,127048.63109796001,505857.05
13356,2017,356476.25618748,356476.25618748,991479.8180000001
13359,2017,430485.16750668,430485.16750668,1764429.3904000001
13371,2017,49339.2742128,49339.2742128,485622.76800000004
13382,2017,64141.05647664,64141.05647664,485622.76800000004
13395,2017,115947.29440008,115947.29440008,485622.76800000004
13408,2017,165286.56861288002,165286.56861288002,485622.76800000004
13425,2017,152951.75005968,152951.75005968,485622.76800000004
13432,2017,428018.20379604003,428018.20379604003,2266239.5840000003
13438,2017,9867.85484256,9867.85484256,404685.64
13481,2017,51806.23792344,51806.23792344,485622.76800000004
13487,2017,NA,NA,NA
13489,2017,186255.76015332,186255.76015332,809371.28
13511,2017,72775.42946388,72775.42946388,445154.204
13600,2017,0,0,0
13620,2017,146784.34078308,146784.34078308,485622.76800000004
13634,2017,75242.39317452,75242.39317452,485622.76800000004
13640,2017,140616.93150648,140616.93150648,1258572.3404
13661,2017,54273.201634080004,54273.201634080004,331842.2248
13662,2017,175154.42345544,175154.42345544,971245.5360000001
13665,2017,54273.201634080004,54273.201634080004,497763.3372
13679,2017,194890.13314056,194890.13314056,485622.76800000004
13703,2017,131982.55851924,131982.55851924,493716.4808
13729,2017,98678.5484256,98678.5484256,987432.9616
13745,2017,141850.4133618,141850.4133618,995526.6744
13751,2017,330573.13722576003,330573.13722576003,971245.5360000001
13774,2017,44405.34679152,44405.34679152,202342.82
13841,2017,28370.08267236,28370.08267236,149733.6868
13846,2017,65374.53833196,65374.53833196,489669.62440000003
13868,2017,76475.87502984,76475.87502984,477529.0552
13871,2017,251630.29848528001,251630.29848528001,987432.9616
13923,2017,119647.73996604,119647.73996604,971245.5360000001
13962,2017,231894.58880016,231894.58880016,1214056.92
13964,2017,133216.04037456,133216.04037456,700106.1572
13997,2017,161586.12304692,161586.12304692,1149307.2176
13998,2017,155418.71377032,155418.71377032,870074.126
14043,2017,90044.17543836,90044.17543836,485622.76800000004
14089,2017,59207.12905536,59207.12905536,1052182.664
14090,2017,108546.40326816001,108546.40326816001,497763.3372
14198,2017,96211.58471496,96211.58471496,485622.76800000004
14255,2017,113657.13993814043,113657.13993814043,234717.6712
14364,2017,98744.49038655657,98744.49038655657,955058.1104
14464,2017,392247.22999176,392247.22999176,1942491.0720000002
14644,2017,167753.53232352,167753.53232352,485622.76800000004
14681,2017,214625.84282568,214625.84282568,951011.2540000001
14689,2017,113480.33068944,113480.33068944,485622.76800000004
14705,2017,82522.08661620186,82522.08661620186,323748.512
14837,2017,28370.08267236,28370.08267236,242811.38400000002
14885,2017,198590.57870652,198590.57870652,971245.5360000001
14887,2017,263965.11703848,263965.11703848,971245.5360000001
14888,2017,100831.01213622869,100831.01213622869,485622.76800000004
14901,2017,135683.0040852,135683.0040852,485622.76800000004
14902,2017,125815.14924264001,125815.14924264001,485622.76800000004
14915,2017,127048.63109796001,127048.63109796001,979339.2488000001
14969,2017,488458.81470672,488458.81470672,1375931.176
15095,2017,11101.33669788,11101.33669788,218530.2456
15112,2017,136916.48594052,136916.48594052,550372.4704
15190,2017,0,0,0
15194,2017,308370.46383,308370.46383,837699.2748
15195,2017,213392.36097036,213392.36097036,971245.5360000001
15204,2017,254097.26219592002,254097.26219592002,1481149.4424
15284,2017,207224.95169376,207224.95169376,987432.9616
15295,2017,0,0,0
15326,2017,189956.20571928,189956.20571928,930776.9720000001
15366,2017,NA,NA,NA
15412,2017,54273.201634080004,54273.201634080004,497763.3372
15418,2017,153111.02525768295,153111.02525768295,485622.76800000004
15469,2017,57973.64720004,57973.64720004,461341.6296
15475,2017,154185.231915,154185.231915,485622.76800000004
15476,2017,276299.93559168,276299.93559168,930776.9720000001
15511,2017,135683.0040852,135683.0040852,453247.9168
15526,2017,NA,NA,NA
15565,2017,271366.0081704,271366.0081704,1351650.0376000002
15752,2017,201057.54241716,201057.54241716,971245.5360000001
15856,2017,126856.13129655176,126856.13129655176,505857.05
15866,2017,66608.02018728,66608.02018728,202342.82
15867,2017,115947.29440008,115947.29440008,607028.46
15977,2017,199824.06056184001,199824.06056184001,485622.76800000004
16042,2017,123348.185532,123348.185532,987432.9616
16058,2017,99912.03028092001,99912.03028092001,283279.94800000003
16089,2017,139383.44965116002,139383.44965116002,412779.3528
16144,2017,24669.6371064,24669.6371064,485622.76800000004
16196,2017,161586.12304692,161586.12304692,728434.152
16207,2017,49339.2742128,49339.2742128,485622.76800000004
16288,2017,146784.34078308,146784.34078308,493716.4808
16314,2017,103612.47584688,103612.47584688,505857.05
16358,2017,128282.11295328,128282.11295328,963151.8232
16395,2017,346608.40134492,346608.40134492,1942491.0720000002
16396,2017,141366.39104046157,141366.39104046157,485622.76800000004
16409,2017,115947.29440008,115947.29440008,485622.76800000004
16420,2017,60440.61091068,60440.61091068,445154.204
16464,2017,60440.61091068,60440.61091068,809371.28
16488,2017,171453.97788948,171453.97788948,991479.8180000001
16671,2017,230661.10694484,230661.10694484,971245.5360000001
16698,2017,223260.21581292,223260.21581292,1578273.996
16764,2017,78942.83874048,78942.83874048,485622.76800000004
16847,2017,0,0,0
17060,2017,294802.16342148,294802.16342148,971245.5360000001
17067,2017,NA,NA,NA
17106,2017,20969.19154044,20969.19154044,307561.08640000003
17150,2017,77709.35688516,77709.35688516,477529.0552
17251,2017,82643.28430644001,82643.28430644001,485622.76800000004
17264,2017,420617.31266412,420617.31266412,1942491.0720000002
17386,2017,171453.97788948,171453.97788948,485622.76800000004
17404,2017,99912.03028092001,99912.03028092001,485622.76800000004
17435,2017,164053.08675756,164053.08675756,1011714.1
17456,2017,131982.55851924,131982.55851924,493716.4808
17467,2017,NA,NA,NA
17491,2017,0,0,0
17497,2017,146784.34078308,146784.34078308,445154.204
17566,2017,NA,NA,NA
17665,2017,83876.76616176,83876.76616176,424919.922
17683,2017,96211.58471496,96211.58471496,534185.0448
17695,2017,NA,NA,NA
17758,2017,NA,NA,NA
17933,2017,34537.49194896,34537.49194896,485622.76800000004
17935,2017,109779.88512348,109779.88512348,748668.434
17953,2017,88810.69358304,88810.69358304,505857.05
18005,2017,160352.6411916,160352.6411916,493716.4808
18129,2017,189956.20571928,189956.20571928,477529.0552
18146,2017,NA,NA,NA
18149,2017,123348.185532,123348.185532,485622.76800000004
18168,2017,26372.506861643047,0,0
18169,2017,NA,NA,NA
18183,2017,NA,NA,NA
18187,2017,177621.38716608,177621.38716608,493716.4808
18191,2017,NA,NA,NA
18237,2017,NA,NA,NA
18256,2017,NA,NA,NA
18304,2017,213392.36097036,213392.36097036,505857.05
18312,2017,68307.46792572028,0,0
18315,2017,240043.87954935248,240043.87954935248,829605.562
18326,2017,48105.79235748,48105.79235748,222577.102
18337,2017,181321.83273204,181321.83273204,485622.76800000004
18407,2017,NA,NA,NA
18475,2017,109779.88512348,109779.88512348,477529.0552
18478,2017,504494.07882588,504494.07882588,1922256.79
18505,2017,113480.33068944,113480.33068944,493716.4808
18575,2017,228194.1432342,228194.1432342,748668.434
18582,2017,111013.3669788,111013.3669788,485622.76800000004
18608,2017,128282.11295328,128282.11295328,485622.76800000004
18660,2017,69074.98389792,69074.98389792,497763.3372
18763,2017,101145.51213624,101145.51213624,477529.0552
18797,2017,260264.67147252001,260264.67147252001,971245.5360000001
18836,2017,NA,NA,NA
18837,2017,NA,NA,NA
18838,2017,NA,NA,NA
18844,2017,NA,NA,NA
18915,2017,80962.49488749202,80962.49488749202,509903.90640000004
18986,2017,NA,NA,NA
18996,2017,110154.49375713254,110154.49375713254,485622.76800000004
19020,2017,135683.0040852,135683.0040852,971245.5360000001
19034,2017,165286.56861288002,165286.56861288002,930776.9720000001
19035,2017,161586.12304692,161586.12304692,951011.2540000001
19083,2017,NA,NA,NA
19084,2017,NA,NA,NA
19087,2017,108546.40326816001,108546.40326816001,461341.6296
19121,2017,NA,NA,NA
19123,2017,74739.2696399215,74739.2696399215,497763.3372
19157,2017,NA,NA,NA
19201,2017,NA,NA,NA
19277,2017,NA,NA,NA
19289,2017,241762.44364272,241762.44364272,1893928.7952
19291,2017,124581.66738732,124581.66738732,554419.3268
19299,2017,259031.1896172,259031.1896172,829605.562
19310,2017,76475.87502984,76475.87502984,485622.76800000004
19336,2017,141562.85417327716,141562.85417327716,1011714.1
19469,2017,196123.61499588,196123.61499588,995526.6744
19518,2017,114713.81254476,114713.81254476,493716.4808
19541,2017,210925.39725972,210925.39725972,485622.76800000004
19612,2017,138149.96779584,138149.96779584,323748.512
19713,2017,NA,NA,NA
19857,2017,175154.42345544,175154.42345544,485622.76800000004
19858,2017,185022.278298,185022.278298,485622.76800000004
19876,2017,330573.13722576003,330573.13722576003,971245.5360000001
19906,2017,173920.94160012002,173920.94160012002,485622.76800000004
19980,2017,131982.55851924,131982.55851924,485622.76800000004
20136,2017,146784.34078308,146784.34078308,485622.76800000004
20156,2017,NA,NA,NA
20231,2017,NA,NA,NA
20343,2017,173920.94160012002,173920.94160012002,485622.76800000004
20344,2017,115947.29440008,115947.29440008,501810.1936
20369,2017,88810.69358304,88810.69358304,485622.76800000004
20414,2017,131982.55851924,131982.55851924,485622.76800000004
20433,2017,NA,NA,NA
20449,2017,134449.52222988,134449.52222988,489669.62440000003
20501,2017,NA,NA,NA
20502,2017,NA,NA,NA
20595,2017,NA,NA,NA
20626,2017,186255.76015332,186255.76015332,461341.6296
20632,2017,NA,NA,NA
20684,2017,181374.83992373166,181374.83992373166,809371.28
20724,2017,NA,NA,NA
20763,2017,127048.63109796001,127048.63109796001,485622.76800000004
20785,2017,188722.72386396,188722.72386396,489669.62440000003
20794,2017,NA,NA,NA
20795,2017,NA,NA,NA
20796,2017,NA,NA,NA
20810,2017,123348.185532,123348.185532,493716.4808
20812,2017,263965.11703848,263965.11703848,2144833.892
20813,2017,182555.31458736002,182555.31458736002,971245.5360000001
20814,2017,NA,NA,NA
20827,2017,69074.98389792,69074.98389792,481575.9116
20908,2017,4113.612455313143,0,0
20977,2017,NA,NA,NA
21021,2017,NA,NA,NA
21022,2017,NA,NA,NA
21031,2017,NA,NA,NA
21246,2017,113480.33068944,113480.33068944,441107.34760000004
21259,2017,0,0,0
21422,2017,61674.092766,61674.092766,493716.4808
21445,2017,NA,NA,NA
21485,2017,86724.65636672058,86724.65636672058,485622.76800000004
21486,2017,23522.201560753096,23522.201560753096,485622.76800000004
21498,2017,NA,NA,NA
21562,2017,207224.95169376,207224.95169376,991479.8180000001
21563,2017,NA,NA,NA
21564,2017,105375.02648366397,105375.02648366397,485622.76800000004
21579,2017,NA,NA,NA
21598,2017,NA,NA,NA
21605,2017,NA,NA,NA
21627,2017,69074.98389792,69074.98389792,303514.23
21721,2017,NA,NA,NA
21784,2017,139390.78200353467,139390.78200353467,493716.4808
21854,2017,127127.54568234924,127127.54568234924,963151.8232
21897,2017,NA,NA,NA
21898,2017,NA,NA,NA
21899,2017,149251.30449372,149251.30449372,505857.05
21932,2017,NA,NA,NA
21943,2017,NA,NA,NA
21983,2017,104653.52603829479,104653.52603829479,505857.05
21994,2017,NA,NA,NA
22015,2017,195639.80465788263,195639.80465788263,687965.588
22057,2017,13921.627428825985,13921.627428825985,404685.64
22191,2017,175154.42345544,175154.42345544,505857.05
22259,2017,NA,NA,NA
22315,2017,198590.57870652,198590.57870652,995526.6744
22342,2017,45000.27804018736,45000.27804018736,485622.76800000004
22367,2017,NA,NA,NA
22384,2017,168987.01417884,168987.01417884,485622.76800000004
22385,2017,NA,NA,NA
22432,2017,NA,NA,NA
22449,2017,134449.52222988,134449.52222988,489669.62440000003
22452,2017,64141.05647664,64141.05647664,505857.05
22690,2017,67717.32144390981,0,0
22703,2017,NA,NA,NA
22707,2017,NA,NA,NA
22756,2017,60440.61091068,60440.61091068,485622.76800000004
22783,2017,NA,NA,NA
22828,2017,13568.300408520001,13568.300408520001,485622.76800000004
22913,2017,129515.5948086,129515.5948086,477529.0552
22914,2017,87577.21172772,87577.21172772,465388.48600000003
22917,2017,NA,NA,NA
22934,2017,225727.17952356001,225727.17952356001,501810.1936
23310,2017,2674.245564719361,0,0
23311,2017,17666.91882781996,0,0
23321,2017,175154.42345544,175154.42345544,485622.76800000004
23369,2017,0,0,0
23819,2017,182520.30705263463,182520.30705263463,505857.05
24370,2017,103578.84620387545,103578.84620387545,396591.92720000003
24379,2017,166650.70412964717,166650.70412964717,485622.76800000004
24395,2017,229324.33620624422,229324.33620624422,497763.3372
24396,2017,183788.79644268,183788.79644268,485622.76800000004
24431,2017,216969.4927980816,216969.4927980816,501810.1936
24503,2017,NA,NA,NA
24544,2017,5292.391252206969,0,0
24612,2017,NA,NA,NA
24619,2017,NA,NA,NA
24695,2017,2145.5742520212452,0,0
24721,2017,150484.78634904,150484.78634904,485622.76800000004
24733,2017,78942.83874048,78942.83874048,485622.76800000004
24742,2017,NA,NA,NA
24783,2017,0,0,0
24800,2017,90570.39758637735,90570.39758637735,416826.20920000004
24807,2017,126251.97877251738,126251.97877251738,485622.76800000004
24809,2017,NA,NA,NA
24966,2017,51.118268700238055,0,0
25016,2017,NA,NA,NA
25159,2017,0,0,0
25584,2017,322.36609615760364,0,0
25853,2017,13477.598036161724,0,0
25991,2017,22279.82776132933,0,0
26037,2017,50572.75606812,50572.75606812,485622.76800000004
26167,2017,0,0,0
