UID,Year,precip_mm,ETo_mm,ETr_mm
348106,2020,433.4,1546.2,2211.4
348106,2021,519.3,1513.7,2149.6
348107,2016,598.55,1478.07,2077.9700000000003
348107,2017,701,1473.9,2082.5
348107,2018,665.2,1379.5,1917.5
348107,2019,718.1999999999999,1303.7,1791.8999999999999
348107,2020,417.5,1537.3,2196.5
348107,2021,511.6,1496.3,2119.2
348108,2016,580.9,1524.06,2156.52
348108,2017,766.8,1509.4,2143.8
348108,2018,776.1,1426.8,1998.3
348108,2019,719.9,1349.3,1870.9
348108,2020,449.7,1559.3999999999999,2234.9
348108,2021,554.9,1524,2167.3
348109,2016,509.37,1546.6100000000001,2198.07
348109,2017,794.1999999999999,1518.7,2159.8
348109,2018,715.1,1463.1,2061.9
348109,2019,700.4,1365.4,1899.7
348109,2020,412.1,1582.8,2276.2
348109,2021,584.9,1540.2,2194.1
348111,2016,641.43,1521.15,2151.77
348111,2017,729.9,1513.6,2149.7
348111,2018,745.3,1422.6,1990.3
348111,2019,738.8000000000001,1352,1873.8
348111,2020,439.6,1562.3,2238.6
348111,2021,533.1,1525,2168.7
348112,2016,565.6999999999999,1521.33,2154.52
348112,2017,740.5,1502,2131.3
348112,2018,609.4,1431.8999999999999,2008.1999999999998
348112,2019,800.1,1344.1000000000001,1863.5
348112,2020,374.2,1567.9,2250.6
348112,2021,525.6,1520.6,2161.6
348113,2016,660.96,1514.21,2139.02
348113,2017,723,1512,2148
348113,2018,747.4,1411,1970
348113,2019,744.8,1345.8999999999999,1861.1
348113,2020,441.8,1555.1,2227.4
348113,2021,534.1,1521.3,2161.7
348114,2016,564.14,1502.5,2121.04
348114,2017,735.8,1484.6,2098.8
348114,2018,602.4,1410.2,1970.6000000000001
348114,2019,787.1,1326.2,1831.3
348114,2020,396.3,1555,2226.8
348114,2021,526.7,1506.8,2138.9
348115,2016,601.32,1535.45,2178.86
348115,2017,716,1512.1,2147.7
348115,2018,636.7,1439,2019.8999999999999
348115,2019,786.4,1362.6,1895.1
348115,2020,386.2,1572.2,2259.6
348115,2021,507.4,1524.9,2171.6
348116,2016,636.84,1488.32,2095.5299999999997
348116,2017,647,1496.8,2120.6
348116,2018,637,1384.5,1926.1
348116,2019,768.4,1311,1805.3
348116,2020,386.2,1533.2,2188.4
348116,2021,472.6,1504.8,2133.4
348117,2016,657.22,1488.83,2097.09
348117,2017,699.2,1491.1,2112
348117,2018,647.7,1387.1,1929.4
348117,2019,760.8,1315.3,1811.5
348117,2020,389.9,1541.3999999999999,2203.4
348117,2021,474.09999999999997,1506.7,2136.5
348118,2016,509.37,1546.6100000000001,2198.07
348118,2017,794.1999999999999,1518.7,2159.8
348118,2018,715.1,1463.1,2061.9
348118,2019,700.4,1365.4,1899.7
348118,2020,412.1,1582.8,2276.2
348118,2021,584.9,1540.2,2194.1
348120,2016,619.62,1503.52,2122.4
348120,2017,729.3,1495.9,2116.7
348120,2018,633.4,1402.3,1955.5
348120,2019,754.3,1329.3,1836.1
348120,2020,387.2,1556.4,2226
348120,2021,472.4,1512,2148
348121,2016,628.19,1518.85,2149.09
348121,2017,720.9,1502.7,2132.5
348121,2018,630.9,1422,1991
348121,2019,766.5,1344.8,1862.5
348121,2020,383.4,1561.4,2238.9
348121,2021,491.6,1519.8,2159.4
348122,2016,553.38,1501.85,2121.33
348122,2017,738.4000000000001,1484.4,2100.8
348122,2018,579.8,1417.2,1984.2
348122,2019,813.6999999999999,1324.7,1831.3999999999999
348122,2020,394.5,1556.1,2231.6
348122,2021,526.4,1508,2139.9
348123,2016,568.6899999999999,1550.26,2205.23
348123,2017,738.5,1520.6,2165.7
348123,2018,681,1451.4,2043.3999999999999
348123,2019,771.7,1378.3,1923.6
348123,2020,389.3,1586,2282.6
348123,2021,518.4,1536.4,2191.4
348124,2016,551.25,1551.13,2206.27
348124,2017,760.4,1527.4,2177.1
348124,2018,728.9,1452.2,2043.6000000000001
348124,2019,722.1,1387.1,1938.3
348124,2020,419,1588,2285.6
348124,2021,542.1,1543,2201.9
348125,2016,496.3,1551.2,2207.51
348125,2017,803,1519.8,2162.6
348125,2018,737.7,1469,2072.6
348125,2019,705.3000000000001,1363.1,1899.4
348125,2020,426.2,1589,2287
348125,2021,577.7,1542.7,2201.4
348127,2016,560.13,1548.26,2202.93
348127,2017,755.7,1516,2157.5
348127,2018,652.3,1454.5,2050.6
348127,2019,740.4,1355.4,1886.3
348127,2020,352,1576.9,2268.6
348127,2021,500.9,1529.6,2180.7
348129,2016,491.93,1561.43,2227.48
348129,2017,761.5,1528.2,2179.5
348129,2018,704.3,1475.1,2087.1
348129,2019,728.7,1371.2,1914.2
348129,2020,385,1597,2304
348129,2021,567.3,1548.2,2215.5
348130,2016,588.86,1487.29,2093.85
348130,2017,721.5,1481.5,2092.7
348130,2018,648.8,1388.2,1934
348130,2019,745.2,1314.3,1810.9
348130,2020,401,1545.3,2209.2
348130,2021,491.7,1501.5,2127.5
348131,2016,513.96,1545.43,2195.56
348131,2017,835.7,1518,2157.2
348131,2018,754.8,1468.9,2070.4
348131,2019,693.9,1365.3999999999999,1899.3999999999999
348131,2020,458.2,1588.3,2283.8
348131,2021,583.3,1544.8,2201.2
348132,2016,557.8,1542.41,2189.48
348132,2017,768.91,1522.2,2165.45
348132,2018,741.23,1443.75,2028.68
348132,2019,730.06,1368.25,1904.15
348132,2020,434.17,1576.4,2264.5
348132,2021,568.26,1536.1,2189.4
348133,2016,642.13,1527.86,2164.8
348133,2017,712.5,1511.9,2146.7
348133,2018,687.9,1428.7,2003.3
348133,2019,759.6,1361.7,1892.1
348133,2020,394,1566.9,2248.6
348133,2021,516,1524.5,2169.7
348134,2016,504.27,1557.83,2218.4500000000003
348134,2017,762.6,1527.1,2174
348134,2018,738.5,1467.8999999999999,2072.6
348134,2019,741.9,1374.8,1916.4
348134,2020,402.1,1590.3,2289.7
348134,2021,559.3,1543.2,2203.9
348135,2016,513.96,1545.43,2195.56
348135,2017,835.7,1518,2157.2
348135,2018,754.8,1468.9,2070.4
348135,2019,693.9,1365.3999999999999,1899.3999999999999
348135,2020,458.2,1588.3,2283.8
348135,2021,583.3,1544.8,2201.2
348137,2016,482.14,1548.78,2203.32
348137,2017,783.9,1519.2,2161.6
348137,2018,748.9,1470.4,2074.8
348137,2019,718.6,1364,1901.2
348137,2020,416.8,1591.9,2292.5
348137,2021,569.1,1544.7,2206.8
348139,2016,509.37,1546.6100000000001,2198.07
348139,2017,794.1999999999999,1518.7,2159.8
348139,2018,715.1,1463.1,2061.9
348139,2019,700.4,1365.4,1899.7
348139,2020,412.1,1582.8,2276.2
348139,2021,584.9,1540.2,2194.1
348142,2016,601.32,1535.45,2178.86
348142,2017,716,1512.1,2147.7
348142,2018,636.7,1439,2019.8999999999999
348142,2019,786.4,1362.6,1895.1
348142,2020,386.2,1572.2,2259.6
348142,2021,507.4,1524.9,2171.6
348143,2016,660.9,1502.8,2120.01
348143,2017,701.4,1507.2,2140.1
348143,2018,700.4,1402.8,1956.5
348143,2019,814.8,1331,1839.9
348143,2020,433.4,1546.2,2211.4
348143,2021,519.3,1513.7,2149.6
348145,2016,508.32,1528.45,2169.26
348145,2017,721.54,1502.47,2133.32
348145,2018,631.06,1444.14,2032.86
348145,2019,828.47,1345.65,1871.61
348145,2020,363.87,1573.52,2264.23
348145,2021,531.57,1525.6,2173.69
348147,2016,660.9,1502.8,2120.01
348147,2017,701.4,1507.2,2140.1
348147,2018,700.4,1402.8,1956.5
348147,2019,814.8,1331,1839.9
348147,2020,433.4,1546.2,2211.4
348147,2021,519.3,1513.7,2149.6
348148,2016,491.93,1561.43,2227.48
348148,2017,761.5,1528.2,2179.5
348148,2018,704.3,1475.1,2087.1
348148,2019,728.7,1371.2,1914.2
348148,2020,385,1597,2304
348148,2021,567.3,1548.2,2215.5
348149,2016,568.13,1538.01,2181.43
348149,2017,774.4,1520.3,2162.7
348149,2018,750.9,1440,2020.9
348149,2019,733.2,1363.1,1895.2
348149,2020,440.9,1571.9,2257.3
348149,2021,564,1533.2,2185.1
348152,2016,663.73,1502.47,2119.58
348152,2017,723.8,1513.1,2148.2
348152,2018,705.6999999999999,1400.8,1952.1
348152,2019,799.6,1330.5,1839.1
348152,2020,435.9,1545.7,2211
348152,2021,526.2,1517,2153.9
348154,2016,675.17,1504.3999999999999,2122.53
348154,2017,720.4,1509,2142.5
348154,2018,730.8,1400.2,1952.4
348154,2019,800.3,1331.9,1838.4
348154,2020,440.1,1545,2208.8
348154,2021,542.1,1515.5,2152.9
348155,2016,573.31,1552.32,2209.52
348155,2017,757.7,1521.2,2164.1
348155,2018,665.9,1457.1,2051.6
348155,2019,771.9,1368.3,1907
348155,2020,370.8,1584.8,2281.2
348155,2021,504.5,1535.3,2190.6
348157,2016,653.23,1501.1100000000001,2118.26
348157,2017,721.2,1496.2,2120.6
348157,2018,642.6,1397.7,1950.8
348157,2019,750.8,1327.3,1832
348157,2020,393.09999999999997,1552.5,2222.1
348157,2021,468.6,1511.9,2146.4
348158,2016,534.74,1538.09,2180.5
348158,2017,812.04,1511.57,2144.64
348158,2018,715.3100000000001,1460.76,2053.38
348158,2019,674.3,1358.22,1884.15
348158,2020,442.34,1577.43,2262.67
348158,2021,611.92,1535.9,2186.4900000000002
348159,2016,647.88,1499.75,2115.01
348159,2017,656.0699999999999,1502.4,2129.7
348159,2018,628.07,1400.1,1952.1
348159,2019,781.63,1327,1832.4
348159,2020,411.52,1546.7,2212.5
348159,2021,471.23,1511.8,2146.5
348162,2016,573.36,1501.95,2119.55
348162,2017,740.5,1486.9,2103.5
348162,2018,621.2,1408.6,1966.4
348162,2019,775.6,1327.9,1834
348162,2020,388.8,1556,2229
348162,2021,505.6,1507.4,2139.2
348163,2016,642.9,1527.51,2164.14
348163,2017,712.57,1511.97,2146.76
348163,2018,689.21,1428.27,2002.46
348163,2019,760.02,1360.98,1890.8899999999999
348163,2020,394.95,1566.6100000000001,2248
348163,2021,515.87,1524.45,2169.43
348164,2016,662.72,1502.62,2119.77
348164,2017,716.05,1511.31,2145.6
348164,2018,703.86,1401.39,1953.46
348164,2019,804.8299999999999,1330.64,1839.38
348164,2020,435.02000000000004,1545.8700000000001,2211.07
348164,2021,523.84,1515.97,2152.5
348165,2016,660.96,1514.21,2139.02
348165,2017,723,1512,2148
348165,2018,747.4,1411,1970
348165,2019,744.8,1345.8999999999999,1861.1
348165,2020,441.8,1555.1,2227.4
348165,2021,534.1,1521.3,2161.7
348166,2016,607.85,1478.92,2079.36
348166,2017,709.8,1478.2,2087.9
348166,2018,660.7,1377.4,1912.9
348166,2019,720.3000000000001,1302.3,1791.6
348166,2020,403.2,1537,2194.6
348166,2021,502.3,1496.5,2118.7
348167,2016,657.22,1488.83,2097.09
348167,2017,699.2,1491.1,2112
348167,2018,647.7,1387.1,1929.4
348167,2019,760.8,1315.3,1811.5
348167,2020,389.9,1541.3999999999999,2203.4
348167,2021,474.09999999999997,1506.7,2136.5
348168,2016,622.95,1531.22,2171.25
348168,2017,713.9,1511,2148.3
348168,2018,663.6,1434.5,2011.9
348168,2019,776.4,1363.3,1896.2
348168,2020,390.2,1568.5,2251.6
348168,2021,517.2,1524.2,2169.4
348170,2016,546.78,1547.18,2198.01
348170,2017,763.1,1524.1,2168.2
348170,2018,730.9,1447.5,2036.5
348170,2019,726.7,1373.4,1913.1
348170,2020,427.1,1580.9,2271.7
348170,2021,572.7,1539,2193.7
348171,2016,526.78,1566.93,2236.33
348171,2017,777.9,1531.9,2186
348171,2018,706.8,1474.8,2086.1
348171,2019,719.8,1373.6,1919.6
348171,2020,368.1,1597.2,2305.3
348171,2021,528.2,1548.6,2214.1
348173,2016,476.69,1496.98,2114.56
348173,2017,715.3,1479.7,2093.9
348173,2018,560.3,1422.5,1993.2
348173,2019,751.5,1325.6,1835
348173,2020,359.5,1559.8,2237.8
348173,2021,498.59999999999997,1508.5,2143.1
348176,2016,531.2099999999999,1563.6200000000001,2229.4
348176,2017,748.9,1532.9,2184.8
348176,2018,721.8,1465.6000000000001,2070.4
348176,2019,747.1,1390.8,1946.8999999999999
348176,2020,396.8,1598,2302.9
348176,2021,536,1548.5,2214.3
348177,2016,491.93,1561.43,2227.48
348177,2017,761.5,1528.2,2179.5
348177,2018,704.3,1475.1,2087.1
348177,2019,728.7,1371.2,1914.2
348177,2020,385,1597,2304
348177,2021,567.3,1548.2,2215.5
348178,2016,615.2,1528.67,2165.9
348178,2017,733.1,1515,2152.7
348178,2018,737.8,1427.9,2002
348178,2019,735,1366.9,1900.7
348178,2020,427,1569,2251.9
348178,2021,530.4,1527.5,2176.1
348181,2016,492.08,1543.72,2196.37
348181,2017,738.54,1516.66,2157.36
348181,2018,673.65,1460.66,2062.07
348181,2019,809.66,1359.79,1894.72
348181,2020,370.68,1586.68,2285.84
348181,2021,558.47,1538.74,2196.91
348183,2016,534.86,1556.96,2216.98
348183,2017,755.4,1529.5,2180.5
348183,2018,732.8,1457.5,2052.8
348183,2019,734.4,1393.9,1949.7
348183,2020,405.7,1593.2,2295.9
348183,2021,539.6,1545.9,2206.8
348184,2016,572.3399999999999,1474.28,2072.1
348184,2017,727.13,1467.08,2068.5299999999997
348184,2018,633.45,1381.99,1919.26
348184,2019,804.61,1304.19,1792.74
348184,2020,404.45,1539.97,2202.0299999999997
348184,2021,516.71,1490.59,2108.32
348185,2016,600.1999999999999,1520.17,2151.37
348185,2017,727.6,1502.6,2130.1
348185,2018,615,1425.2,1995.8
348185,2019,777.2,1343.1,1861.3
348185,2020,382.7,1563.6,2242.1
348185,2021,495.7,1518.8,2158.4
348187,2016,643.02,1479.13,2080.4
348187,2017,717.9,1487.3999999999999,2105.7
348187,2018,681.8,1379.1,1915.3999999999999
348187,2019,765.3,1307.3,1798.3
348187,2020,382.59999999999997,1537,2195.3
348187,2021,500.3,1502.2,2128.1
348188,2016,509.97,1526.88,2166.6
348188,2017,719.91,1500.99,2130.83
348188,2018,626.48,1442.5,2029.92
348188,2019,829.39,1344.2,1869.26
348188,2020,363.37,1572.2,2262.07
348188,2021,528.71,1524.3,2171.31
348189,2016,554.86,1528.96,2169.01
348189,2017,744.8,1502.43,2133.51
348189,2018,629.36,1441.06,2025.5
348189,2019,810.3,1346.86,1869.56
348189,2020,360.02000000000004,1568.3,2252.85
348189,2021,532.37,1520.56,2164.98
348190,2016,555.6,1517.98,2149.3
348190,2017,735.2,1496.7,2120.5
348190,2018,598,1430.1,2004.5
348190,2019,815.9,1338.8,1855
348190,2020,367.8,1566,2247.7
348190,2021,533.4,1515.8,2155.9
348191,2016,591.02,1537.24,2181.42
348191,2017,735.9,1518.7,2160.6
348191,2018,727.7,1437.1,2017
348191,2019,740.4,1378.6,1920.6
348191,2020,410.90000000000003,1576.8,2264.1
348191,2021,532.6999999999999,1531.6,2182.5
348192,2016,531.37,1567.39,2236.75
348192,2017,767.4,1530,2183.2
348192,2018,716.7,1470.7,2078.8
348192,2019,747.9,1381,1929.1000000000001
348192,2020,380.8,1597.4,2304.3
348192,2021,528.4,1547.5,2213.1
348193,2016,628.19,1518.85,2149.09
348193,2017,720.9,1502.7,2132.5
348193,2018,630.9,1422,1991
348193,2019,766.5,1344.8,1862.5
348193,2020,383.4,1561.4,2238.9
348193,2021,491.6,1519.8,2159.4
348194,2016,568.6899999999999,1550.26,2205.23
348194,2017,738.5,1520.6,2165.7
348194,2018,681,1451.4,2043.3999999999999
348194,2019,771.7,1378.3,1923.6
348194,2020,389.3,1586,2282.6
348194,2021,518.4,1536.4,2191.4
348195,2016,509.6,1564.38,2232.55
348195,2017,766.9,1527.9,2178.8
348195,2018,696.7,1472.1,2082.3
348195,2019,708.1,1369.1,1910.6
348195,2020,371.6,1593.6,2297.7
348195,2021,541.3,1545.5,2209.5
348196,2016,496.83,1489.12,2100.76
348196,2017,731.2,1473.3,2081.5
348196,2018,607.7,1414.8,1980
348196,2019,745.4,1320,1822.3
348196,2020,370.3,1557.5,2232.6
348196,2021,508.2,1500.3,2127.8
348197,2016,661.25,1513.52,2138.87
348197,2017,705,1504.6,2136.9
348197,2018,659.2,1413.9,1976.2
348197,2019,774.6,1340.8,1856.4
348197,2020,404.3,1555.8,2227.3
348197,2021,488.5,1517.1,2153.9
348198,2016,582.9599999999999,1477.29,2077.07
348198,2017,725.4,1469.7,2073.7000000000003
348198,2018,642.2,1381,1918.3
348198,2019,769.9,1305.9,1795.1
348198,2020,413.2,1540.5,2201.3
348198,2021,519.6,1494.3,2114.5
348199,2016,557.75,1529.14,2169.47
348199,2017,745.8,1502.6,2133.8
348199,2018,628.4,1441,2025.4
348199,2019,808.4,1347.1,1869.8
348199,2020,359.4,1568,2252.4
348199,2021,531,1520.4,2164.8
348200,2016,582.95,1521.34,2154.02
348200,2017,738.2,1499.5,2125.8
348200,2018,618.7,1428.4,2002
348200,2019,785.9,1341.4,1859.7
348200,2020,384.8,1562.9,2242.4
348200,2021,509.9,1517.1000000000001,2155
348202,2016,582.95,1521.34,2154.02
348202,2017,738.2,1499.5,2125.8
348202,2018,618.7,1428.4,2002
348202,2019,785.9,1341.4,1859.7
348202,2020,384.8,1562.9,2242.4
348202,2021,509.9,1517.1000000000001,2155
348203,2016,600.1999999999999,1520.17,2151.37
348203,2017,727.6,1502.6,2130.1
348203,2018,615,1425.2,1995.8
348203,2019,777.2,1343.1,1861.3
348203,2020,382.7,1563.6,2242.1
348203,2021,495.7,1518.8,2158.4
348205,2016,535.72,1534.6399999999999,2174.34
348205,2017,837.2,1509.6,2140.5
348205,2018,744.6,1462,2055.3
348205,2019,669.2,1355.8,1881.1
348205,2020,481.6,1578.6,2264
348205,2021,600.5,1538.3,2188.4
348206,2016,600.1999999999999,1520.17,2151.37
348206,2017,727.6,1502.6,2130.1
348206,2018,615,1425.2,1995.8
348206,2019,777.2,1343.1,1861.3
348206,2020,382.7,1563.6,2242.1
348206,2021,495.7,1518.8,2158.4
348207,2016,496.3,1551.2,2207.51
348207,2017,803,1519.8,2162.6
348207,2018,737.7,1469,2072.6
348207,2019,705.3000000000001,1363.1,1899.4
348207,2020,426.2,1589,2287
348207,2021,577.7,1542.7,2201.4
348212,2016,642.72,1527.64,2164.25
348212,2017,712.59,1511.91,2146.84
348212,2018,688.87,1428.66,2003.18
348212,2019,759.85,1361.63,1891.83
348212,2020,394.6,1566.86,2248.39
348212,2021,515.84,1524.52,2169.67
348213,2016,660.96,1514.21,2139.02
348213,2017,723,1512,2148
348213,2018,747.4,1411,1970
348213,2019,744.8,1345.8999999999999,1861.1
348213,2020,441.8,1555.1,2227.4
348213,2021,534.1,1521.3,2161.7
348214,2016,580.99,1535.45,2180.02
348214,2017,749.7,1508.9,2144.4
348214,2018,625.6,1443.3999999999999,2029.7
348214,2019,788.9,1352.6,1878.5
348214,2020,365.09999999999997,1573.5,2259.5
348214,2021,503,1523.7,2170
348215,2016,515.62,1533.9,2173.51
348215,2017,823.1,1509.2,2138.5
348215,2018,757.5,1464.7,2060
348215,2019,668.1,1356,1881.3999999999999
348215,2020,490.3,1581,2269.4
348215,2021,575.3,1539.5,2190.6
348216,2016,539.34,1536.93,2178.48
348216,2017,821.4,1510.7,2142.2
348216,2018,721.5,1460.7,2053.4
348216,2019,674.4,1357,1882.1
348216,2020,448.3,1577.3,2261.7
348216,2021,617.7,1535.2,2185.4
348217,2016,477.63,1540.08,2190.05
348217,2017,728.8000000000001,1513.4,2153.3
348217,2018,651.8,1464.3,2066.2
348217,2019,801.9,1358.3,1891.7
348217,2020,362,1589,2289.3
348217,2021,531.7,1540,2199.2000000000003
348220,2016,491.93,1561.43,2227.48
348220,2017,761.5,1528.2,2179.5
348220,2018,704.3,1475.1,2087.1
348220,2019,728.7,1371.2,1914.2
348220,2020,385,1597,2304
348220,2021,567.3,1548.2,2215.5
348221,2016,573.36,1501.95,2119.55
348221,2017,740.5,1486.9,2103.5
348221,2018,621.2,1408.6,1966.4
348221,2019,775.6,1327.9,1834
348221,2020,388.8,1556,2229
348221,2021,505.6,1507.4,2139.2
348222,2016,641.49,1496.86,2109.84
348222,2017,661.6,1502.4,2131
348222,2018,656.4,1395.7,1946.5
348222,2019,782.1,1324.5,1827.7
348222,2020,413.40000000000003,1542,2204
348222,2021,489.6,1509.7,2140.9
348223,2016,496.3,1551.2,2207.51
348223,2017,803,1519.8,2162.6
348223,2018,737.7,1469,2072.6
348223,2019,705.3000000000001,1363.1,1899.4
348223,2020,426.2,1589,2287
348223,2021,577.7,1542.7,2201.4
348225,2016,662.35,1507.59,2128.43
348225,2017,686.8,1507.7,2140.5
348225,2018,676,1408.2,1966.4
348225,2019,803.6999999999999,1337,1847.7
348225,2020,422,1552.1000000000001,2222
348225,2021,496.1,1514.8,2150.4
348226,2016,656.21,1514.58,2140.45
348226,2017,713.98,1511.7,2148.1
348226,2018,716.66,1416.64,1981.25
348226,2019,780.36,1345.98,1862.31
348226,2020,422.99,1558.14,2230.98
348226,2021,521.58,1520.4,2161.7400000000002
348228,2016,572.3199999999999,1551.79,2208.64
348228,2017,753.65,1521.08,2164.44
348228,2018,669.06,1455.96,2049.9500000000003
348228,2019,771.89,1370.3,1910.38
348228,2020,374.78000000000003,1585.04,2281.48
348228,2021,507.47999999999996,1535.52,2190.76
348230,2016,655.77,1514.81,2141.0099999999998
348230,2017,713.6,1511.7,2148.2
348230,2018,716.1,1416.7,1981.6
348230,2019,779.9,1346,1862.6
348230,2020,422.3,1558.2,2231.2999999999997
348230,2021,521.1,1520.4,2161.9
348233,2016,445.37,1537.65,2182.68
348233,2017,773.4,1509.1,2143.5
348233,2018,783.1,1472,2075.8
348233,2019,694,1362.9,1896
348233,2020,431.8,1593,2292.5
348233,2021,488.40000000000003,1546.8,2205.4
348235,2016,551.61,1486.8899999999999,2095.19
348235,2017,750.6,1474.6,2082.8
348235,2018,592.9,1397.6,1948.6
348235,2019,806.1,1315.4,1814
348235,2020,413.5,1548.7,2215.5
348235,2021,518.1,1497.7,2122.6
348236,2016,663.73,1502.47,2119.58
348236,2017,723.8,1513.1,2148.2
348236,2018,705.6999999999999,1400.8,1952.1
348236,2019,799.6,1330.5,1839.1
348236,2020,435.9,1545.7,2211
348236,2021,526.2,1517,2153.9
348237,2016,509.37,1546.6100000000001,2198.07
348237,2017,794.1999999999999,1518.7,2159.8
348237,2018,715.1,1463.1,2061.9
348237,2019,700.4,1365.4,1899.7
348237,2020,412.1,1582.8,2276.2
348237,2021,584.9,1540.2,2194.1
348239,2016,531.37,1567.39,2236.75
348239,2017,767.4,1530,2183.2
348239,2018,716.7,1470.7,2078.8
348239,2019,747.9,1381,1929.1000000000001
348239,2020,380.8,1597.4,2304.3
348239,2021,528.4,1547.5,2213.1
348240,2016,662.35,1507.59,2128.43
348240,2017,686.8,1507.7,2140.5
348240,2018,676,1408.2,1966.4
348240,2019,803.6999999999999,1337,1847.7
348240,2020,422,1552.1000000000001,2222
348240,2021,496.1,1514.8,2150.4
348242,2016,570.9300000000001,1542.21,2190.66
348242,2017,730,1519.1,2159.8
348242,2018,706.1,1442.3,2027.6
348242,2019,756.4,1381.7,1926.5
348242,2020,400.09999999999997,1578.5,2270.6
348242,2021,528.5,1533.3,2185.2
348243,2016,516.87,1545.82,2196.18
348243,2017,822.9,1520,2160.3
348243,2018,728.6,1466.3,2064.8
348243,2019,701.5,1365,1898.8
348243,2020,432.40000000000003,1584.1,2278.6
348243,2021,596.6999999999999,1542.4,2197.9
348245,2016,534.61,1557.56,2218.02
348245,2017,754.89,1529.84,2180.93
348245,2018,731.99,1458.31,2054.5
348245,2019,735.38,1393.6,1949.49
348245,2020,405,1593.68,2296.58
348245,2021,539.32,1546.1599999999999,2207.54
348247,2016,660.9,1502.8,2120.01
348247,2017,701.4,1507.2,2140.1
348247,2018,700.4,1402.8,1956.5
348247,2019,814.8,1331,1839.9
348247,2020,433.4,1546.2,2211.4
348247,2021,519.3,1513.7,2149.6
348249,2016,575.75,1487.26,2094.73
348249,2017,731.1,1477,2087.2
348249,2018,607.6,1394.1,1941
348249,2019,779,1315.9,1812.8
348249,2020,416.3,1549.2,2216.4
348249,2021,521.9,1501,2126.9
348250,2016,628.19,1518.85,2149.09
348250,2017,720.9,1502.7,2132.5
348250,2018,630.9,1422,1991
348250,2019,766.5,1344.8,1862.5
348250,2020,383.4,1561.4,2238.9
348250,2021,491.6,1519.8,2159.4
348252,2016,661.61,1511.24,2135.12
348252,2017,698.24,1505.82,2138.27
348252,2018,665.44,1411.66,1972.47
348252,2019,785.36,1339.29,1853.08
348252,2020,410.82,1554.33,2225.33
348252,2021,491.28999999999996,1516.17,2152.57
348253,2016,550.96,1471.51,2068.14
348253,2017,744.1,1463,2062.7
348253,2018,646.3,1382.1,1921.7
348253,2019,817.3,1302.4,1791.8
348253,2020,391.2,1538.6,2198.8
348253,2021,511.7,1488.3,2105.2
348254,2016,657.22,1488.83,2097.09
348254,2017,699.2,1491.1,2112
348254,2018,647.7,1387.1,1929.4
348254,2019,760.8,1315.3,1811.5
348254,2020,389.9,1541.3999999999999,2203.4
348254,2021,474.09999999999997,1506.7,2136.5
348255,2016,502.24,1547.7,2199.4900000000002
348255,2017,775.04,1519.35,2161.11
348255,2018,709.72,1462.86,2061.55
348255,2019,707.44,1365.63,1901.16
348255,2020,407.81,1582.56,2275.51
348255,2021,584.74,1539,2193.23
348256,2016,649.58,1488.48,2096.47
348256,2017,713.43,1490,2109.65
348256,2018,659.06,1386.85,1929.7
348256,2019,754.33,1314.6499999999999,1811.2
348256,2020,391.31,1541.95,2204.95
348256,2021,473.99,1506.05,2135.3
348257,2016,553.38,1501.85,2121.33
348257,2017,738.4000000000001,1484.4,2100.8
348257,2018,579.8,1417.2,1984.2
348257,2019,813.6999999999999,1324.7,1831.3999999999999
348257,2020,394.5,1556.1,2231.6
348257,2021,526.4,1508,2139.9
348258,2016,531.37,1567.39,2236.75
348258,2017,767.4,1530,2183.2
348258,2018,716.7,1470.7,2078.8
348258,2019,747.9,1381,1929.1000000000001
348258,2020,380.8,1597.4,2304.3
348258,2021,528.4,1547.5,2213.1
348259,2016,501.12,1553.45,2211.5499999999997
348259,2017,802.13,1521.96,2166.88
348259,2018,732.82,1469.45,2074.85
348259,2019,713.54,1368.04,1905.97
348259,2020,415.26,1588.82,2288.7799999999997
348259,2021,572.67,1542.79,2201.7599999999998
348260,2016,642.13,1527.86,2164.8
348260,2017,712.5,1511.9,2146.7
348260,2018,687.9,1428.7,2003.3
348260,2019,759.6,1361.7,1892.1
348260,2020,394,1566.9,2248.6
348260,2021,516,1524.5,2169.7
348263,2016,558.72,1502.84,2122.47
348263,2017,736.3199999999999,1485.6,2102.08
348263,2018,578.47,1413.28,1976.53
348263,2019,810.4399999999999,1325.26,1833.16
348263,2020,396.7,1556.34,2230.71
348263,2021,533.04,1508.16,2140.54
348266,2016,448.62,1542.36,2192.08
348266,2017,747.1999999999999,1514.8,2152
348266,2018,748.2,1475.8,2082.9
348266,2019,725.3,1365.4,1902.9
348266,2020,397.6,1597.9,2302.4
348266,2021,491.7,1549.5,2211.7
348267,2016,580.9,1524.06,2156.52
348267,2017,766.8,1509.4,2143.8
348267,2018,776.1,1426.8,1998.3
348267,2019,719.9,1349.3,1870.9
348267,2020,449.7,1559.3999999999999,2234.9
348267,2021,554.9,1524,2167.3
348268,2016,647.27,1517.5,2146.6
348268,2017,712,1504,2135.7
348268,2018,644,1420.7,1988.2
348268,2019,758.7,1343.3,1861.6
348268,2020,386.8,1559.6,2235.8
348268,2021,486.8,1519.8,2160.4
348271,2016,601.32,1535.45,2178.86
348271,2017,716,1512.1,2147.7
348271,2018,636.7,1439,2019.8999999999999
348271,2019,786.4,1362.6,1895.1
348271,2020,386.2,1572.2,2259.6
348271,2021,507.4,1524.9,2171.6
