WR_GROUP,Year,LEMA_fieldArea_m2,notLEMA_fieldArea_m2,LEMA_irrFieldArea_m2,notLEMA_irrFieldArea_m2,LEMA_fieldArea_fraction,LEMA_irrFieldArea_fraction,WRGirrigationTotal_m3,WRGirrigationLEMA_m3,WRGirrAreaReported_m2
2023,2017,0,1192345.5104476917,0,173219.914294672,0,0,186255.76015332,0,849839.844
2297,2017,1238366.7414309487,549955.4216210118,371869.60267632897,356241.05476463883,0.6924740782262325,0.5107322614715039,165286.56861288002,84417.1829785211,971245.5360000001
2393,2017,0,1663284.531746611,0,741314.6420671695,0,0,241762.44364272,0,789136.998
2420,2017,0,1904167.4437376927,0,1517205.278324453,0,0,423084.27637476,0,1991053.3488
2425,2017,0,1023793.0559261984,0,694460.5480328521,0,0,155418.71377032,0,728434.152
2460,2017,0,1582619.1025190696,0,500370.2149337166,0,0,159119.15933628,0,582747.3216
2500,2017,6346873.009305489,0,2920758.27525532,0,1,1,738855.63133668,738855.63133668,4002340.9796
2609,2017,0,618501.1424789455,0,357692.13717310823,0,0,25395.225801931807,0,283279.94800000003
2621,2017,2561854.979249441,0,1959241.667757074,0,1,1,393480.71184708003,393480.71184708003,2007240.7744
2700,2017,0,1271055.634013601,0,0,0,NA,72874.09256780504,NA,424919.922
2701,2017,0,1910195.9813710393,0,470204.68510791945,0,0,108546.40326816001,0,485622.76800000004
2719,2017,0,1659384.2646294094,0,73174.58316343091,0,0,4252.1587108247495,0,157827.3996
2721,2017,0,2519833.4864964033,0,1419003.2524351547,0,0,383612.85700452,0,1448774.5912000001
2752,2017,0,1276181.7282086303,0,443559.4018348764,0,0,96211.58471496,0,497763.3372
2770,2017,0,2315039.6338608353,0,233418.41937950108,0,0,0,0,0
2772,2017,0,641860.8568466669,0,0,0,NA,0,NA,0
2862,2017,0,3187646.2641210672,0,1874842.012628587,0,0,356476.25618748,0,4046856.4
2940,2017,NA,NA,NA,NA,NA,NA,0,NA,0
2963,2017,0,3646619.1605240223,0,1450499.9607883957,0,0,201656.37643056552,0,1671351.6932
2964,2017,0,636775.1087941546,0,535332.631024771,0,0,86343.7298724,0,437060.4912
3033,2017,0,2485657.7094779196,0,1675140.817088756,0,0,265198.5988938,0,1537805.432
3092,2017,0,1212757.2023306354,0,0,0,NA,0,NA,0
3094,2017,0,632431.8239214921,0,0,0,NA,71541.94760856,NA,416826.20920000004
3122,2017,0,190688.57147873822,0,141727.65554180817,0,0,14801.78226384,0,267092.5224
3157,2017,0,1832259.018436909,0,0,0,NA,97445.06657028,NA,1294994.048
3180,2017,0,1479625.0520292078,0,890095.6252454212,0,0,83876.76616176,0,870074.126
3236,2017,0,1243627.4755877906,0,740126.0399354416,0,0,173920.94160012002,0,809371.28
3251,2017,0,126284.65589675121,0,47762.10358317261,0,0,0,0,0
3299,2017,0,641535.0470942378,0,472843.31581412064,0,0,93744.62100432,0,485622.76800000004
3412,2017,0,1858498.5696505755,0,1440281.064930948,0,0,131982.55851924,0,505857.05
3424,2017,0,2930185.7687993767,0,1147731.7470718042,0,0,259031.1896172,0,2193396.1688
3453,2017,0,708307.6823962425,0,342801.47193431895,0,0,16035.26411916,0,275186.2352
3520,2017,0,1418133.8918839435,0,251558.2083882623,0,0,118261.34241297012,0,485622.76800000004
3647,2017,0,623265.0031820479,0,383371.74693978106,0,0,134449.52222988,0,408732.4964
3657,2017,0,1114671.2752870023,0,809556.7475227072,0,0,224493.69766824,0,809371.28
3662,2017,0,3230054.952909175,0,1457686.6828211558,0,0,306173.6198926063,0,2428113.84
3712,2017,0,2524427.321192636,0,1499217.1147808952,0,0,225727.17952356001,0,1517571.1500000001
3751,2017,1279951.1979053593,0,474012.25046615506,0,1,1,145245.826255209,145245.826255209,995526.6744
3769,2017,576181.1492229431,1887269.2693247288,125998.21559631315,856861.3678952242,0.2338919204075684,0.12819554055597,263965.11703848,33839.15086666783,708199.87
3780,2017,3071944.4568436,0,1152984.2695506618,0,1,1,0,0,0
3786,2017,0,1278955.635872221,0,1162756.9274085963,0,0,245911.27561610148,0,971245.5360000001
3823,2017,0,847412.1728443732,0,184389.64194914405,0,0,101145.51213624,0,161874.256
3947,2017,0,1202117.2962139978,0,890856.9607645563,0,0,249163.33477464,0,930776.9720000001
3969,2017,698560.6338894556,0,541505.7900404984,0,1,1,112246.84883412,112246.84883412,497763.3372
3988,2017,0,216751.13050723504,0,77421.42287806598,0,0,17268.74597448,0,52609.133200000004
3989,2017,0,923370.075893735,0,322055.360181914,0,0,168987.01417884,0,602981.6036
4024,2017,630654.0375529038,0,404678.94390487554,0,1,1,103612.47584688,103612.47584688,485622.76800000004
4054,2017,0,258639.15679160913,0,202454.9138650462,0,0,217444.1840669653,0,667731.306
4062,2017,1246984.6506354164,0,961407.6241438896,0,1,1,183788.79644268,183788.79644268,951011.2540000001
4065,2017,0,1515224.1717160721,0,0,0,NA,54494.89078456586,NA,404685.64
4076,2017,0,1264543.7017428216,0,329757.7979309551,0,0,130749.07666392,0,356123.3632
4088,2017,0,774619.3094975636,0,296149.0989827752,0,0,139223.1069656151,0,364217.076
4166,2017,625664.1506908247,2466223.203126153,453023.99225779844,1396660.0834296166,0.20235670937960715,0.24491965855814432,476123.99615352,116612.12656925934,2144833.892
4219,2017,0,1274119.1307210915,0,984758.478897931,0,0,357093.51003911876,0,1011714.1
4231,2017,635321.6662690572,0,475899.2187688839,0,1,1,51806.23792344,51806.23792344,485622.76800000004
4272,2017,0,1266956.3576429326,0,470384.31959491025,0,0,118414.25811072,0,586794.1780000001
4288,2017,1259883.4943774599,0,935317.996683911,0,1,1,210925.39725972,210925.39725972,809371.28
4310,2017,0,1511716.5054780438,0,316845.2950250502,0,0,122114.70367668,0,1181682.0688
4317,2017,633710.8958973088,0,504627.560308223,0,1,1,138149.96779584,138149.96779584,505857.05
4335,2017,0,1258991.661883798,0,799310.8961726767,0,0,300969.57269808,0,890308.408
4483,2017,0,2328409.431200642,0,1234606.209699697,0,0,201057.54241716,0,1189775.7816
4573,2017,0,1279967.5769490437,0,843794.6616901058,0,0,265198.5988938,0,910542.6900000001
4583,2017,0,627901.5970688054,0,0,0,NA,0,NA,0
4593,2017,0,322379.90683414426,0,211218.61261044422,0,0,0,0,0
4605,2017,661563.527755262,0,447457.37441720854,0,1,1,78942.83874048,78942.83874048,493716.4808
4639,2017,0,1291539.8582794876,0,378424.96148355294,0,0,94978.10285964,0,485622.76800000004
4687,2017,956591.8205440154,0,393268.7098553283,0,1,1,111013.3669788,111013.3669788,473482.1988
4711,2017,0,786117.7220234736,0,134445.7178909371,0,0,154185.231915,0,517997.6192
4721,2017,0,1265732.4892206918,0,792590.467891277,0,0,113480.33068944,0,870074.126
4737,2017,0,3051001.774681852,0,1340685.6163612918,0,0,456388.2864684,0,1343556.3248
4772,2017,0,632478.2493007672,0,445116.68632363685,0,0,152951.75005968,0,477529.0552
4963,2017,0,2363504.5144354124,0,709710.5045685694,0,0,251630.29848528001,0,1614695.7036000001
4966,2017,1038582.1853052767,0,480517.76926300296,0,1,1,114713.81254476,114713.81254476,485622.76800000004
5012,2017,0,1824764.3784876966,0,1039585.9393487131,0,0,365110.62917472003,0,776996.4288
5061,2017,922363.4230084267,0,472433.2745180715,0,1,1,0,0,0
5080,2017,0,628555.556776477,0,497125.3991687684,0,0,94978.10285964,0,485622.76800000004
5085,2017,NA,NA,NA,NA,NA,NA,80176.3205958,NA,283279.94800000003
5147,2017,0,808272.4259143928,0,732294.8178784399,0,0,0,0,0
5151,2017,0,646300.6735130195,0,469639.17644196,0,0,101145.51213624,0,477529.0552
5236,2017,1575614.0122869804,0,883632.2155049366,0,1,1,177621.38716608,177621.38716608,938870.6848
5365,2017,0,2546848.0610765372,0,1137272.0126591981,0,0,344141.43763428,0,1214056.92
5367,2017,1764805.6931880298,0,598204.2789728775,0,1,1,175052.81529723082,175052.81529723082,708199.87
5377,2017,0,495981.49741074455,0,451839.1441411883,0,0,333040.1009364,0,971245.5360000001
5381,2017,0,626170.6661175976,0,299381.1834043497,0,0,86343.7298724,0,299467.3736
5411,2017,0,1283426.334198544,0,559623.0180632814,0,0,96211.58471496,0,485622.76800000004
5485,2017,0,1290721.301646936,0,361909.2520054456,0,0,50572.75606812,0,607028.46
5494,2017,0,3314689.565832801,0,2724311.232205585,0,0,1057456.9866236816,0,2525238.3936
5536,2017,0,1878370.5585705019,0,424147.4236682988,0,0,78942.83874048,0,829605.562
5572,2017,0,1921887.9926169408,0,1261729.8067407222,0,0,299736.09084276,0,2428113.84
5576,2017,0,1402607.8102250614,0,692777.1049261133,0,0,113480.33068944,0,485622.76800000004
5578,2017,0,1596531.8721809257,0,1393534.3500145276,0,0,262731.63518316,0,975292.3924
5609,2017,0,637269.1239786365,0,482151.69478327426,0,0,75242.39317452,0,485622.76800000004
5610,2017,0,2210332.278739164,0,1488213.901507222,0,0,497093.18769396003,0,1226197.4892
5673,2017,0,624570.2521759532,0,466233.5366787637,0,0,56740.16534472,0,485622.76800000004
5674,2017,0,1206923.7061620269,0,460499.14305383747,0,0,168987.01417884,0,651543.8804
5682,2017,0,2535116.46479711,0,1613347.4595143655,0,0,358714.6677869442,0,1922256.79
5685,2017,1267746.3105257659,0,1025621.3413783938,0,1,1,176387.90531076,176387.90531076,971245.5360000001
5720,2017,1323922.642293576,0,638069.0144084317,0,1,1,72775.42946388,72775.42946388,323748.512
5755,2017,643180.394326421,0,473477.09385529626,0,1,1,92511.139149,92511.139149,485622.76800000004
5758,2017,0,526193.9349386992,0,298567.24068688636,0,0,83876.76616176,0,364217.076
5771,2017,0,1000548.2950991683,0,708421.3278754493,0,0,103612.47584688,0,809371.28
5780,2017,0,690384.275112158,0,435308.2535793722,0,0,44405.34679152,0,477529.0552
5788,2017,NA,NA,NA,NA,NA,NA,0,NA,0
5819,2017,NA,NA,NA,NA,NA,NA,1233.48185532,NA,485622.76800000004
5829,2017,0,634224.0445971733,0,496090.88390636974,0,0,117180.77625540001,0,501810.1936
5852,2017,0,1154006.6837123819,0,0,0,NA,108546.40326816001,NA,870074.126
5868,2017,0,622463.5836752336,0,580518.1255139353,0,0,135683.0040852,0,505857.05
5928,2017,0,627762.1211086912,0,541347.6647625476,0,0,139383.44965116002,0,687965.588
5956,2017,627086.1969751102,0,485170.51891750144,0,1,1,102378.99399156,102378.99399156,485622.76800000004
5957,2017,0,638986.99826971,0,447705.7220564183,0,0,135683.0040852,0,485622.76800000004
5958,2017,1279250.11604262,0,963747.4195340073,0,1,1,186255.76015332,186255.76015332,971245.5360000001
6004,2017,0,1249751.4822087807,0,157287.97568506683,0,0,45638.828646840004,0,182108.538
6028,2017,621576.7127966683,0,412564.4035036741,0,1,1,22204.876508347676,22204.876508347676,469435.3424
6034,2017,0,1219601.5779901694,0,627027.995632072,0,0,177621.38716608,0,623215.8856
6037,2017,0,644171.3488034764,0,193971.31307012815,0,0,49339.2742128,0,433013.6348
6057,2017,0,974596.4189095247,0,306052.33296513505,0,0,92511.139149,0,412779.3528
6109,2017,0,641824.7660404046,0,219015.77656213986,0,0,104845.9577022,0,493716.4808
6119,2017,0,2081553.0291873894,0,204487.96450232348,0,0,66608.02018728,0,242811.38400000002
6135,2017,0,1255263.5616626898,0,917466.3504853537,0,0,259031.1896172,0,930776.9720000001
6144,2017,0,591206.7529625755,0,304366.9202341415,0,0,93744.62100432,0,348029.6504
6145,2017,0,660617.9779067778,0,438237.7825786654,0,0,95831.99068735904,0,485622.76800000004
6156,2017,0,594058.8786683378,0,424897.9120952234,0,0,101145.51213624,0,445154.204
6160,2017,0,1242411.5487881543,0,469364.95137344394,0,0,97445.06657028,0,360170.2196
6162,2017,1260733.1429566168,0,859508.0148766943,0,1,1,189956.20571928,189956.20571928,930776.9720000001
6163,2017,628466.6053542178,0,469743.2387069123,0,1,1,87577.21172772,87577.21172772,485622.76800000004
6167,2017,640362.5185151937,0,556257.9579190284,0,1,1,107312.92141284,107312.92141284,505857.05
6204,2017,0,1268895.9141367455,0,564633.1016386267,0,0,88810.69358304,0,473482.1988
6277,2017,0,1248314.7459263776,0,294139.3960618042,0,0,130749.07666392,0,485622.76800000004
6325,2017,0,1196731.9322496299,0,379964.9894364689,0,0,84659.71149290694,0,364217.076
6339,2017,0,940898.8385482215,0,410528.3299685277,0,0,107312.92141284,0,428966.7784
6365,2017,0,576940.8351152885,0,299734.2992875077,0,0,103612.47584688,0,323748.512
6397,2017,0,650555.71295768,0,0,0,NA,0,NA,0
6434,2017,0,603382.4719628125,0,461301.3337895155,0,0,242995.92549804001,0,477529.0552
6460,2017,0,259664.3459550445,0,157234.54830450317,0,0,241762.44364272,0,1104791.7972000001
6562,2017,0,886580.6984462524,0,0,0,NA,0,NA,0
6589,2017,0,1153814.6761871648,0,241834.51967785927,0,0,67841.5020426,0,283279.94800000003
6650,2017,0,1277022.3680691333,0,381398.61279987183,0,0,107312.92141284,0,469435.3424
6681,2017,0,596366.4020148715,0,402408.84811654227,0,0,151718.26820436,0,453247.9168
6686,2017,0,1267521.3860334684,0,855920.28238684,0,0,233128.07065548,0,898402.1208
6696,2017,0,2198577.1312707327,0,381731.11888487067,0,0,118414.25811072,0,437060.4912
6885,2017,0,1251072.0776766455,0,444244.06677802466,0,0,118414.25811072,0,623215.8856
7029,2017,0,1203669.1322741634,0,408576.1446983088,0,0,67841.5020426,0,485622.76800000004
7048,2017,0,1223297.3759336362,0,1156422.947122866,0,0,177621.38716608,0,995526.6744
7077,2017,0,1918036.7707022813,0,1418669.4470942728,0,0,155005.24783303862,0,1011714.1
7081,2017,0,1307987.3180635406,0,977935.5508143053,0,0,373745.00216196,0,687965.588
7121,2017,0,949415.7671824524,0,717669.8574831036,0,0,192423.16942992,0,720340.4392
7477,2017,0,634527.9009096214,0,469683.3455735137,0,0,94978.10285964,0,485622.76800000004
7568,2017,0,2534124.388141245,0,938755.0013622928,0,0,361954.46976582875,0,1942491.0720000002
7597,2017,638097.7901269896,0,482320.6099746896,0,1,1,107312.92141284,107312.92141284,485622.76800000004
7598,2017,637113.4272313443,0,503475.1264117534,0,1,1,94978.10285964,94978.10285964,485622.76800000004
7621,2017,0,1183255.204146495,0,290583.0808393456,0,0,94978.10285964,0,230670.8148
7755,2017,640171.08286238,0,251160.4838480253,0,1,1,85110.24801708,85110.24801708,404685.64
7756,2017,0,2559014.0571508924,0,1697801.2487764112,0,0,125579.95751036667,0,1655164.2676000001
7760,2017,0,1907739.6588910536,0,501414.5430878149,0,0,112246.84883412,0,433013.6348
7771,2017,0,1269362.02131153,0,399312.04275482707,0,0,23436.15525108,0,372310.78880000004
7799,2017,0,2392582.840114164,0,464631.040973659,0,0,8355.17199904958,0,40468.564
7818,2017,0,3691921.1659505195,0,0,0,NA,98678.5484256,NA,473482.1988
7851,2017,0,1908631.6985060864,0,1446944.9475911283,0,0,138149.96779584,0,971245.5360000001
7903,2017,614922.0194748843,0,561639.8227155207,0,1,1,36497.85332694648,36497.85332694648,485622.76800000004
7904,2017,632569.5149929664,0,442861.0100116825,0,1,1,75965.7446887128,75965.7446887128,445154.204
7928,2017,1451875.2532889594,0,571849.224775863,0,1,1,19735.70968512,19735.70968512,485622.76800000004
8011,2017,1276438.9914389658,0,842644.5612394508,0,1,1,177621.38716608,177621.38716608,841746.1312000001
8041,2017,0,1300034.7959194095,0,1089712.230590687,0,0,166520.0504682,0,971245.5360000001
8133,2017,0,1294754.9326995506,0,1024428.0738896406,0,0,175154.42345544,0,975292.3924
8213,2017,1268218.0533791403,0,1153198.0705267494,0,1,1,246860.2644705194,246860.2644705194,930776.9720000001
8274,2017,0,2160322.003191656,0,0,0,NA,90044.17543836,NA,1234291.202
8275,2017,0,2533446.4983107927,0,1250839.2090654997,0,0,141639.5467179947,0,1987006.4924
8284,2017,0,897991.5475810018,0,327203.28546506807,0,0,0,0,0
8348,2017,0,2546182.9385008924,0,1956761.4338202616,0,0,323172.24609384,0,1384024.8888
8349,2017,0,2394955.793986926,0,2019278.8539075796,0,0,347549.1493469275,0,1659211.124
8370,2017,0,1269269.0078899774,0,0,0,NA,0,NA,0
8375,2017,0,638046.8160824819,0,379301.3432672634,0,0,148017.82263840002,0,485622.76800000004
8381,2017,0,1942919.0955980907,0,1459675.5344796034,0,0,381145.89329388,0,1011714.1
8382,2017,0,1270314.3815364505,0,447165.3594075405,0,0,159119.15933628,0,971245.5360000001
8403,2017,0,1265858.5162608046,0,694275.6458677548,0,0,347841.88320024003,0,748668.434
8410,2017,0,1235666.7203376726,0,903865.0916254609,0,0,107312.92141284,0,453247.9168
8429,2017,0,2245434.3325134553,0,821256.106429711,0,0,148017.82263840002,0,971245.5360000001
8434,2017,641141.3248411416,0,380310.54003331525,0,1,1,85110.24801708,85110.24801708,404685.64
8450,2017,0,640197.5618041388,0,386987.7889753452,0,0,88810.69358304,0,445154.204
8454,2017,622279.0097328005,0,466228.6707495512,0,1,1,136916.48594052,136916.48594052,489669.62440000003
8463,2017,0,1279136.576669848,0,414622.4318650181,0,0,106079.43955752,0,522044.4756
8469,2017,0,582470.1147351539,0,127211.5484511286,0,0,43489.51818842012,0,117358.8356
8471,2017,0,1300810.4439558226,0,1059152.1317075898,0,0,287401.27228956,0,987432.9616
8472,2017,0,641554.9945462336,0,455794.98445101577,0,0,0,0,0
8513,2017,604998.1980923472,0,305006.19707782654,0,1,1,28370.08267236,28370.08267236,364217.076
8515,2017,0,592385.9833570481,0,112258.70956820848,0,0,9867.85484256,0,117358.8356
8528,2017,2042514.4543133716,0,444312.6423681034,0,1,1,78942.83874048,78942.83874048,465388.48600000003
8590,2017,0,1271894.8683281,0,671162.5100521116,0,0,140616.93150648,0,740574.7212
8591,2017,NA,NA,NA,NA,NA,NA,0,NA,0
8656,2017,0,1127895.150682222,0,0,0,NA,46872.31050216,NA,485622.76800000004
8706,2017,0,3922267.3941895403,0,921543.5017588609,0,0,152951.75005968,0,2913736.608
8714,2017,0,1273584.71209099,0,309516.21750991227,0,0,114061.42245422353,0,971245.5360000001
8723,2017,0,631115.0777360915,0,533255.3479833424,0,0,157885.67748096,0,485622.76800000004
8765,2017,0,1222083.816960122,0,988067.8085375563,0,0,83876.76616176,0,995526.6744
8778,2017,0,640775.184749211,0,479943.14793590247,0,0,109779.88512348,0,485622.76800000004
8784,2017,0,1635656.3247536267,0,299285.1740914865,0,0,7400.89113192,0,93077.69720000001
8804,2017,0,1924584.9051164559,0,955703.8121769157,0,0,255330.74405124,0,1294994.048
8807,2017,0,1279643.0648052115,0,364226.07249026524,0,0,91277.65729368001,0,364217.076
8830,2017,0,654618.3569187706,0,485467.7924911134,0,0,201057.54241716,0,509903.90640000004
8858,2017,0,1263744.6619032766,0,359785.36807331955,0,0,46872.31050216,0,437060.4912
8900,2017,0,2580181.746520661,0,1821232.1500157109,0,0,270132.52631508,0,1978912.7796
8918,2017,0,2986668.684588231,0,177871.6937613477,0,0,62907.574621320004,0,194249.1072
8919,2017,0,2240367.9560225047,0,685022.7639807452,0,0,120881.22182136,0,728434.152
8923,2017,0,1081814.4962533156,0,624329.2612903841,0,0,207489.45390844854,0,477529.0552
8940,2017,0,914296.9560718925,0,422833.358013542,0,0,120881.22182136,0,445154.204
8947,2017,0,816420.3033154516,0,0,0,NA,103612.47584688,NA,364217.076
8948,2017,0,651538.6306907928,0,462322.4403079297,0,0,107312.92141284,0,485622.76800000004
8949,2017,0,1325750.2008411654,0,0,0,NA,66608.02018728,NA,485622.76800000004
8952,2017,0,631917.5442551333,0,461251.36363987584,0,0,117180.77625540001,0,485622.76800000004
8998,2017,0,3470524.067828258,0,858400.3506962955,0,0,562467.72602592,0,2670925.224
9046,2017,0,2553206.101972874,0,1898374.6777786438,0,0,372511.52030664,0,1776569.9596
9053,2017,3165956.4822952794,0,1936949.0348483643,0,1,1,389780.26628112,389780.26628112,1910116.2208
9067,2017,0,1206492.137386167,0,498390.3815612186,0,0,181771.93014786197,0,607028.46
9080,2017,0,651922.6090460833,0,475476.6230580857,0,0,133216.04037456,0,485622.76800000004
9117,2017,0,633139.3348060008,0,429627.64407450275,0,0,135683.0040852,0,485622.76800000004
9118,2017,0,1294397.9469376146,0,930267.016320982,0,0,109779.88512348,0,485622.76800000004
9131,2017,0,1246606.0986604409,0,463084.5499298261,0,0,129996.8916298297,0,505857.05
9166,2017,1930781.75473326,623289.4797315752,1790908.8410348261,0,0.7559623743766976,1,355242.77433216,355242.77433216,1885835.0824
9176,2017,629227.7682571304,0,373859.2199550375,0,1,1,80176.3205958,80176.3205958,485622.76800000004
9185,2017,0,1163472.5144168637,0,290770.54505128495,0,0,38237.93751492,0,728434.152
9193,2017,657050.67973824,0,468452.0265523787,0,1,1,96736.70530668346,96736.70530668346,497763.3372
9279,2017,0,1965098.8555427203,0,468878.02576185076,0,0,104779.20187662773,0,995526.6744
9281,2017,637562.1641851084,0,460273.66709318315,0,1,1,112246.84883412,112246.84883412,497763.3372
9303,2017,0,1644824.7100673919,0,1063725.2232776491,0,0,229427.62508952,0,1141213.5048
9325,2017,0,1901555.0463133154,0,957214.7226079691,0,0,125815.14924264001,0,898402.1208
9337,2017,1806514.467354019,0,1191226.0542292409,0,1,1,333040.1009364,333040.1009364,1339509.4684000001
9340,2017,NA,NA,NA,NA,NA,NA,0,NA,0
9356,2017,618357.2261259359,0,477299.90531850216,0,1,1,138149.96779584,138149.96779584,485622.76800000004
9369,2017,NA,NA,NA,NA,NA,NA,102959.5520125723,NA,457294.7732
9377,2017,0,1256378.3209205389,0,873664.1677525502,0,0,285161.126969193,0,946964.3976
9407,2017,0,1263120.1813964702,0,908006.0212665566,0,0,143083.89521712,0,971245.5360000001
9412,2017,2574098.15576574,0,1963977.224660926,0,1,1,319679.9113882426,319679.9113882426,1861553.9440000001
9416,2017,321552.5578076276,0,277178.304830175,0,1,1,45638.828646840004,45638.828646840004,242811.38400000002
9426,2017,0,1161388.9042721675,0,997597.4573168608,0,0,111013.3669788,0,849839.844
9427,2017,0,2479724.408956826,0,1652324.2251741283,0,0,289868.2360002,0,2994673.736
9431,2017,0,31126.027960016854,0,0,0,NA,39471.41937024,NA,242811.38400000002
9474,2017,0,1230732.7302172985,0,54775.80093364491,0,0,0,0,0
9494,2017,0,860946.0558707449,0,125601.64301740506,0,0,0,0,0
9500,2017,2470963.0390474615,0,1343275.1835379081,0,1,1,127998.53223783144,127998.53223783144,890308.408
9505,2017,0,1264174.0532523522,0,536796.4437035761,0,0,134449.52222988,0,849839.844
9525,2017,1279545.9591632597,0,934508.5181027271,0,1,1,199824.06056184001,199824.06056184001,991479.8180000001
9526,2017,1261864.8177853783,0,712578.0010071816,0,1,1,188722.72386396,188722.72386396,971245.5360000001
9533,2017,633406.4846209605,0,483468.1375610411,0,1,1,127048.63109796001,127048.63109796001,509903.90640000004
9538,2017,0,1211967.6379138888,0,1120851.8319028334,0,0,286167.79043424,0,922683.2592
9577,2017,0,1307735.634695422,0,620955.9731870295,0,0,199824.06056184001,0,647497.024
9589,2017,0,1599336.9506372318,0,971722.0423078488,0,0,172687.4597448,0,971245.5360000001
9620,2017,0,614049.2293479355,0,405808.8410593494,0,0,55506.6834894,0,485622.76800000004
9635,2017,0,625389.42323519,0,467349.1503682572,0,0,103612.47584688,0,505857.05
9706,2017,627586.6958076092,0,386041.4095776435,0,1,1,37004.455659600004,37004.455659600004,489669.62440000003
9734,2017,0,589441.8818160633,0,88681.14996299165,0,0,44405.34679152,0,178061.6816
9795,2017,643872.4399203788,0,201395.84904469797,0,1,1,64141.05647664,64141.05647664,501810.1936
9796,2017,620730.4718339989,0,479555.80607339303,0,1,1,143083.89521712,143083.89521712,485622.76800000004
9815,2017,0,325835.3124270843,0,44115.17533782373,0,0,0,0,0
9825,2017,0,1592818.3135150059,0,776404.0116000134,0,0,149251.30449372,0,683918.7316
9915,2017,0,1653184.4735843907,0,536189.2765242218,0,0,97445.06657028,0,534185.0448
9917,2017,0,1420280.8323608227,0,348957.0082606224,0,0,33592.9244613835,0,445154.204
9979,2017,2536599.612953652,634277.6769436381,1936391.5588078583,564141.9434010169,0.7999677631914343,0.7743913677210581,141850.4133618,109847.73561504175,607028.46
9997,2017,0,554570.4057487452,0,208235.48592806002,0,0,70308.46575324,0,465388.48600000003
10008,2017,648174.1639297327,0,591177.1756794889,0,1,1,27279.60629356232,27279.60629356232,501810.1936
10041,2017,636631.9131439109,0,559254.1047535741,0,1,1,72775.42946388,72775.42946388,485622.76800000004
10042,2017,0,641246.1457688336,0,470806.9049003259,0,0,134449.52222988,0,526091.332
10047,2017,0,1988147.6133538228,0,826300.0945345615,0,0,60440.61091068,0,534185.0448
10053,2017,593431.5329643659,0,425311.4964266138,0,1,1,101145.51213624,101145.51213624,445154.204
10055,2017,0,1280486.6453025322,0,162761.39955864783,0,0,61674.092766,0,821511.8492
10075,2017,626242.9861752392,0,451999.96693406464,0,1,1,10244.094990860805,10244.094990860805,485622.76800000004
10079,2017,0,1248948.1420121004,0,989916.6642090715,0,0,240436.04873161984,0,1193822.638
10084,2017,1280565.4116265597,0,1224789.767183056,0,1,1,245462.88920868002,245462.88920868002,971245.5360000001
10086,2017,0,1801327.7121117953,0,1352549.2351136988,0,0,450220.8771918,0,1448774.5912000001
10093,2017,0,1250611.341424947,0,583018.5670752273,0,0,59207.12905536,0,485622.76800000004
10107,2017,630183.9258951385,0,502832.9127907954,0,1,1,109779.88512348,109779.88512348,485622.76800000004
10112,2017,0,633325.4470537775,0,482147.16906644567,0,0,80176.3205958,0,497763.3372
10146,2017,0,1287228.9648210981,0,700261.4688902119,0,0,129515.5948086,0,971245.5360000001
10173,2017,0,636674.6433639929,0,462024.10826440057,0,0,53039.71977876,0,453247.9168
10174,2017,0,2329441.9840407628,0,877743.6667194883,0,0,205991.46983844,0,910542.6900000001
10223,2017,0,636415.2462659107,0,481071.33823980973,0,0,119647.73996604,0,485622.76800000004
10232,2017,0,631886.3520565243,0,484357.1369929722,0,0,133216.04037456,0,485622.76800000004
10268,2017,0,631393.4830391033,0,358919.8463446607,0,0,61674.092766,0,477529.0552
10280,2017,0,1270728.816266568,0,463803.86450288375,0,0,170220.49603416,0,971245.5360000001
10285,2017,0,1274366.8584956315,0,1149979.4497078864,0,0,281457.0966135069,0,971245.5360000001
10302,2017,0,491014.3200368575,0,191995.16185601125,0,0,40704.90122556,0,275186.2352
10343,2017,0,769581.4810416948,0,435151.6881555305,0,0,70133.55299836505,0,465388.48600000003
10353,2017,0,510450.25234995957,0,141319.51298181177,0,0,45638.828646840004,0,161874.256
10383,2017,618784.4492375004,0,452135.8714758466,0,1,1,129515.5948086,129515.5948086,497763.3372
10439,2017,0,649021.8566336373,0,452058.80318752455,0,0,128282.11295328,0,485622.76800000004
10473,2017,0,1277806.0325754345,0,712890.413819116,0,0,0,0,0
10528,2017,0,627783.4793958212,0,199514.7265091823,0,0,45034.7253332244,0,331842.2248
10551,2017,0,210676.37936897145,0,0,0,NA,297269.12713212,NA,874120.9824
10574,2017,0,601049.0634420476,0,225989.81704673226,0,0,55506.6834894,0,489669.62440000003
10575,2017,1275252.1874623944,0,471760.68827286107,0,1,1,188722.72386396,188722.72386396,971245.5360000001
10583,2017,0,650852.5526937098,0,453387.0265964113,0,0,154185.231915,0,485622.76800000004
10584,2017,0,642079.0203472438,0,460685.0466744597,0,0,117180.77625540001,0,485622.76800000004
10624,2017,0,1870576.543740118,0,809475.62967816,0,0,195456.21194224572,0,857933.5568
10627,2017,2557252.608359871,0,1345151.9177754794,0,1,1,338146.66607704817,338146.66607704817,1456868.304
10638,2017,0,802378.0842476831,0,429753.4832229405,0,0,28370.08267236,0,461341.6296
10639,2017,0,826518.4601185184,0,471489.85237284086,0,0,201057.54241716,0,485622.76800000004
