UID,Year,precip_mm,ETr_mm,ETo_mm
349483,2018,505,1529.5,1123.3
349483,2019,642,1492.1,1100.1
349483,2020,288.59999999999997,1717.4,1225
349483,2021,355.7,1634.8,1183.6
349484,2016,599.32,1599.21,1165.93
349484,2017,602.7,1594.9,1156.7
349484,2018,586.8,1517.2,1116.5
349484,2019,696.4,1497.2,1103.2
349484,2020,349.8,1706.3,1219.1
349484,2021,381.1,1640.3,1186.9
349485,2016,524.98,1598.71,1165.07
349485,2017,645.61,1559.74,1137.68
349485,2018,500.56,1529.43,1123.51
349485,2019,647.27,1490.98,1099.26
349485,2020,290.7,1716.28,1224.86
349485,2021,370.67,1631.51,1181.64
349486,2016,605.03,1606.74,1170.3
349486,2017,612.16,1595.16,1157.92
349486,2018,616.26,1522.1200000000001,1119.52
349486,2019,676.36,1506.59,1109.97
349486,2020,355.95,1710.89,1223.1000000000001
349486,2021,388.12,1643.1200000000001,1189.35
349488,2016,435.65,1669.77,1203.3700000000001
349488,2017,660.8,1597.3,1156.7
349488,2018,595.6,1606.1000000000001,1165.1
349488,2019,607.1,1546.6000000000001,1128.2
349488,2020,293.9,1767.3,1252.1
349488,2021,454.59999999999997,1672.8,1202.3
349489,2016,509.59999999999997,1597.54,1164.41
349489,2017,640.6,1552.3,1133.8
349489,2018,481.7,1533.7,1125.4
349489,2019,662.6,1485.7,1096.4
349489,2020,298.3,1713.4,1223.3
349489,2021,400.59999999999997,1627.3,1179
349490,2016,589.3,1582.66,1155.88
349490,2017,562.6,1579.1,1147.9
349490,2018,502.5,1502.4,1106.5
349490,2019,649.5,1470.8,1088.1
349490,2020,302,1695.9,1212.6
349490,2021,335.1,1634.1,1184
349492,2016,464.58000000000004,1613.55,1172.47
349492,2017,614.1,1559.9,1136.7
349492,2018,481.2,1560.4,1139.8
349492,2019,677.3,1501.8,1104.1
349492,2020,274.2,1731.8,1233.5
349492,2021,384.4,1640,1185.8
349493,2016,446.84,1667.6200000000001,1203.63
349493,2017,653.7,1596.5,1157.7
349493,2018,621.7,1597.8,1160.8999999999999
349493,2019,614.9,1555.5,1136
349493,2020,308.2,1759.5,1249.1
349493,2021,436.6,1668.8999999999999,1201.5
349495,2016,576.41,1574.21,1150.97
349495,2017,633.21,1567.8600000000001,1141.77
349495,2018,529.9300000000001,1499.8700000000001,1105.79
349495,2019,607.43,1461.9,1082.56
349495,2020,299.56,1694.82,1212.44
349495,2021,358.93,1628.58,1181.24
349497,2016,473.71,1673.54,1206.5
349497,2017,637.1,1602.4,1160.3
349497,2018,608.1,1595.5,1159
349497,2019,625.4,1582.9,1150.7
349497,2020,299.59999999999997,1767.6,1253.4
349497,2021,411.2,1673.6,1203.8
349498,2016,525.93,1638.03,1186.5
349498,2017,655.9,1577.4,1145.8
349498,2018,516.2,1567.9,1143.8
349498,2019,668.4,1521.7,1116.4
349498,2020,275.2,1736.3,1236.2
349498,2021,386.09999999999997,1643.6,1186.5
349499,2016,593.73,1622.49,1178.98
349499,2017,612.4,1590.7,1154.4
349499,2018,590.2,1542.7,1130.2
349499,2019,640,1529.4,1122.5
349499,2020,311.9,1726.5,1231.3
349499,2021,368.3,1648.6000000000001,1192.1
349502,2016,465.17,1644.04,1191.98
349502,2017,680.16,1582.82,1150.52
349502,2018,573.73,1586.68,1157.94
349502,2019,538.46,1533.97,1125.38
349502,2020,334.69,1740.85,1239.61
349502,2021,467.83,1660.71,1198.94
349503,2016,501.83,1630.41,1181.98
349503,2017,650.4,1570.9,1142.4
349503,2018,518.1,1565.8,1142.5
349503,2019,684.9,1513.1,1111.1
349503,2020,268.8,1731.4,1232.2
349503,2021,413.5,1639,1184.2
349505,2016,525.93,1638.03,1186.5
349505,2017,655.9,1577.4,1145.8
349505,2018,516.2,1567.9,1143.8
349505,2019,668.4,1521.7,1116.4
349505,2020,275.2,1736.3,1236.2
349505,2021,386.09999999999997,1643.6,1186.5
349506,2016,515.96,1660.49,1199.19
349506,2017,659.64,1590.72,1153.63
349506,2018,561.28,1584.6100000000001,1154
349506,2019,651,1547.33,1129.91
349506,2020,279.83,1752.7,1243.78
349506,2021,389.09,1658.3400000000001,1194.67
349507,2016,444.17,1663.92,1201.22
349507,2017,680,1592.5,1155
349507,2018,626.3,1596.9,1161.1
349507,2019,598.5,1545.9,1128.6
349507,2020,308.8,1755.3999999999999,1246.1
349507,2021,441.1,1664.6,1199.1
349508,2016,425.85,1653.66,1195.4
349508,2017,680.79,1587.49,1151.67
349508,2018,635.55,1600.79,1163.9
349508,2019,588.96,1538.12,1123.76
349508,2020,320.89,1759.53,1248.77
349508,2021,451.86,1670.46,1202.01
349509,2016,533.84,1639.44,1188.1
349509,2017,624.4,1591.4,1154
349509,2018,617.2,1558.2,1139
349509,2019,617.9,1566.1,1143.8
349509,2020,316,1739.5,1238.8
349509,2021,392,1655,1194.3
349510,2016,591.11,1596.48,1164.25
349510,2017,568.3,1586.5,1153
349510,2018,513.4,1518.7,1117.2
349510,2019,659.1,1490.6,1099.6
349510,2020,324.3,1705.6,1219.2
349510,2021,336.40000000000003,1639.3,1186.2
349511,2016,458.51,1650.6399999999999,1194.52
349511,2017,712.1,1586,1152.3
349511,2018,602.6,1592.1,1159.5
349511,2019,570,1537.1,1125.5
349511,2020,336.90000000000003,1749,1243.3
349511,2021,473.59999999999997,1664.8,1201
349513,2016,590.98,1596.31,1164.2
349513,2017,568.5,1586.51,1153
349513,2018,514.26,1518.7,1117.2
349513,2019,659.26,1490.6100000000001,1099.6
349513,2020,324.55,1705.62,1219.2
349513,2021,337,1639.31,1186.2
349514,2016,550.67,1633.67,1185.19
349514,2017,623.34,1598.4099999999999,1157.91
349514,2018,651.5600000000001,1556.9,1138.78
349514,2019,609.16,1538.86,1127.66
349514,2020,359.11,1737.79,1236.81
349514,2021,392.58,1661,1198.46
349515,2016,473.71,1673.54,1206.5
349515,2017,637.1,1602.4,1160.3
349515,2018,608.1,1595.5,1159
349515,2019,625.4,1582.9,1150.7
349515,2020,299.59999999999997,1767.6,1253.4
349515,2021,411.2,1673.6,1203.8
349516,2016,603.63,1605.27,1169.34
349516,2017,592.1,1591,1155
349516,2018,558.4,1526,1121.4
349516,2019,681.9,1503.8,1108.3
349516,2020,333.09999999999997,1714.4,1224.6000000000001
349516,2021,356.6,1639.9,1187.2
349517,2016,537.29,1567.33,1147.34
349517,2017,615.3,1544.7,1129.5
349517,2018,521.4,1499.8,1105.8
349517,2019,600.2,1455.8,1080.5
349517,2020,316.6,1692.8,1211.5
349517,2021,385.9,1616.9,1174.9
349518,2016,568.21,1632.4,1184.09
349518,2017,615,1584.21,1149.99
349518,2018,550.04,1554.76,1136.94
349518,2019,648.1800000000001,1545.11,1130.49
349518,2020,291.13,1733.37,1234.14
349518,2021,379.85,1648.07,1190.11
349519,2016,514.85,1646.67,1191.99
349519,2017,620.2,1589.1,1153.8
349519,2018,593.2,1565.8,1142.9
349519,2019,633.4,1571.9,1146.9
349519,2020,302.9,1745.1,1240.2
349519,2021,394.8,1657,1195.4
349520,2016,492.53999999999996,1613.41,1174.69
349520,2017,640.8,1582.5,1149.4
349520,2018,675.6,1537.1,1128.6
349520,2019,584.3,1505.9,1108.9
349520,2020,375.6,1706.2,1220.9
349520,2021,441.3,1640,1186.3
349521,2016,488.66,1610.3400000000001,1170.88
349521,2017,627.9,1557,1136.4
349521,2018,483.8,1552.7,1135.7
349521,2019,691.4,1497.8,1101.9
349521,2020,277.40000000000003,1725.6,1229.1
349521,2021,408.2,1633.2,1182.4
349523,2016,511.87,1656.5500000000002,1197.32
349523,2017,632.4,1591.6,1153.6
349523,2018,567.6,1577.2,1149.5
349523,2019,650.1,1564.1,1140.4
349523,2020,291.1,1752.4,1244.4
349523,2021,392.5,1659.7,1195.8
349524,2016,584.03,1628.53,1182
349524,2017,611.6999999999999,1584.3,1151.7
349524,2018,573.1,1549,1133.7
349524,2019,633.8,1542.5,1129.5
349524,2020,294.5,1732.2,1233.6
349524,2021,373.59999999999997,1648.7,1191.1
349526,2016,476.18,1635.8,1187.3
349526,2017,726,1574.4,1146.6
349526,2018,618.6,1588.4,1159.2
349526,2019,538.7,1526.2,1119.9
349526,2020,381.6,1740.5,1240.3
349526,2021,473.5,1660.3,1199.9
349527,2016,523.63,1581.48,1155.29
349527,2017,631.77,1550.78,1132.16
349527,2018,493.04,1514.41,1114.87
349527,2019,632.72,1472.12,1088.43
349527,2020,308.26,1704.64,1218.56
349527,2021,380.28,1623.07,1177.94
349529,2016,580.67,1581.37,1155.3700000000001
349529,2017,564,1583.7,1151.3
349529,2018,520.7,1497.8,1105.1
349529,2019,646.8,1467,1085.7
349529,2020,306,1688.4,1209.7
349529,2021,343.4,1631.8000000000002,1182.5
349530,2016,442.48,1661.31,1199.66
349530,2017,694.5,1590.5,1153.8
349530,2018,615.2,1598.1,1161.3
349530,2019,586.6,1542.6,1128
349530,2020,317.1,1757,1246.6
349530,2021,454.09999999999997,1664.6000000000001,1199.9
349531,2016,479.19,1649.6100000000001,1192.56
349531,2017,647.2,1578.8,1147.5
349531,2018,554.8000000000001,1580.7,1149.4
349531,2019,633.4,1522.1,1114.7
349531,2020,261.3,1741.3,1237.5
349531,2021,411,1646.9,1188.6
349532,2016,449.3,1653.02,1195.78
349532,2017,682.6999999999999,1588.2,1152.8
349532,2018,586.2,1589,1157
349532,2019,567.4,1539.8,1127.2
349532,2020,316.5,1746.7,1241.8999999999999
349532,2021,460.1,1662,1199
349533,2016,479.19,1649.6100000000001,1192.56
349533,2017,647.2,1578.8,1147.5
349533,2018,554.8000000000001,1580.7,1149.4
349533,2019,633.4,1522.1,1114.7
349533,2020,261.3,1741.3,1237.5
349533,2021,411,1646.9,1188.6
349534,2016,471.62,1626.6200000000001,1179.6100000000001
349534,2017,639.3,1569.2,1141.2
349534,2018,528.9,1567.7,1144.3
349534,2019,700.4,1512.2,1109.5
349534,2020,275.7,1735.5,1234.7
349534,2021,426.3,1642,1186
349535,2016,566.12,1632.82,1184.2
349535,2017,615.4,1584.2,1149.8
349535,2018,547.1,1555.4,1137.3
349535,2019,650,1545.3999999999999,1130.6
349535,2020,290.7,1733.5,1234.2
349535,2021,380.6,1648,1190
349536,2016,501.83,1630.41,1181.98
349536,2017,650.4,1570.9,1142.4
349536,2018,518.1,1565.8,1142.5
349536,2019,684.9,1513.1,1111.1
349536,2020,268.8,1731.4,1232.2
349536,2021,413.5,1639,1184.2
349537,2016,471.66999999999996,1595.8400000000001,1162.3799999999999
349537,2017,631.2,1552.1,1133.1000000000001
349537,2018,470.6,1547.5,1132.4
349537,2019,662.3000000000001,1486.3,1095.5
349537,2020,292.8,1719.5,1226.3
349537,2021,383.2,1631,1181
349538,2016,510.77,1620.06,1176.75
349538,2017,647.2,1573.1,1144.3
349538,2018,493.6,1557.2,1139.1
349538,2019,676.3000000000001,1511.3,1110.6000000000001
349538,2020,282.3,1731.7,1233.7
349538,2021,404,1642.1,1187.4
349540,2016,440.34,1653.93,1196.67
349540,2017,616.3,1590.8,1154.6
349540,2018,593.8,1587.2,1155.8
349540,2019,613,1543,1128.6
349540,2020,323.5,1743.9,1240.8
349540,2021,457.2,1661.8,1198.1
349544,2016,554.25,1629.74,1182.93
349544,2017,621.1,1589.1,1153.6
349544,2018,624.7,1547.2,1132.2
349544,2019,611.9,1549.3,1134.1
349544,2020,334.5,1733.2,1234.6
349544,2021,384.5,1653.2,1193.2
349546,2016,414.23,1639.67,1186.52
349546,2017,623.9,1579,1146.4
349546,2018,549.8,1599.4,1162
349546,2019,625.6,1526.7,1118
349546,2020,261,1759.2,1248
349546,2021,382.5,1670.3,1201.8
349547,2016,512.89,1577.8600000000001,1152.7
349547,2017,635.7,1542.5,1126.2
349547,2018,466.2,1515.6,1115.8
349547,2019,673.5,1470.5,1087.5
349547,2020,318.6,1702.4,1216.4
349547,2021,399.1,1619.8,1174.9
349548,2016,591.11,1596.48,1164.25
349548,2017,568.3,1586.5,1153
349548,2018,513.4,1518.7,1117.2
349548,2019,659.1,1490.6,1099.6
349548,2020,324.3,1705.6,1219.2
349548,2021,336.40000000000003,1639.3,1186.2
349550,2016,597.87,1599.24,1165.46
349550,2017,630.7,1576.9,1146.5
349550,2018,520.9,1522.2,1118
349550,2019,623.4,1490.4,1099.7
349550,2020,297.09999999999997,1713.2,1223.5
349550,2021,332.2,1638.5,1185.8
349555,2016,525.93,1638.03,1186.5
349555,2017,655.9,1577.4,1145.8
349555,2018,516.2,1567.9,1143.8
349555,2019,668.4,1521.7,1116.4
349555,2020,275.2,1736.3,1236.2
349555,2021,386.09999999999997,1643.6,1186.5
349557,2016,455.36,1667.03,1203.5
349557,2017,622.2,1601.3,1160.2
349557,2018,611.4,1593.2,1159.7
349557,2019,623.7,1565.4,1141.9
349557,2020,310.6,1759.5,1248.4
349557,2021,434,1671.4,1204.3
349558,2016,599.32,1599.21,1165.93
349558,2017,602.7,1594.9,1156.7
349558,2018,586.8,1517.2,1116.5
349558,2019,696.4,1497.2,1103.2
349558,2020,349.8,1706.3,1219.1
349558,2021,381.1,1640.3,1186.9
349559,2016,449.3,1653.02,1195.78
349559,2017,682.6999999999999,1588.2,1152.8
349559,2018,586.2,1589,1157
349559,2019,567.4,1539.8,1127.2
349559,2020,316.5,1746.7,1241.8999999999999
349559,2021,460.1,1662,1199
349562,2016,446.84,1667.6200000000001,1203.63
349562,2017,653.7,1596.5,1157.7
349562,2018,621.7,1597.8,1160.8999999999999
349562,2019,614.9,1555.5,1136
349562,2020,308.2,1759.5,1249.1
349562,2021,436.6,1668.8999999999999,1201.5
349564,2016,554.14,1570.42,1149.18
349564,2017,616.3,1556.7,1135.9
349564,2018,517.4,1496.4,1104.5
349564,2019,583.7,1454.3,1077.4
349564,2020,303.5,1690.1000000000001,1210.3
349564,2021,373.90000000000003,1620.6,1176.2
349566,2016,475.67,1678.29,1208.93
349566,2017,664.5,1601,1157.8999999999999
349566,2018,607.8,1600.2,1161.7
349566,2019,627.9,1564.9,1139.7
349566,2020,288.8,1768.7,1252.9
349566,2021,411.79999999999995,1672.8,1203.5
349567,2016,492.96,1657.4,1198.01
349567,2017,636.4,1599.9,1158.5
349567,2018,618.9,1575.9,1149.6
349567,2019,601.6,1579.7,1150.6
349567,2020,327.8,1754.7,1246.3
349567,2021,403,1668.6,1202.2
349569,2016,449.3,1653.02,1195.78
349569,2017,682.6999999999999,1588.2,1152.8
349569,2018,586.2,1589,1157
349569,2019,567.4,1539.8,1127.2
349569,2020,316.5,1746.7,1241.8999999999999
349569,2021,460.1,1662,1199
349570,2016,495.69,1579.42,1153.47
349570,2017,649.3,1541.4,1126.3
349570,2018,476.3,1520.3,1118.2
349570,2019,672.3,1470.6,1087.2
349570,2020,312.8,1704.5,1218.2
349570,2021,393.29999999999995,1618.5,1173.8
349572,2016,613.19,1601.52,1167.3999999999999
349572,2017,609.1,1598.2,1159
349572,2018,624,1514.2,1114.3
349572,2019,686.9,1496.6,1104.3
349572,2020,360.9,1704.5,1219.5
349572,2021,396,1642.4,1188
349573,2016,471.62,1626.6200000000001,1179.6100000000001
349573,2017,639.3,1569.2,1141.2
349573,2018,528.9,1567.7,1144.3
349573,2019,700.4,1512.2,1109.5
349573,2020,275.7,1735.5,1234.7
349573,2021,426.3,1642,1186
349574,2016,599.68,1599.9099999999999,1166.35
349574,2017,603.53,1594.8899999999999,1156.81
349574,2018,589.23,1517.78,1116.86
349574,2019,694.56,1498.25,1103.94
349574,2020,350.27,1706.83,1219.54
349574,2021,381.63,1640.5900000000001,1187.16
349575,2016,458.51,1650.6399999999999,1194.52
349575,2017,712.1,1586,1152.3
349575,2018,602.6,1592.1,1159.5
349575,2019,570,1537.1,1125.5
349575,2020,336.90000000000003,1749,1243.3
349575,2021,473.59999999999997,1664.8,1201
349576,2016,449.3,1653.02,1195.78
349576,2017,682.6999999999999,1588.2,1152.8
349576,2018,586.2,1589,1157
349576,2019,567.4,1539.8,1127.2
349576,2020,316.5,1746.7,1241.8999999999999
349576,2021,460.1,1662,1199
349581,2016,514.72,1647.03,1192.2
349581,2017,620.65,1589.1399999999999,1153.79
349581,2018,592.28,1566.08,1142.93
349581,2019,634.02,1571.67,1146.76
349581,2020,302.5,1745.27,1240.2
349581,2021,394.73,1656.99,1195.3899999999999
349583,2016,476.18,1635.8,1187.3
349583,2017,726,1574.4,1146.6
349583,2018,618.6,1588.4,1159.2
349583,2019,538.7,1526.2,1119.9
349583,2020,381.6,1740.5,1240.3
349583,2021,473.5,1660.3,1199.9
349584,2016,480.21,1639.11,1189.06
349584,2017,707.9,1576.7,1148
349584,2018,592.3,1586.4,1157.4
349584,2019,540.6,1527.3,1121.4
349584,2020,351.7,1737.3,1238.7
349584,2021,488,1657.7,1197.4
349585,2016,444.17,1663.92,1201.22
349585,2017,680,1592.5,1155
349585,2018,626.3,1596.9,1161.1
349585,2019,598.5,1545.9,1128.6
349585,2020,308.8,1755.3999999999999,1246.1
349585,2021,441.1,1664.6,1199.1
349587,2016,495.69,1579.42,1153.47
349587,2017,649.3,1541.4,1126.3
349587,2018,476.3,1520.3,1118.2
349587,2019,672.3,1470.6,1087.2
349587,2020,312.8,1704.5,1218.2
349587,2021,393.29999999999995,1618.5,1173.8
349589,2016,484.17,1653.81,1196.6
349589,2017,630.9,1597.3,1158.7
349589,2018,616.9,1573.3,1147.2
349589,2019,605.2,1558.3,1138.2
349589,2020,336.9,1745.5,1241.4
349589,2021,431,1664.1,1200.1
349590,2016,607.01,1599.15,1165.66
349590,2017,606.3,1583.4,1150.2
349590,2018,516.8,1521.1,1118
349590,2019,638.2,1491.6,1100
349590,2020,311.59999999999997,1710.7,1222.2
349590,2021,330.5,1640.9,1187.2
349591,2016,485.85999999999996,1633.68,1185.73
349591,2017,626.69,1584.22,1150.8899999999999
349591,2018,639.75,1557.09,1139.83
349591,2019,623.25,1525.06,1119.25
349591,2020,359.39,1723.6100000000001,1229.55
349591,2021,455.49,1650.75,1192.38
349593,2016,504.45,1642.35,1190.31
349593,2017,643,1597.7,1157.8
349593,2018,637.1,1562.2,1142.1000000000001
349593,2019,613.8000000000001,1543.2,1130
349593,2020,352,1736.5,1236.4
349593,2021,418.59999999999997,1660.3,1197.6
349595,2016,597.87,1599.24,1165.46
349595,2017,630.7,1576.9,1146.5
349595,2018,520.9,1522.2,1118
349595,2019,623.4,1490.4,1099.7
349595,2020,297.09999999999997,1713.2,1223.5
349595,2021,332.2,1638.5,1185.8
349596,2016,574.12,1617.99,1176.08
349596,2017,627.8,1576.4,1146.5
349596,2018,515,1543.2,1131
349596,2019,641.3,1516.1,1113.8
349596,2020,286.4,1726.8,1231.5
349596,2021,356.2,1645.2,1190.1
349599,2016,584.03,1628.53,1182
349599,2017,611.6999999999999,1584.3,1151.7
349599,2018,573.1,1549,1133.7
349599,2019,633.8,1542.5,1129.5
349599,2020,294.5,1732.2,1233.6
349599,2021,373.59999999999997,1648.7,1191.1
349600,2016,613.19,1601.52,1167.3999999999999
349600,2017,609.1,1598.2,1159
349600,2018,624,1514.2,1114.3
349600,2019,686.9,1496.6,1104.3
349600,2020,360.9,1704.5,1219.5
349600,2021,396,1642.4,1188
349601,2016,494.34000000000003,1560.93,1143.09
349601,2017,639.1,1529.9,1119.9
349601,2018,520.1,1504.3999999999999,1108.9
349601,2019,680.8,1452.3999999999999,1076.3
349601,2020,290.5,1693.4,1212.1
349601,2021,382.9,1608.3,1168.6
349602,2016,457.07,1634.34,1186.16
349602,2017,717.6,1573.6,1146.1
349602,2018,640.7,1592.6000000000001,1161
349602,2019,543.4,1526.6,1120
349602,2020,390.1,1744,1241.8
349602,2021,452.7,1663.2,1201.3
349604,2016,442.48,1661.31,1199.66
349604,2017,694.5,1590.5,1153.8
349604,2018,615.2,1598.1,1161.3
349604,2019,586.6,1542.6,1128
349604,2020,317.1,1757,1246.6
349604,2021,454.09999999999997,1664.6000000000001,1199.9
349606,2016,518.79,1659.88,1198.91
349606,2017,659.5,1590.8000000000002,1153.9
349606,2018,559.6,1584.2,1154.1
349606,2019,654,1548,1130.6
349606,2020,280.5,1752.7,1244.1
349606,2021,388,1658.5,1194.9
349609,2016,457.86,1675.73,1206.92
349609,2017,667.5600000000001,1598.58,1156.72
349609,2018,594.24,1602.31,1162.82
349609,2019,593.47,1546.31,1128.18
349609,2020,278.23,1764.41,1250.4099999999999
349609,2021,424.39,1668.53,1200.6399999999999
349610,2016,588.1999999999999,1570.68,1148.91
349610,2017,626,1571.9,1143.3
349610,2018,549.2,1495,1103.3
349610,2019,635.1999999999999,1458.7,1081.1
349610,2020,295.4,1692,1211.2
349610,2021,367,1628.1,1179.8
349611,2016,574.12,1617.99,1176.08
349611,2017,627.8,1576.4,1146.5
349611,2018,515,1543.2,1131
349611,2019,641.3,1516.1,1113.8
349611,2020,286.4,1726.8,1231.5
349611,2021,356.2,1645.2,1190.1
349612,2016,564.37,1582.39,1156
349612,2017,637.8,1564.7,1140.1
349612,2018,536.1,1512.3,1114
349612,2019,618.1,1471.6,1088.4
349612,2020,299.6,1702.1,1217
349612,2021,347.2,1629.8,1181.6
349613,2016,437.66,1656.14,1197.78
349613,2017,647.5,1591,1154.6
349613,2018,580.4,1591.5,1158.6
349613,2019,581.1,1545.2,1129.2
349613,2020,311.8,1748.4,1243.3
349613,2021,454.9,1664,1198.9
349615,2016,480.21,1639.11,1189.06
349615,2017,707.9,1576.7,1148
349615,2018,592.3,1586.4,1157.4
349615,2019,540.6,1527.3,1121.4
349615,2020,351.7,1737.3,1238.7
349615,2021,488,1657.7,1197.4
349617,2016,475.67,1678.29,1208.93
349617,2017,664.5,1601,1157.8999999999999
349617,2018,607.8,1600.2,1161.7
349617,2019,627.9,1564.9,1139.7
349617,2020,288.8,1768.7,1252.9
349617,2021,411.79999999999995,1672.8,1203.5
349618,2016,546.29,1619.74,1177.1399999999999
349618,2017,636.03,1574.9099999999999,1145.58
349618,2018,499.63,1547.22,1134.1
349618,2019,653.1800000000001,1514.71,1112.49
349618,2020,287.77,1730.1999999999998,1232.8899999999999
349618,2021,368.47,1644.18,1188.68
349619,2016,501.42,1578.93,1153.25
349619,2017,644.78,1541.76,1126.28
349619,2018,472.91,1518.77,1117.47
349619,2019,672.67,1470.54,1087.28
349619,2020,314.71999999999997,1703.86,1217.6599999999999
349619,2021,395.26,1618.99,1174.14
349621,2016,453.42,1627.82,1179.95
349621,2017,624.4,1568.8,1141.1
349621,2018,525.3,1570.5,1145
349621,2019,700.4,1512.9,1108.7
349621,2020,275,1738.5,1235.3999999999999
349621,2021,411.8,1646.5,1188
349622,2016,473.71,1673.54,1206.5
349622,2017,637.1,1602.4,1160.3
349622,2018,608.1,1595.5,1159
349622,2019,625.4,1582.9,1150.7
349622,2020,299.59999999999997,1767.6,1253.4
349622,2021,411.2,1673.6,1203.8
349623,2016,528.56,1620.83,1177.45
349623,2017,645.8,1570.3,1142.8
349623,2018,503.5,1552,1135.8
349623,2019,662,1511.8,1110.1
349623,2020,291.4,1728.1,1231.6
349623,2021,384.9,1639.6,1187
349627,2016,609.33,1606.26,1170.34
349627,2017,582.4,1601.9,1161.7
349627,2018,649.9,1516.3,1116.6
349627,2019,639.8000000000001,1506.1,1109.8
349627,2020,352.8,1711.8,1222.5
349627,2021,382.1,1644.1,1189.5
349628,2016,431.66,1632.58,1184.98
349628,2017,706.7,1568,1142.7
349628,2018,644.3,1590.3999999999999,1160.4
349628,2019,545.9,1525.9,1118.3
349628,2020,374.8,1745.9,1244.1
349628,2021,415.09999999999997,1664.4,1202.3
349629,2016,451.33,1674.83,1206.34
349629,2017,664,1596.5,1155.6
349629,2018,590.5,1601.3,1162.1
349629,2019,589,1543.1,1126.4
349629,2020,279.4,1762.3,1249.3
349629,2021,429.4,1666.9,1199.5
349631,2016,540.8299999999999,1641.1399999999999,1188.56
349631,2017,643.9,1580.4,1148.9
349631,2018,518.8,1567.1,1144.1
349631,2019,674.5,1534.5,1122.6
349631,2020,290.5,1742,1237.9
349631,2021,376,1649.3,1191.3999999999999
349633,2016,500.3,1615.81,1174.06
349633,2017,639.8,1563.1,1139.2
349633,2018,482.8,1554.3,1136.9
349633,2019,690.9,1501.6,1104.7
349633,2020,276.9,1726.6,1230.4
349633,2021,413.9,1635.8,1182.5
349635,2016,501.83,1630.41,1181.98
349635,2017,650.4,1570.9,1142.4
349635,2018,518.1,1565.8,1142.5
349635,2019,684.9,1513.1,1111.1
349635,2020,268.8,1731.4,1232.2
349635,2021,413.5,1639,1184.2
349636,2016,497.14000000000004,1595.24,1162.31
349636,2017,638.4,1551.8999999999999,1131.9
349636,2018,468.8,1542.9,1129.7
349636,2019,681.6,1484.8999999999999,1094.6
349636,2020,296.8,1717.8,1224.4
349636,2021,402.4,1628.7,1179.8
349637,2016,438.28,1647.45,1190.99
349637,2017,641.09,1583.71,1149.93
349637,2018,564.17,1590.53,1155.56
349637,2019,687.97,1530.25,1119.49
349637,2020,278.96,1752.04,1243.7
349637,2021,441.44,1661.14,1196.68
349639,2016,528.56,1620.83,1177.45
349639,2017,645.8,1570.3,1142.8
349639,2018,503.5,1552,1135.8
349639,2019,662,1511.8,1110.1
349639,2020,291.4,1728.1,1231.6
349639,2021,384.9,1639.6,1187
349641,2016,603.63,1605.27,1169.34
349641,2017,592.1,1591,1155
349641,2018,558.4,1526,1121.4
349641,2019,681.9,1503.8,1108.3
349641,2020,333.09999999999997,1714.4,1224.6000000000001
349641,2021,356.6,1639.9,1187.2
349642,2016,423.21,1643.3500000000001,1188.6399999999999
349642,2017,632.4,1579.3,1146
349642,2018,549.4,1595.7,1160
349642,2019,672,1529.3,1118.3999999999999
349642,2020,271.1,1756.3,1246.1
349642,2021,411.8,1665.7,1199.2
349643,2016,574.12,1617.99,1176.08
349643,2017,627.8,1576.4,1146.5
349643,2018,515,1543.2,1131
349643,2019,641.3,1516.1,1113.8
349643,2020,286.4,1726.8,1231.5
349643,2021,356.2,1645.2,1190.1
349645,2016,505.06,1596.85,1163.6
349645,2017,638.1,1552.5,1132.8
349645,2018,461.5,1534,1124.9
349645,2019,681.8,1484.3,1094.1
349645,2020,297.7,1714,1223.1
349645,2021,408.8,1626.9,1178.4
349648,2016,504.21000000000004,1654.61,1195.56
349648,2017,657.7,1584.2,1149.5
349648,2018,549.1,1580.4,1150.4
349648,2019,623.9,1526.6,1117.5
349648,2020,262.2,1743.2,1238.3
349648,2021,387.2,1649.4,1189.8
349649,2016,504.15999999999997,1652,1194.89
349649,2017,624.41,1592.43,1155.42
349649,2018,601.5600000000001,1571.11,1146.05
349649,2019,627.44,1577.27,1149.54
349649,2020,305.29,1750.12,1243.14
349649,2021,398.39,1661.1100000000001,1197.65
349650,2016,504.45,1642.35,1190.31
349650,2017,643,1597.7,1157.8
349650,2018,637.1,1562.2,1142.1000000000001
349650,2019,613.8000000000001,1543.2,1130
349650,2020,352,1736.5,1236.4
349650,2021,418.59999999999997,1660.3,1197.6
349653,2016,443.48,1662.85,1200.67
349653,2017,685.63,1591.7,1154.52
349653,2018,622,1597.3799999999999,1161.18
349653,2019,593.89,1544.59,1128.36
349653,2020,312.03000000000003,1756.04,1246.3
349653,2021,446.12,1664.6100000000001,1199.42
349654,2016,505.06,1596.85,1163.6
349654,2017,638.1,1552.5,1132.8
349654,2018,461.5,1534,1124.9
349654,2019,681.8,1484.3,1094.1
349654,2020,297.7,1714,1223.1
349654,2021,408.8,1626.9,1178.4
349655,2016,599.32,1599.21,1165.93
349655,2017,602.7,1594.9,1156.7
349655,2018,586.8,1517.2,1116.5
349655,2019,696.4,1497.2,1103.2
349655,2020,349.8,1706.3,1219.1
349655,2021,381.1,1640.3,1186.9
349656,2016,540.8299999999999,1641.1399999999999,1188.56
349656,2017,643.9,1580.4,1148.9
349656,2018,518.8,1567.1,1144.1
