UID,gridmet_id
350738,564184
350783,564184
351121,564184
351348,564184
351624,564184
351859,564184
352004,564184
352151,564184
352155,564184
352172,564184
352428,564184
352545,564184
352884,564184
353195,564184
353272,564184
353500,564184
353623,564184
353642,564184
353723,564184
353776,564184
353889,564184
353906,564184
354018,564184
354051,564184
354297,564184
354340,564184
354754,564184
354910,564184
377621,564184
570203,564184
570205,564184
570206,564184
570207,564184
570208,564184
570210,564184
570211,564184
570221,564184
570222,564184
570223,564184
570633,564184
570893,564184
570894,564184
571022,564184
571024,564184
571098,564184
571099,564184
571372,564184
571384,564184
1228268,564184
1244000,564184
1244052,564184
1244053,564184
1370464,564184
1370627,564184
1370784,564184
1370988,564184
1371179,564184
1371230,564184
1371238,564184
1371630,564184
1371637,564184
1430649,564184
1430668,564184
1430795,564184
347508,564185
347512,564185
348798,564185
348827,564185
348911,564185
349223,564185
349385,564185
349694,564185
349806,564185
349892,564185
351028,564185
351140,564185
351186,564185
352219,564185
352345,564185
352501,564185
352689,564185
352834,564185
352837,564185
353120,564185
353273,564185
353759,564185
354087,564185
354298,564185
354625,564185
376477,564185
377394,564185
570234,564185
570235,564185
570236,564185
570251,564185
570253,564185
570254,564185
570255,564185
570256,564185
570257,564185
570258,564185
570259,564185
570261,564185
570262,564185
570264,564185
571088,564185
571268,564185
571276,564185
1244004,564185
1244006,564185
1244010,564185
1244011,564185
1244012,564185
1244013,564185
1244054,564185
1244058,564185
1370628,564185
1371130,564185
1371213,564185
1371275,564185
1371378,564185
1371440,564185
1371453,564185
1371845,564185
1379951,564185
1381243,564185
1430664,564185
1430666,564185
1430667,564185
1430674,564185
1430679,564185
1430689,564185
1430881,564185
347502,564186
347597,564186
347726,564186
347747,564186
347757,564186
347812,564186
347842,564186
347877,564186
347958,564186
347977,564186
347978,564186
348033,564186
348083,564186
348089,564186
348107,564186
348130,564186
348276,564186
348469,564186
348475,564186
348500,564186
348627,564186
348774,564186
348874,564186
349004,564186
349360,564186
349436,564186
349676,564186
349689,564186
349914,564186
350071,564186
350758,564186
350767,564186
351044,564186
351051,564186
351103,564186
351296,564186
351326,564186
351489,564186
351508,564186
351847,564186
352062,564186
352066,564186
352091,564186
352365,564186
352401,564186
352759,564186
352912,564186
352947,564186
352975,564186
353106,564186
353166,564186
353484,564186
353664,564186
353702,564186
354274,564186
354336,564186
354341,564186
354523,564186
354555,564186
354611,564186
354790,564186
354869,564186
570266,564186
570267,564186
570276,564186
570277,564186
570278,564186
570279,564186
570280,564186
570281,564186
570282,564186
570283,564186
570284,564186
570285,564186
1228342,564186
1244019,564186
1370663,564186
1370795,564186
1370838,564186
1370843,564186
1370948,564186
1370954,564186
1370978,564186
1371182,564186
1371282,564186
1371293,564186
1371320,564186
1371429,564186
1371447,564186
1371923,564186
1430685,564186
1430686,564186
1430687,564186
347580,564187
347646,564187
348166,564187
348333,564187
348570,564187
348807,564187
348842,564187
348952,564187
349205,564187
349468,564187
349564,564187
349828,564187
350048,564187
350118,564187
350442,564187
350684,564187
350686,564187
351264,564187
351577,564187
351870,564187
351874,564187
352074,564187
352381,564187
352570,564187
352811,564187
352869,564187
353283,564187
353372,564187
353535,564187
353904,564187
353995,564187
354333,564187
354856,564187
354963,564187
570286,564187
570301,564187
570302,564187
570303,564187
570304,564187
570305,564187
570307,564187
570308,564187
570309,564187
570310,564187
570311,564187
570312,564187
570313,564187
570314,564187
570315,564187
570321,564187
570322,564187
570323,564187
570333,564187
570334,564187
570991,564187
1228130,564187
1228238,564187
1228335,564187
1370878,564187
1370951,564187
1371047,564187
1371312,564187
1371347,564187
1371412,564187
1371537,564187
1371929,564187
1430693,564187
347908,564188
348053,564188
348254,564188
348424,564188
348511,564188
348630,564188
348743,564188
349254,564188
349467,564188
349495,564188
349964,564188
350052,564188
350284,564188
350295,564188
350582,564188
350700,564188
350880,564188
351141,564188
351442,564188
351548,564188
351592,564188
351598,564188
351774,564188
352493,564188
352600,564188
352665,564188
352718,564188
352805,564188
353145,564188
353383,564188
353393,564188
353512,564188
353555,564188
353962,564188
568854,564188
568865,564188
568866,564188
568867,564188
568868,564188
568869,564188
570318,564188
570320,564188
570324,564188
570325,564188
570328,564188
570329,564188
570330,564188
570331,564188
571081,564188
1228120,564188
1228274,564188
1228301,564188
1370560,564188
1370999,564188
1371077,564188
1371120,564188
1371263,564188
1371317,564188
1371443,564188
1371594,564188
1371647,564188
1430251,564188
1430252,564188
1430253,564188
1430254,564188
1430255,564188
1430256,564188
347552,564189
347633,564189
347775,564189
347823,564189
347960,564189
348167,564189
348187,564189
348289,564189
348387,564189
348529,564189
348780,564189
348785,564189
348843,564189
348967,564189
349195,564189
349383,564189
349435,564189
349610,564189
349801,564189
350015,564189
350046,564189
350051,564189
350220,564189
350445,564189
351130,564189
351159,564189
351259,564189
351267,564189
351413,564189
351473,564189
351574,564189
351791,564189
351911,564189
351968,564189
352120,564189
352150,564189
352235,564189
352319,564189
352320,564189
352443,564189
352565,564189
352726,564189
352750,564189
352776,564189
352821,564189
352851,564189
353103,564189
353117,564189
353332,564189
353473,564189
353586,564189
353587,564189
354043,564189
354157,564189
354159,564189
354379,564189
354429,564189
354858,564189
354884,564189
568822,564189
568824,564189
568826,564189
568828,564189
568829,564189
568830,564189
568834,564189
568852,564189
568853,564189
568857,564189
568858,564189
568859,564189
568860,564189
568861,564189
568863,564189
570718,564189
570826,564189
570827,564189
571240,564189
1228042,564189
1228154,564189
1228350,564189
1370479,564189
1370482,564189
1370582,564189
1370611,564189
1370721,564189
1370886,564189
1371005,564189
1371061,564189
1371401,564189
1371415,564189
1371521,564189
1371764,564189
1371859,564189
1430886,564189
347731,564190
347774,564190
347873,564190
347914,564190
348375,564190
348608,564190
348704,564190
348714,564190
349266,564190
349350,564190
349375,564190
349393,564190
349490,564190
349529,564190
350176,564190
350177,564190
350308,564190
350912,564190
351291,564190
351328,564190
351363,564190
351476,564190
351551,564190
351616,564190
352034,564190
352059,564190
352360,564190
352676,564190
352802,564190
352967,564190
353052,564190
353086,564190
353645,564190
353746,564190
354037,564190
354623,564190
354677,564190
568792,564190
568793,564190
568798,564190
568799,564190
568800,564190
568801,564190
568802,564190
568803,564190
568814,564190
568819,564190
568835,564190
568836,564190
570735,564190
570881,564190
570882,564190
1228064,564190
1228123,564190
1228315,564190
1228392,564190
1370567,564190
1370570,564190
1370829,564190
1371280,564190
1371325,564190
1371354,564190
1371528,564190
1371762,564190
1371921,564190
352377,565589
374091,565589
375115,565589
375804,565589
376095,565589
376201,565589
376354,565589
376572,565589
377401,565589
377807,565589
378102,565589
378540,565589
379343,565589
1380033,565589
1380273,565589
1380904,565589
1380974,565589
350983,565590
351629,565590
352113,565590
352512,565590
353810,565590
373817,565590
373895,565590
374061,565590
374243,565590
374303,565590
374419,565590
374432,565590
375371,565590
376100,565590
376753,565590
376861,565590
377188,565590
378144,565590
378297,565590
378810,565590
379290,565590
573959,565590
574095,565590
574504,565590
1230946,565590
1231048,565590
1231084,565590
1379804,565590
1379987,565590
1380394,565590
1380712,565590
1381019,565590
1381172,565590
1381292,565590
1381368,565590
1432006,565590
1432413,565590
347933,565591
350592,565591
351542,565591
353330,565591
353743,565591
354209,565591
373838,565591
373995,565591
374026,565591
374170,565591
374213,565591
374549,565591
374783,565591
375029,565591
375360,565591
375476,565591
375539,565591
375728,565591
375736,565591
375791,565591
375903,565591
375976,565591
376057,565591
376604,565591
376619,565591
376681,565591
376693,565591
376811,565591
377054,565591
377441,565591
377510,565591
377805,565591
377830,565591
377884,565591
378018,565591
378362,565591
378450,565591
378943,565591
573862,565591
574894,565591
574895,565591
575395,565591
575471,565591
1230872,565591
1230890,565591
1231117,565591
1379818,565591
1379874,565591
1380472,565591
1380570,565591
1432256,565591
1432434,565591
1432436,565591
1432437,565591
1432438,565591
348538,565592
348937,565592
349187,565592
350022,565592
350218,565592
350447,565592
350803,565592
351980,565592
352256,565592
352607,565592
352915,565592
353006,565592
353015,565592
353516,565592
353891,565592
354116,565592
373818,565592
374102,565592
374139,565592
374376,565592
375030,565592
375602,565592
376011,565592
376156,565592
376391,565592
376876,565592
377210,565592
377399,565592
378327,565592
378387,565592
378398,565592
378443,565592
378497,565592
378796,565592
378882,565592
378897,565592
568769,565592
568771,565592
568772,565592
568775,565592
570583,565592
570584,565592
570585,565592
570875,565592
570876,565592
573791,565592
573806,565592
573931,565592
574892,565592
574893,565592
574901,565592
574902,565592
574904,565592
575394,565592
1207249,565592
1228406,565592
1244498,565592
1371204,565592
1371374,565592
1371413,565592
1371555,565592
1371833,565592
1380454,565592
1380553,565592
1380765,565592
1380794,565592
1381232,565592
1381382,565592
1430213,565592
1430214,565592
1430215,565592
1430221,565592
1430222,565592
1430224,565592
1430225,565592
347517,565593
347550,565593
347565,565593
347708,565593
347805,565593
348314,565593
348666,565593
348864,565593
349016,565593
349049,565593
349211,565593
349391,565593
349440,565593
349570,565593
349693,565593
349796,565593
349934,565593
349946,565593
350085,565593
350157,565593
350509,565593
351306,565593
351414,565593
351766,565593
351815,565593
351840,565593
351902,565593
352095,565593
352629,565593
352716,565593
352840,565593
352845,565593
353158,565593
353246,565593
353848,565593
353946,565593
354089,565593
354461,565593
354550,565593
354707,565593
373873,565593
375617,565593
378244,565593
379385,565593
568776,565593
568777,565593
570187,565593
570188,565593
570189,565593
570190,565593
570191,565593
570196,565593
570874,565593
1228114,565593
1228312,565593
1228324,565593
1243934,565593
1244001,565593
1370665,565593
1370859,565593
1371107,565593
1371143,565593
1371300,565593
1371663,565593
1371879,565593
1371891,565593
1379928,565593
1430218,565593
1430219,565593
1430220,565593
1430640,565593
1430641,565593
1430643,565593
347879,565594
348035,565594
348600,565594
349547,565594
349684,565594
349960,565594
350112,565594
350121,565594
350238,565594
350530,565594
351052,565594
351125,565594
352383,565594
352605,565594
352765,565594
352780,565594
353606,565594
354008,565594
354106,565594
354120,565594
354882,565594
570197,565594
570198,565594
570199,565594
570216,565594
570217,565594
570218,565594
1228084,565594
1228087,565594
1371168,565594
1371769,565594
1371894,565594
1371912,565594
1430642,565594
1430644,565594
1430645,565594
1430646,565594
1430650,565594
1430653,565594
1430655,565594
1430656,565594
347763,565595
347780,565595
347904,565595
348249,565595
348528,565595
348540,565595
348747,565595
348872,565595
349149,565595
349309,565595
349348,565595
349397,565595
349461,565595
349527,565595
349962,565595
350367,565595
350771,565595
351197,565595
351203,565595
351213,565595
351225,565595
351695,565595
351894,565595
352025,565595
352087,565595
352129,565595
352261,565595
352268,565595
352273,565595
352276,565595
352309,565595
352417,565595
352449,565595
352498,565595
352682,565595
352751,565595
352965,565595
353322,565595
353367,565595
353404,565595
353406,565595
353474,565595
353514,565595
353666,565595
353699,565595
353737,565595
353824,565595
353845,565595
354134,565595
354357,565595
354571,565595
354672,565595
354959,565595
570220,565595
570224,565595
570226,565595
570227,565595
570230,565595
570246,565595
570260,565595
570982,565595
571010,565595
571011,565595
1228372,565595
1244007,565595
1244008,565595
1244009,565595
1244050,565595
1244051,565595
1370443,565595
1370604,565595
1370671,565595
1370783,565595
1370975,565595
1371085,565595
1371456,565595
1371651,565595
1430657,565595
1430671,565595
1430673,565595
1430675,565595
1430676,565595
1430677,565595
1430803,565595
347522,565596
347789,565596
347837,565596
347881,565596
347923,565596
348584,565596
348676,565596
349002,565596
349117,565596
349364,565596
349425,565596
349485,565596
349762,565596
349811,565596
349827,565596
349832,565596
349896,565596
350042,565596
350287,565596
350500,565596
350666,565596
350763,565596
350805,565596
351435,565596
351455,565596
351494,565596
351514,565596
351540,565596
351689,565596
351818,565596
351921,565596
352201,565596
352448,565596
352575,565596
352877,565596
353059,565596
353082,565596
353242,565596
353375,565596
353388,565596
353492,565596
353544,565596
353599,565596
353981,565596
354079,565596
354154,565596
354323,565596
354360,565596
354465,565596
354530,565596
354719,565596
354836,565596
354915,565596
354918,565596
570247,565596
570248,565596
570249,565596
570270,565596
570271,565596
570274,565596
570275,565596
570287,565596
570288,565596
570289,565596
570293,565596
1228181,565596
1228304,565596
1228360,565596
1228379,565596
1244014,565596
1244015,565596
1244016,565596
1244017,565596
1244020,565596
1370462,565596
1370495,565596
1371067,565596
1371176,565596
1371307,565596
1371390,565596
1371578,565596
1371670,565596
1371775,565596
1371786,565596
1371835,565596
1430680,565596
1430681,565596
1430682,565596
1430683,565596
1430684,565596
347648,565597
347663,565597
347674,565597
347802,565597
347816,565597
347936,565597
347944,565597
348384,565597
348390,565597
348498,565597
348792,565597
348949,565597
349612,565597
349754,565597
349930,565597
350120,565597
350320,565597
350462,565597
350847,565597
350858,565597
351043,565597
351210,565597
351211,565597
351268,565597
351278,565597
351350,565597
351416,565597
351431,565597
351511,565597
351525,565597
351585,565597
351682,565597
351743,565597
351769,565597
351806,565597
351892,565597
351934,565597
351971,565597
352058,565597
352111,565597
352252,565597
352348,565597
352362,565597
352370,565597
352567,565597
352609,565597
352624,565597
352788,565597
352950,565597
353171,565597
353178,565597
353199,565597
353202,565597
353366,565597
353380,565597
353423,565597
353511,565597
353679,565597
353680,565597
353783,565597
353936,565597
354140,565597
354245,565597
354270,565597
354293,565597
354579,565597
354639,565597
354849,565597
354854,565597
354907,565597
568995,565597
568996,565597
568997,565597
568998,565597
569000,565597
569001,565597
569002,565597
569004,565597
569005,565597
569006,565597
569007,565597
569008,565597
569012,565597
569013,565597
569017,565597
569018,565597
570290,565597
570291,565597
570297,565597
570298,565597
570300,565597
570306,565597
570733,565597
570749,565597
570946,565597
570975,565597
571041,565597
571042,565597
571091,565597
1228030,565597
1228258,565597
1228380,565597
1228385,565597
1370472,565597
1370475,565597
1370658,565597
1370735,565597
1370738,565597
1370782,565597
1370962,565597
1370985,565597
1371142,565597
1371185,565597
1371234,565597
1371404,565597
1371520,565597
1371526,565597
1371529,565597
1371758,565597
1430295,565597
1430296,565597
347518,565598
347581,565598
347730,565598
348017,565598
348023,565598
348117,565598
348256,565598
348285,565598
348307,565598
348428,565598
348484,565598
348664,565598
348674,565598
348681,565598
348755,565598
348832,565598
348921,565598
348932,565598
348951,565598
348964,565598
349009,565598
349148,565598
349166,565598
349235,565598
349329,565598
349338,565598
349381,565598
349550,565598
349590,565598
349808,565598
349858,565598
349943,565598
350054,565598
350233,565598
350281,565598
350341,565598
350379,565598
350703,565598
350749,565598
350801,565598
350806,565598
350960,565598
351124,565598
351231,565598
351281,565598
351305,565598
351320,565598
351386,565598
351389,565598
351406,565598
351422,565598
351423,565598
351457,565598
351560,565598
351641,565598
351651,565598
351761,565598
351827,565598
352068,565598
352197,565598
352366,565598
352403,565598
352445,565598
352452,565598
352458,565598
352559,565598
352681,565598
352717,565598
352755,565598
352918,565598
353050,565598
353216,565598
353413,565598
353568,565598
353674,565598
353707,565598
353862,565598
353990,565598
354117,565598
354125,565598
354198,565598
354264,565598
354507,565598
354558,565598
354690,565598
354765,565598
354860,565598
354893,565598
354897,565598
568870,565598
568871,565598
568872,565598
568874,565598
568876,565598
569093,565598
569094,565598
570316,565598
570317,565598
570319,565598
570879,565598
570939,565598
570942,565598
570943,565598
570945,565598
570949,565598
571305,565598
1228137,565598
1228344,565598
1370404,565598
1370654,565598
1370705,565598
1370733,565598
1370865,565598
1370927,565598
1371311,565598
1371386,565598
1371469,565598
1371481,565598
1371496,565598
1371698,565598
1371737,565598
1371831,565598
1371904,565598
1430248,565598
1430694,565598
1430695,565598
1430696,565598
1430697,565598
1430698,565598
347507,565599
347514,565599
347605,565599
347662,565599
347782,565599
347853,565599
347865,565599
347922,565599
347930,565599
348051,565599
348297,565599
348298,565599
348322,565599
348396,565599
348583,565599
348651,565599
349075,565599
349179,565599
349261,565599
349282,565599
349387,565599
349396,565599
350079,565599
350080,565599
350204,565599
350221,565599
350593,565599
350713,565599
350775,565599
350835,565599
