UID,irr2006,irr2007,irr2008,irr2009,irr2010,irr2011,irr2012,irr2013,irr2014,irr2015,irr2016,irr2017,irr2018
350165,0,0,0,0,0,0,0,0,0,0,0,0,0
350166,1,1,1,1,1,1,1,1,1,1,1,1,1
350167,0,0,0,0,0,0,0,0,0,0,0,0,0
350169,0,0,0,0,0,0,0,0,0,0,0,0,0
350170,1,1,1,1,0,1,1,0,1,1,0,1,1
350172,1,1,0,1,1,1,1,1,1,1,1,1,1
350174,0,0,0,0,0,0,0,0,0,0,0,0,0
350175,0,0,0,0,0,0,0,0,0,0,0,0,0
350176,0,0,0,0,0,0,0,0,0,0,0,0,0
350177,0,0,0,0,0,0,0,0,0,0,0,0,0
350178,0,0,0,0,0,0,0,0,0,0,0,0,0
350179,1,1,0,1,1,1,1,1,1,1,1,1,1
350180,1,1,1,1,1,1,1,1,1,1,1,1,1
350181,0,1,1,1,1,1,1,1,1,1,1,1,1
350182,0,0,0,0,0,0,0,0,0,0,0,0,0
350183,0,0,0,0,0,0,0,0,0,0,0,0,0
350184,0,0,0,0,0,0,0,0,0,0,0,0,0
350185,0,0,0,0,0,0,0,0,0,0,0,0,0
350187,0,0,0,0,0,0,0,0,0,0,0,0,0
350188,0,0,0,0,0,0,0,0,0,0,0,0,0
350189,1,1,1,1,1,1,1,1,1,1,1,1,1
350190,1,1,1,1,1,1,1,1,1,1,1,1,1
350191,0,0,0,0,0,0,0,0,0,0,0,0,0
350192,1,1,1,0,1,1,1,1,1,1,0,1,1
350195,0,0,0,0,0,0,0,0,0,0,0,0,0
350197,0,0,0,0,0,0,0,0,0,0,0,0,0
350198,0,0,0,0,0,0,0,0,0,0,0,0,0
350200,0,0,0,0,0,0,0,0,0,0,0,0,0
350201,0,0,0,0,0,0,0,0,0,0,0,0,0
350204,0,0,0,0,0,0,0,0,0,0,0,0,0
350205,1,0,1,1,0,0,1,1,1,0,1,1,1
350207,0,0,0,0,0,0,0,0,0,0,0,0,0
350208,0,0,0,0,0,0,0,0,0,0,0,0,0
350211,0,0,0,0,0,0,0,0,0,0,0,0,0
350214,0,0,0,0,0,0,0,0,0,0,0,0,0
350216,0,0,0,0,0,0,0,0,0,0,0,0,0
350218,0,0,0,0,0,0,0,0,0,0,0,0,0
350219,0,0,0,0,0,0,0,0,0,0,0,0,0
350220,0,0,0,0,0,0,0,0,0,0,0,0,0
350221,0,0,0,0,0,0,0,0,0,0,0,0,0
350222,0,0,0,0,0,0,0,0,0,0,0,0,0
350224,0,0,0,0,0,0,0,0,0,0,0,0,0
350225,0,0,0,0,0,0,0,0,0,0,0,0,0
350226,0,0,0,0,0,0,0,0,0,0,0,0,0
350227,0,0,0,0,0,0,0,0,0,0,0,0,0
350230,0,0,0,0,0,0,0,0,0,0,0,0,0
350231,1,1,1,1,1,1,1,1,1,1,1,1,1
350233,0,0,0,0,0,0,0,0,0,0,0,0,0
350234,0,0,0,0,0,0,0,0,0,0,0,0,0
350235,0,0,0,0,0,0,0,0,0,0,0,0,0
350237,0,0,0,0,0,0,0,0,0,0,0,0,0
350238,0,0,0,0,0,0,0,0,0,0,0,0,0
350239,0,0,0,0,0,0,0,0,0,0,0,0,0
350241,0,0,0,0,0,0,0,0,0,0,0,0,0
350242,1,1,1,1,1,1,1,1,1,1,1,1,1
350244,0,0,0,0,0,0,0,0,0,0,0,0,0
350245,0,0,1,0,1,1,1,1,0,1,1,0,1
350246,1,1,1,1,1,1,1,1,1,1,1,1,1
350249,0,0,0,0,0,0,0,0,0,0,0,0,0
350250,0,0,0,0,0,0,0,0,0,0,0,0,0
350252,0,0,0,0,0,0,0,0,0,0,0,0,0
350253,0,0,0,0,0,0,0,0,0,0,0,0,0
350255,1,1,1,1,1,1,1,1,1,1,1,1,1
350256,0,0,0,0,0,0,0,0,0,0,0,0,0
350261,0,0,0,0,0,0,0,0,0,0,0,0,0
350262,1,0,1,0,1,1,1,0,1,0,1,1,1
350263,0,0,0,0,0,0,0,0,0,0,0,0,0
350265,0,0,0,0,0,0,0,0,0,0,0,0,0
350266,0,0,0,0,0,0,0,0,0,0,0,0,0
350267,0,0,0,0,0,0,0,0,0,0,0,0,0
350268,0,0,0,0,0,0,0,0,0,0,0,0,0
350269,0,0,0,0,0,0,0,0,0,0,0,0,0
350270,0,0,0,0,0,0,0,0,0,0,0,0,0
350271,0,0,0,0,0,0,0,0,0,0,0,0,0
350272,1,1,1,1,1,1,1,1,1,1,1,1,1
350275,0,0,0,0,0,0,0,0,0,0,0,0,0
350277,0,0,0,0,0,0,0,0,0,0,0,0,0
350278,0,0,0,0,0,0,0,0,0,0,0,0,0
350281,0,0,0,0,0,0,0,0,0,0,0,0,0
350283,0,0,0,0,0,0,0,0,0,0,0,0,0
350284,0,0,0,0,0,0,0,0,0,0,0,0,0
350285,0,0,0,0,0,0,0,0,0,0,0,0,0
350286,1,1,1,1,1,1,1,1,1,1,1,1,1
350287,0,0,0,0,0,0,0,0,0,0,0,0,0
350289,0,0,0,0,0,0,0,0,0,0,0,0,0
350290,0,0,0,0,0,0,0,0,0,0,0,0,0
350291,0,1,1,1,1,1,1,1,1,1,1,1,1
350295,0,0,0,0,0,0,0,0,0,0,0,0,0
350297,0,0,0,0,0,0,0,0,0,0,0,0,0
350299,0,0,0,0,0,0,0,0,0,0,0,0,0
350300,0,0,0,0,0,0,0,0,0,0,0,0,0
350302,0,0,0,0,0,0,0,0,0,0,0,0,0
350304,0,0,0,0,0,0,0,0,0,0,0,0,0
350307,0,0,0,0,0,0,0,0,0,0,0,0,0
350308,0,0,0,0,0,0,0,0,0,0,0,0,0
350309,0,0,0,0,0,0,0,0,0,0,0,0,0
350310,0,0,0,0,0,0,0,0,0,0,0,0,0
350311,0,0,0,0,0,0,0,0,0,0,0,0,0
350312,1,1,1,1,1,1,1,1,1,1,1,1,1
350313,0,0,0,0,0,0,0,0,0,0,0,0,0
350314,0,0,0,0,0,0,0,0,0,0,0,0,0
350316,0,0,0,0,0,0,0,0,0,0,0,0,0
350319,0,0,0,0,0,0,0,0,0,0,0,0,0
350320,0,0,0,0,0,0,0,0,0,0,0,0,0
350321,0,0,0,0,0,0,0,0,0,0,0,0,0
350322,0,0,0,0,0,0,0,0,0,0,0,0,0
350323,0,0,0,0,0,0,0,0,0,0,0,0,0
350324,0,0,0,0,0,0,0,0,0,0,0,0,0
350325,1,1,1,1,1,1,1,1,1,1,1,1,1
350326,0,0,0,0,0,0,0,0,0,0,0,0,0
350329,1,1,1,1,1,1,1,1,1,1,1,1,1
350330,0,0,0,0,0,0,0,0,0,0,0,0,0
350331,0,0,0,0,0,0,0,0,0,0,0,0,0
350334,0,0,0,0,0,0,0,0,0,0,0,0,0
350335,0,0,0,0,0,0,0,0,0,0,0,0,0
350336,0,0,0,0,0,0,0,0,0,0,0,0,0
350338,0,0,0,0,0,0,0,0,0,0,0,0,0
350339,0,0,0,0,0,0,0,0,0,0,0,0,0
350340,0,0,0,0,0,0,0,0,0,0,0,0,0
350341,0,0,0,0,0,0,0,0,0,0,0,0,0
350342,1,1,0,1,1,0,1,1,0,1,1,0,1
350344,0,0,0,0,0,0,0,0,0,0,0,0,0
350346,1,1,1,1,1,1,1,1,1,1,1,1,1
350347,0,0,0,0,0,0,0,0,0,0,0,0,0
350348,0,0,0,0,0,0,0,0,0,0,0,0,0
350349,0,0,0,0,0,0,0,0,0,0,0,0,0
350350,0,0,0,0,0,0,0,0,0,0,0,0,0
350352,0,0,0,0,0,0,0,0,0,0,0,0,0
350353,0,0,0,0,0,0,0,0,0,0,0,0,0
350356,0,0,0,0,0,0,0,0,0,0,0,0,0
350360,1,1,0,1,0,1,1,0,1,1,1,0,1
350362,0,0,0,0,0,0,0,0,0,0,0,0,0
350363,0,0,0,0,0,0,0,0,0,0,0,0,0
350364,1,1,1,1,1,1,1,1,1,1,1,1,1
350365,0,0,0,0,0,0,0,0,0,0,0,0,0
350366,0,0,0,0,0,0,0,0,0,0,0,0,0
350367,0,0,0,0,0,0,0,0,0,0,0,0,0
350368,1,1,1,1,1,1,1,1,1,1,1,1,1
350369,0,0,0,0,0,0,0,0,0,0,0,0,0
350370,0,0,0,0,0,0,0,0,0,0,0,0,0
350371,0,0,0,0,0,0,0,0,0,0,0,0,0
350372,1,1,1,1,1,1,1,1,1,1,1,1,1
350373,1,1,1,1,1,1,1,1,1,1,1,1,1
350374,0,0,0,0,0,0,0,0,0,0,0,0,0
350376,0,0,0,0,0,0,0,0,0,0,0,0,0
350377,0,0,0,0,0,0,0,0,0,0,0,0,0
350378,0,0,0,0,0,0,0,0,0,0,0,0,0
350379,0,0,0,0,0,0,0,0,0,0,0,0,0
350380,1,1,1,1,1,1,1,1,1,1,1,1,1
350381,1,1,1,1,1,1,1,1,1,1,1,1,1
350382,1,1,1,1,1,1,1,1,1,1,1,1,1
350386,0,0,0,0,0,0,0,0,0,0,0,0,0
350387,1,1,1,1,1,1,1,1,0,1,1,1,0
350388,1,1,1,1,1,1,1,1,1,1,1,1,1
350390,0,0,0,0,0,0,0,0,0,0,0,0,0
350392,0,0,0,0,0,0,0,0,0,0,0,0,0
350393,1,1,1,1,0,1,1,1,0,1,0,1,1
350398,0,1,1,1,1,1,1,1,1,1,1,1,1
350399,0,1,0,1,1,0,1,0,1,0,1,0,1
350401,1,1,1,1,1,1,1,1,1,1,1,1,1
350402,0,0,0,0,0,0,0,0,0,0,0,0,0
350403,0,0,0,0,0,0,0,0,0,0,0,0,0
350404,0,0,0,0,0,0,0,0,0,0,0,0,0
350406,0,0,0,0,0,0,0,0,0,0,0,0,0
350410,0,0,0,0,0,0,0,0,0,0,0,0,0
350411,0,0,0,0,0,0,0,0,0,0,0,0,0
350412,0,0,0,0,0,0,0,0,0,0,0,0,0
350413,0,0,0,0,0,0,0,0,0,0,0,0,0
350415,1,1,1,1,1,1,1,1,1,1,0,1,1
350416,0,0,0,0,0,0,0,0,0,0,0,0,0
350417,0,0,0,0,0,0,0,0,0,0,0,0,0
350418,0,1,1,1,1,1,1,1,1,1,0,1,1
350420,0,0,0,0,0,0,0,0,0,0,0,0,0
350421,0,0,0,0,0,0,0,0,0,0,0,0,0
350423,0,0,0,0,0,0,0,0,0,0,0,0,0
350424,0,0,0,0,0,0,0,0,0,0,0,0,0
350425,1,1,0,1,1,0,1,1,0,1,1,0,1
350426,0,0,0,0,0,0,0,0,0,0,0,0,0
350427,1,1,1,1,1,1,1,1,1,1,1,0,1
350428,0,0,0,0,0,0,0,0,0,0,0,0,0
350430,0,0,0,0,0,0,0,0,0,0,0,0,0
350432,0,0,0,0,0,0,0,0,0,0,0,0,0
350433,0,0,0,0,0,0,0,0,0,0,0,0,0
350434,0,0,0,0,0,0,0,0,0,0,0,0,0
350435,1,1,1,1,1,1,1,1,1,1,1,1,1
350436,0,0,0,0,0,0,0,0,0,0,0,0,0
350439,1,1,1,0,1,1,1,0,1,1,0,1,1
350441,0,0,0,0,0,0,0,0,0,0,0,0,0
350442,1,1,1,1,1,1,1,1,1,1,1,1,1
350445,0,0,0,0,0,0,0,0,0,0,0,0,0
350447,0,0,0,0,0,0,0,0,0,0,0,0,0
350448,0,0,0,0,0,0,0,0,0,0,0,0,0
350449,0,1,1,1,1,1,1,1,1,1,1,1,1
350450,1,1,1,1,1,1,1,1,1,1,1,1,1
350452,0,0,0,0,0,0,0,0,0,0,0,0,0
350453,1,1,1,1,1,1,1,1,1,1,1,1,1
350454,0,0,0,0,0,0,0,0,0,0,0,0,0
350456,0,0,0,0,0,0,0,0,0,0,0,0,0
350457,1,1,1,1,1,1,1,1,1,1,1,1,1
350458,0,0,0,0,0,0,0,0,0,0,0,0,0
350459,1,1,0,1,1,1,1,1,1,1,1,1,1
350461,1,0,1,1,1,1,1,1,1,1,1,1,1
350462,0,0,0,0,0,0,0,0,0,0,0,0,0
350463,0,0,0,0,0,0,0,0,0,0,0,0,0
350464,1,1,1,1,1,1,1,1,1,1,1,1,1
350466,0,1,1,1,1,1,1,1,1,0,1,1,1
350467,0,0,0,0,0,0,0,0,0,0,0,0,0
350469,1,1,1,1,1,1,1,1,1,1,1,1,1
350470,1,1,1,1,1,1,1,1,1,0,1,1,1
350472,1,1,1,1,1,1,1,1,1,1,1,1,1
350473,0,0,0,0,0,0,0,0,0,0,0,0,0
350474,1,1,1,1,1,1,1,1,1,1,1,1,1
350476,0,0,0,0,0,0,0,0,0,0,0,0,0
350479,0,0,0,0,0,0,0,0,0,0,0,0,0
350480,0,0,0,0,0,0,0,0,0,0,0,0,0
350481,0,0,0,0,0,0,0,0,0,0,0,0,0
350485,0,0,0,0,0,0,0,0,0,0,0,0,0
350486,0,0,0,0,0,0,0,0,0,0,0,0,0
350487,0,0,0,0,0,0,0,0,0,0,0,0,0
350490,0,0,0,0,0,0,0,0,0,0,0,0,0
350491,0,0,0,0,0,0,0,0,0,0,0,0,0
350493,0,0,0,0,0,0,0,0,0,0,0,0,0
350496,0,0,0,0,0,0,0,0,0,0,0,0,0
350497,0,0,0,0,0,0,0,0,0,0,0,0,0
350500,0,0,0,0,0,0,0,0,0,0,0,0,0
350503,1,1,0,1,1,0,1,1,1,0,1,0,0
350505,0,1,0,1,1,0,1,1,0,1,1,0,1
350507,0,0,0,0,0,0,0,0,0,0,0,0,0
350508,0,0,0,0,0,0,0,0,0,0,0,0,0
350509,0,0,0,0,0,0,0,0,0,0,0,0,0
350510,0,0,0,0,0,0,0,0,0,0,0,0,0
350513,0,0,0,0,0,0,0,0,0,0,0,0,0
350514,0,0,0,0,0,0,0,0,0,0,0,0,0
350515,0,0,0,0,0,0,0,0,0,0,0,0,0
350517,0,0,0,0,0,0,0,0,0,0,0,0,0
350518,0,0,0,0,0,0,0,0,0,0,0,0,0
350519,0,0,0,0,0,0,0,0,0,0,0,0,0
350520,0,0,0,0,0,0,0,0,0,0,0,0,0
350521,1,0,1,1,1,1,1,0,1,1,0,1,1
350522,0,0,1,0,1,1,1,1,1,1,1,0,1
350523,0,0,0,0,0,0,0,0,0,0,0,0,0
350524,0,0,0,0,0,0,0,0,0,0,0,0,0
350525,1,1,1,1,1,1,1,1,1,1,1,1,1
350528,0,0,0,0,0,0,0,0,0,0,0,0,0
350529,0,0,0,0,0,0,0,0,0,0,0,0,0
350530,1,1,1,1,1,1,1,0,1,1,1,1,1
350531,1,1,1,1,1,1,1,1,1,1,1,1,1
350532,0,0,0,0,0,0,0,0,0,0,0,0,0
350534,0,0,0,0,0,0,0,0,0,0,0,0,0
350535,0,0,0,0,0,0,0,0,0,0,0,0,0
350538,0,0,0,0,0,0,0,0,0,0,0,0,0
350539,0,0,0,0,0,0,0,0,0,0,0,0,0
350540,0,0,0,0,0,0,0,0,0,0,0,0,0
350541,0,1,1,1,1,1,1,1,1,1,1,1,1
350542,0,0,0,0,0,0,0,0,0,0,0,0,0
350545,0,0,0,0,0,0,0,0,0,0,0,0,0
350546,0,0,0,0,0,0,0,0,0,0,0,0,0
350548,0,0,0,0,0,0,0,0,0,0,0,0,0
350551,0,0,0,0,0,0,0,0,0,0,0,0,0
350552,0,0,0,0,0,0,0,0,0,0,0,0,0
350553,0,0,0,0,0,0,0,0,0,0,0,0,0
350554,1,1,1,1,1,1,1,1,1,1,1,1,1
350555,0,0,0,0,0,0,0,0,0,0,0,0,0
350556,1,1,1,1,1,1,1,1,1,1,0,1,1
350559,0,0,0,0,0,0,0,0,0,0,0,0,0
350560,0,0,0,0,0,0,0,0,0,0,0,0,0
350563,0,0,0,0,0,0,0,0,0,0,0,0,0
350564,0,0,0,0,0,0,0,0,0,0,0,0,0
350566,1,1,1,1,1,1,1,1,1,1,1,1,1
350570,0,0,0,0,0,0,0,0,0,0,0,0,0
350571,1,1,1,1,1,1,1,1,1,1,1,1,1
350573,1,1,1,1,1,1,1,1,1,1,1,1,1
350575,0,0,0,0,0,0,0,0,0,0,0,0,0
350577,0,0,0,0,0,0,0,0,0,0,0,0,0
350578,0,0,0,0,0,0,0,0,0,0,0,0,0
350579,0,0,0,0,0,0,0,0,0,0,0,0,0
350581,1,0,0,1,1,0,0,0,0,0,1,0,1
350582,0,0,0,0,0,0,0,0,0,0,0,0,0
350583,0,0,0,0,0,0,0,0,0,0,0,0,0
350587,1,1,1,1,1,1,1,1,1,1,1,1,1
350588,0,0,0,0,0,0,0,0,0,0,0,0,0
350589,1,1,1,1,1,1,1,1,1,1,1,1,1
350591,0,0,0,0,0,0,0,0,0,0,0,0,0
350592,0,0,0,0,0,0,0,0,0,0,0,0,0
350593,0,0,0,0,0,0,0,0,0,0,0,0,0
350594,0,0,0,0,0,0,0,0,0,0,0,0,0
350595,0,0,0,0,0,0,0,0,0,0,0,0,0
350596,0,1,1,1,1,1,1,1,1,1,1,1,1
350597,0,0,0,0,0,0,0,0,0,0,0,0,0
350598,0,0,0,0,0,0,0,0,0,0,0,0,0
350600,0,0,0,0,0,0,0,0,0,0,0,0,0
350601,0,0,0,0,0,0,0,0,0,0,0,0,0
350602,1,1,1,1,1,1,1,1,1,1,1,1,1
350603,1,1,1,1,1,1,1,1,1,0,1,0,1
350604,0,0,0,0,0,0,0,0,0,0,0,0,0
350605,0,0,0,0,0,0,0,0,0,0,0,0,0
350607,0,0,0,0,0,0,0,0,0,0,0,0,0
350608,0,0,0,0,0,0,0,0,0,0,0,0,0
350610,0,0,0,0,0,0,0,0,0,0,0,0,0
350611,1,1,1,1,1,1,1,1,1,1,1,1,1
350612,0,0,0,0,0,0,0,0,0,0,0,0,0
350614,0,0,0,0,0,0,0,0,0,0,0,0,0
350615,0,0,0,0,0,0,0,0,0,0,0,0,0
350617,0,0,0,0,0,0,0,0,0,0,0,0,0
350618,0,1,1,0,0,1,1,1,1,0,1,1,1
350619,1,1,1,1,1,1,0,1,1,0,1,1,1
350622,0,0,0,0,0,0,0,0,0,0,0,0,0
350624,0,0,0,0,0,0,0,0,0,0,0,0,0
350625,0,0,0,0,0,0,0,0,0,0,0,0,0
350626,0,0,0,0,0,0,0,0,0,0,0,0,0
350629,0,0,0,0,0,0,0,0,0,0,0,0,0
350631,0,1,0,1,1,0,1,0,1,1,1,0,1
350632,0,0,0,0,0,0,0,0,0,0,0,0,0
350633,0,0,0,0,0,0,0,0,0,0,0,0,0
350635,0,0,0,0,0,0,0,0,0,0,0,0,0
350636,0,0,0,0,0,0,0,0,0,0,0,0,0
350641,0,0,0,0,0,0,0,0,0,0,0,0,0
350642,0,0,0,0,0,0,0,0,0,0,0,0,0
350643,0,0,0,0,0,0,0,0,0,0,0,0,0
350644,0,0,0,0,0,0,0,0,0,0,0,0,0
350645,1,1,1,1,1,1,1,1,1,1,1,1,1
350654,1,1,1,1,1,1,1,1,1,1,1,1,1
350655,0,0,0,0,0,0,0,0,0,0,0,0,0
350656,0,0,0,0,0,0,0,0,0,0,0,0,0
350657,0,0,0,0,0,0,0,0,0,0,0,0,0
350658,0,0,0,0,0,0,0,0,0,0,0,0,0
350659,0,0,0,0,0,0,0,0,0,0,0,0,0
350660,0,0,0,0,0,0,0,0,0,0,0,0,0
350661,0,0,0,0,0,0,0,0,0,0,0,0,0
350662,0,0,0,0,0,0,0,0,0,0,0,0,0
350663,0,1,1,1,1,1,1,1,1,1,1,1,1
350664,0,0,0,0,0,0,0,0,0,0,0,0,0
350665,0,0,0,0,0,0,0,0,0,0,0,0,0
350666,1,1,1,1,1,1,1,1,1,1,0,1,1
350668,1,1,1,1,1,1,1,1,1,1,1,1,1
350669,0,0,0,0,0,0,0,0,0,0,0,0,0
350671,0,0,0,0,0,0,0,0,0,0,0,0,0
350672,1,1,1,1,1,1,1,1,1,1,1,1,1
350673,0,1,1,0,1,1,1,1,1,0,1,1,0
350674,1,1,1,1,1,1,1,1,1,1,1,1,1
350677,0,0,0,0,0,0,0,0,0,0,0,0,0
350682,0,0,0,0,0,0,0,0,0,0,0,0,0
350683,0,0,0,0,0,0,0,0,0,0,0,0,0
350684,0,0,0,0,0,0,0,0,0,0,0,0,0
350685,0,1,1,1,1,1,1,1,1,1,1,1,1
350686,0,0,0,0,0,0,0,0,0,0,0,0,0
350688,0,0,0,0,0,0,0,0,0,0,0,0,0
350689,1,1,1,0,1,1,1,1,1,0,1,1,1
350690,0,0,0,0,0,0,0,0,0,0,0,0,0
350692,0,0,0,0,0,0,0,0,0,0,0,0,0
350694,0,1,0,1,1,0,1,1,0,1,1,0,1
350697,1,1,1,1,1,1,1,1,1,1,1,1,1
350699,0,0,0,0,0,0,0,0,0,0,0,0,0
350700,0,0,0,0,0,0,0,0,0,0,0,0,0
350701,1,1,1,1,1,1,1,1,1,1,1,1,1
350703,0,0,0,0,0,0,0,0,0,0,0,0,0
350705,0,0,0,0,0,0,0,0,0,0,0,0,0
350706,0,0,0,0,0,0,0,0,0,0,0,0,0
350708,1,1,1,1,1,1,1,1,1,1,1,1,1
350710,0,0,0,0,0,0,0,0,0,0,0,0,0
350713,0,0,0,0,0,0,0,0,0,0,0,0,0
350714,0,0,0,0,0,0,0,0,0,0,0,0,0
350720,1,1,0,1,1,1,1,0,1,1,1,1,1
350723,1,1,0,1,1,1,1,1,0,0,1,1,0
350724,0,1,1,1,1,0,1,1,0,1,0,1,1
350726,0,0,0,0,0,0,0,0,0,0,0,0,0
350727,1,1,1,1,1,1,1,1,1,1,1,1,1
350731,0,0,0,0,0,0,0,0,0,0,0,0,0
350733,0,0,0,0,0,0,0,0,0,0,0,0,0
350734,0,0,0,0,0,0,0,0,0,0,0,0,0
350735,0,0,0,0,0,0,0,0,0,0,0,0,0
350737,0,0,0,0,0,0,0,0,0,0,0,0,0
350738,0,0,0,0,0,0,0,0,0,0,0,0,0
350740,0,0,0,0,0,0,0,0,0,0,0,0,0
350741,0,0,0,0,0,0,0,0,0,0,0,0,0
350744,1,1,1,1,1,1,1,1,1,1,1,1,1
350745,0,0,0,0,0,0,0,0,0,0,0,0,0
350746,0,0,0,0,0,0,0,0,0,0,0,0,0
350749,0,0,0,0,0,0,0,0,0,0,0,0,0
350750,0,0,0,0,0,0,0,0,0,0,0,0,0
350751,0,0,0,0,0,0,0,0,0,0,0,0,0
350752,0,1,1,1,1,1,1,1,1,1,1,1,1
350753,0,0,0,0,0,0,0,0,0,0,0,0,0
350754,0,0,0,0,0,0,0,0,0,0,0,0,0
350755,1,1,0,1,1,1,0,1,1,0,1,1,1
350757,0,0,0,0,0,0,0,0,0,0,0,0,0
350758,0,0,0,0,0,0,0,0,0,0,0,0,0
350761,0,1,1,0,1,1,1,1,1,1,1,1,1
350762,0,1,1,1,1,1,1,1,1,1,1,1,1
350763,0,0,0,0,0,0,0,0,0,0,0,0,0
350764,0,0,0,0,0,0,0,0,0,0,0,0,0
350767,0,0,0,0,0,0,0,0,0,0,0,0,0
350770,0,0,0,0,0,0,0,0,0,0,0,0,0
350771,0,0,0,0,0,0,0,0,0,0,0,0,0
350772,0,0,0,0,0,0,0,0,0,0,0,0,0
350773,0,0,0,0,0,0,0,0,0,0,0,0,0
350774,0,0,0,0,0,0,0,0,0,0,0,0,0
350775,0,0,0,0,0,0,0,0,0,0,0,0,0
350776,0,0,0,0,0,0,0,0,0,0,0,0,0
350777,0,0,0,0,0,0,0,0,0,0,0,0,0
350779,0,0,0,0,0,0,0,0,0,0,0,0,0
350781,0,0,0,0,0,0,0,0,0,0,0,0,0
350782,0,0,0,0,0,0,0,0,0,0,0,0,0
350783,0,0,0,0,0,0,0,0,0,0,0,0,0
350784,0,0,0,0,0,0,0,0,0,0,0,0,0
350785,0,0,0,0,0,0,0,0,0,0,0,0,0
350787,0,0,0,0,0,0,0,0,0,0,0,0,0
350788,0,0,0,0,0,0,0,0,0,0,0,0,0
350789,0,0,0,0,0,0,0,0,0,0,0,0,0
350792,0,0,0,0,0,0,0,0,0,0,0,0,0
350793,0,0,0,0,0,0,0,0,0,0,0,0,0
350794,0,0,0,0,0,0,0,0,0,0,0,0,0
350795,0,1,1,1,1,1,1,1,0,1,1,1,0
350796,1,1,1,1,1,1,1,1,1,1,1,1,1
350798,0,0,0,0,0,0,0,0,0,0,0,0,0
350801,0,0,0,0,0,0,0,0,0,0,0,0,0
350803,0,0,0,0,0,0,0,0,0,0,0,0,0
350804,0,0,0,0,0,0,0,0,0,0,0,0,0
350805,0,1,1,1,1,1,1,1,1,1,1,1,1
350806,0,0,0,0,0,0,0,0,0,0,0,0,0
350807,1,1,1,1,1,1,1,1,1,1,1,1,1
350808,0,0,0,0,0,0,0,0,0,0,0,0,0
350810,0,0,0,0,0,0,0,0,0,0,0,0,0
350812,0,0,0,0,0,0,0,0,0,0,0,0,0
350813,0,1,1,0,1,1,1,1,1,1,0,1,1
350814,1,1,1,1,1,1,1,1,1,1,1,1,1
350816,0,0,0,0,0,0,0,0,0,0,0,0,0
350820,0,0,0,0,0,0,0,0,0,0,0,0,0
350821,0,0,0,0,0,0,0,0,0,0,0,0,0
350822,0,0,0,0,0,0,0,0,0,0,0,0,0
350824,0,0,0,0,0,0,0,0,0,0,0,0,0
350826,0,0,0,0,0,0,0,0,0,0,0,0,0
350827,0,0,0,0,0,0,0,0,0,0,0,0,0
350828,0,0,0,0,0,0,0,0,0,0,0,0,0
350829,0,0,0,0,0,0,0,0,0,0,0,0,0
350830,1,1,1,1,1,1,1,1,1,1,1,1,1
350831,0,1,1,1,1,1,1,1,1,1,1,1,1
350832,0,1,1,1,1,1,1,1,1,1,1,1,1
350834,1,1,1,1,1,1,1,1,1,1,1,1,1
350835,0,0,0,0,0,0,0,0,0,0,0,0,0
350836,0,0,0,0,0,0,0,0,0,0,0,0,0
350837,1,1,1,1,1,1,1,1,1,1,1,1,1
350839,0,0,0,0,0,0,0,0,0,0,0,0,0
350840,0,0,0,0,0,0,0,0,0,0,0,0,0
350841,1,1,1,1,1,1,1,1,1,1,1,1,1
350842,0,0,0,0,0,0,0,0,0,0,0,0,0
350843,0,0,0,0,0,0,0,0,0,0,0,0,0
350844,1,1,1,1,1,1,1,1,1,1,1,1,1
350846,0,0,0,0,0,0,0,0,0,0,0,0,0
350847,0,0,0,0,0,0,0,0,0,0,0,0,0
350848,0,0,0,0,0,0,0,0,0,0,0,0,0
350849,1,1,1,1,1,1,1,1,1,1,1,1,0
350850,0,0,0,0,0,0,0,0,0,0,0,0,0
350851,0,0,0,0,0,0,0,0,0,0,0,0,0
350852,1,1,1,1,1,1,1,1,1,1,1,1,1
350853,0,0,0,0,0,0,0,0,0,0,0,0,0
350858,0,0,0,0,0,0,0,0,0,0,0,0,0
350862,0,0,0,0,0,0,0,0,0,0,0,0,0
350863,0,0,0,0,0,0,0,0,0,0,0,0,0
350864,1,1,1,1,1,1,1,1,1,1,1,1,1
350865,0,0,0,0,0,0,0,0,0,0,0,0,0
350866,0,0,0,0,0,0,0,0,0,0,0,0,0
350868,0,0,0,0,0,0,0,0,0,0,0,0,0
350870,1,1,1,0,1,1,1,0,1,1,0,1,1
350871,0,0,0,0,0,0,0,0,0,0,0,0,0
350873,0,0,0,0,0,0,0,0,0,0,0,0,0
350876,1,1,1,1,1,1,1,0,1,1,1,0,1
350877,0,0,0,0,0,0,0,0,0,0,0,0,0
350880,0,0,0,0,0,0,0,0,0,0,0,0,0
350883,0,0,0,0,0,0,0,0,0,0,0,0,0
350884,0,0,0,0,0,0,0,0,0,0,0,0,0
350885,0,0,0,0,0,0,0,0,0,0,0,0,0
350887,0,0,0,0,0,0,0,0,0,0,0,0,0
350888,0,0,0,0,0,0,0,0,0,0,0,0,0
350890,0,0,0,0,0,0,0,0,0,0,0,0,0
350893,0,0,0,0,0,0,0,0,0,0,0,0,0
350894,0,1,1,0,1,1,0,1,1,0,1,1,0
350895,1,1,1,0,1,1,1,1,1,1,1,0,1
350896,0,0,0,0,0,0,0,0,0,0,0,0,0
350900,1,1,1,1,1,1,1,1,1,1,1,1,1
