WR_GROUP,Year,Algorithm,n_irrfields,n_IrrConfHigh,area_m2_wrg,n_within_lema,n_within_buffer,n_croptypes,ET_m3,irr_m3_fromNonIrr,irr_m3_fromPrec,CropCode_maincrop,area_m2_maincrop,area_prc_maincrop,irr_m3_fromWIMAS,IrrArea_m2
8,2018,ssebop,4,1,989470.29,0,0,2,884860.01,137408.1,272773.6,1,694387.8677412285,0.701777380037584,98678.5484256,809371.28
9,2016,disalexi,1,0,193986.89,0,0,1,117181.27,NA,15417.7,510,193986.89121113915,1.0000000062434071,0,0
9,2016,eemetric,1,0,193986.89,0,0,1,178933.12,NA,77169.5,510,193986.89121113915,1.0000000062434071,0,0
9,2016,ensemble,1,0,193986.89,0,0,1,168842.89,NA,67079.3,510,193986.89121113915,1.0000000062434071,0,0
9,2016,geesebal,1,0,193986.89,0,0,1,140002.28,NA,38238.7,510,193986.89121113915,1.0000000062434071,0,0
9,2016,ptjpl,1,0,193986.89,0,0,1,161103.59,NA,59340,510,193986.89121113915,1.0000000062434071,0,0
9,2016,sims,1,0,193986.89,0,0,1,202055.58,NA,100292,510,193986.89121113915,1.0000000062434071,0,0
9,2016,ssebop,1,0,193986.89,0,0,1,191813.27,NA,90049.7,510,193986.89121113915,1.0000000062434071,0,0
9,2017,disalexi,1,0,193986.89,0,0,1,132287.61,NA,13420.2,510,193986.89121113915,1.0000000062434071,0,0
9,2017,eemetric,1,0,193986.89,0,0,1,176463.86,NA,57596.5,510,193986.89121113915,1.0000000062434071,0,0
9,2017,ensemble,1,0,193986.89,0,0,1,166734.84,NA,47867.4,510,193986.89121113915,1.0000000062434071,0,0
9,2017,geesebal,1,0,193986.89,0,0,1,141813.15,NA,22945.7,510,193986.89121113915,1.0000000062434071,0,0
9,2017,ptjpl,1,0,193986.89,0,0,1,160080.7,NA,41213.3,510,193986.89121113915,1.0000000062434071,0,0
9,2017,sims,1,0,193986.89,0,0,1,204278.67,NA,85411.3,510,193986.89121113915,1.0000000062434071,0,0
9,2017,ssebop,1,0,193986.89,0,0,1,184973.68,NA,66106.3,510,193986.89121113915,1.0000000062434071,0,0
9,2018,disalexi,1,0,193986.89,0,0,1,126467.43,NA,24661.2,510,193986.89121113915,1.0000000062434071,0,0
9,2018,eemetric,1,0,193986.89,0,0,1,172746.3,NA,70940,510,193986.89121113915,1.0000000062434071,0,0
9,2018,ensemble,1,0,193986.89,0,0,1,162143.17,NA,60336.9,510,193986.89121113915,1.0000000062434071,0,0
9,2018,geesebal,1,0,193986.89,0,0,1,139011.59,NA,37205.3,510,193986.89121113915,1.0000000062434071,0,0
9,2018,ptjpl,1,0,193986.89,0,0,1,155728.8,NA,53922.5,510,193986.89121113915,1.0000000062434071,0,0
9,2018,sims,1,0,193986.89,0,0,1,189591.34,NA,87785.1,510,193986.89121113915,1.0000000062434071,0,0
9,2018,ssebop,1,0,193986.89,0,0,1,180129.05,NA,78322.8,510,193986.89121113915,1.0000000062434071,0,0
10,2016,disalexi,4,2,982249.56,3,1,2,467352.6,NA,0,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2016,eemetric,4,2,982249.56,3,1,2,718316.64,NA,174421.9,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2016,ensemble,4,2,982249.56,3,1,2,672535.12,NA,128640.5,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2016,geesebal,4,2,982249.56,3,1,2,543037.51,NA,14908.4,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2016,ptjpl,4,2,982249.56,3,1,2,650336.3,NA,106441.6,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2016,sims,4,2,982249.56,3,1,2,828702.48,NA,284807.7,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2016,ssebop,4,2,982249.56,3,1,2,786769.6,NA,242874.9,1,934731.2575274212,0.9516229842112846,209691.9154044,971245.54
10,2017,disalexi,6,1,1056444.09,3,3,2,555262.92,NA,0,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2017,eemetric,6,1,1056444.09,3,3,2,705503.58,NA,64321.8,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2017,ensemble,6,1,1056444.09,3,3,2,671692.29,NA,34327.2,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2017,geesebal,6,1,1056444.09,3,3,2,534040.28,NA,0,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2017,ptjpl,6,1,1056444.09,3,3,2,701911.06,NA,53211.6,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2017,sims,6,1,1056444.09,3,3,2,888940.38,NA,237106.5,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2017,ssebop,6,1,1056444.09,3,3,2,697653.05,NA,60364.8,1,982249.5635569256,0.9297695664679477,165286.56861288002,971245.54
10,2018,disalexi,6,4,1056444.09,3,3,1,635824.47,55401,74693.1,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
10,2018,eemetric,6,4,1056444.09,3,3,1,733161.76,76411.5,170974.9,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
10,2018,ensemble,6,4,1056444.09,3,3,1,741754.4,69011.8,179567.4,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
10,2018,geesebal,6,4,1056444.09,3,3,1,633479.91,60763.1,72086,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
10,2018,ptjpl,6,4,1056444.09,3,3,1,737841.11,71086.3,175654.1,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
10,2018,sims,6,4,1056444.09,3,3,1,878697.6,48339.2,316510.8,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
10,2018,ssebop,6,4,1056444.09,3,3,1,839913.76,54768.7,277726.7,1,1056444.0873184598,0.99999999746173,222026.7339576,971245.54
