WR_GROUP,Year,Algorithm,ET_m3,ETo_m3,ETr_m3,precip_m3,ET_m3_nonirr,Irrigation_m3,IrrArea_m2,WaterUse_m3,area_m2_wrg,n_irrfields,n_within_lema,n_within_buffer,CropCode_maincrop,area_m2_maincrop,n_croptypes
179,2016,ensemble,758586.48,1461233.83,2076562.01,552406.39,684548.33,266432.08,841746.13,266432.08,946469.6,3,3,0,1,946469.5950135116,1
179,2016,ptjpl,622348.92,1461233.83,2076562.01,552406.39,603445.35,266432.08,841746.13,266432.08,946469.6,3,3,0,1,946469.5950135116,1
179,2016,sims,655392.5,1461233.83,2076562.01,552406.39,603194.54,266432.08,841746.13,266432.08,946469.6,3,3,0,1,946469.5950135116,1
179,2016,ssebop,968142.57,1461233.83,2076562.01,552406.39,878352.18,266432.08,841746.13,266432.08,946469.6,3,3,0,1,946469.5950135116,1
179,2017,disalexi,569540.7,1561522.36,2224070.95,749050.03,476567.77,177621.39,841746.13,177621.39,1021704.9,6,6,0,1,946469.5950135116,2
179,2017,eemetric,950621.43,1561522.36,2224070.95,749050.03,825126.87,177621.39,841746.13,177621.39,1021704.9,6,6,0,1,946469.5950135116,2
179,2017,ensemble,825630.37,1561522.36,2224070.95,749050.03,721458.21,177621.39,841746.13,177621.39,1021704.9,6,6,0,1,946469.5950135116,2
179,2017,ptjpl,699241.44,1561522.36,2224070.95,749050.03,663905.83,177621.39,841746.13,177621.39,1021704.9,6,6,0,1,946469.5950135116,2
179,2017,sims,725422.67,1561522.36,2224070.95,749050.03,638798.64,177621.39,841746.13,177621.39,1021704.9,6,6,0,1,946469.5950135116,2
179,2017,ssebop,1006844.2,1561522.36,2224070.95,749050.03,858660.92,177621.39,841746.13,177621.39,1021704.9,6,6,0,1,946469.5950135116,2
179,2018,disalexi,650021.56,1483924.84,2089604.23,674204.2,541978.69,213392.36,971245.54,213392.36,1021704.9,6,6,0,1,1021704.8952245701,1
179,2018,eemetric,836409.32,1483924.84,2089604.23,674204.2,762728.25,213392.36,971245.54,213392.36,1021704.9,6,6,0,1,1021704.8952245701,1
179,2018,ensemble,801478.2,1483924.84,2089604.23,674204.2,736250.76,213392.36,971245.54,213392.36,1021704.9,6,6,0,1,1021704.8952245701,1
179,2018,ptjpl,714143.31,1483924.84,2089604.23,674204.2,663459.4,213392.36,971245.54,213392.36,1021704.9,6,6,0,1,1021704.8952245701,1
179,2018,sims,703335.4,1483924.84,2089604.23,674204.2,627561.8,213392.36,971245.54,213392.36,1021704.9,6,6,0,1,1021704.8952245701,1
179,2018,ssebop,976080.42,1483924.84,2089604.23,674204.2,897664.81,213392.36,971245.54,213392.36,1021704.9,6,6,0,1,1021704.8952245701,1
180,2016,disalexi,436337.33,1605589.82,2280850.25,462507.56,463697.07,284934.31,971245.54,284934.31,1042088.26,3,0,0,5,521605.2408332729,3
180,2016,eemetric,900491.91,1605589.82,2280850.25,462507.56,851247.57,284934.31,971245.54,284934.31,1042088.26,3,0,0,5,521605.2408332729,3
180,2016,ensemble,801692.47,1605589.82,2280850.25,462507.56,773660.04,284934.31,971245.54,284934.31,1042088.26,3,0,0,5,521605.2408332729,3
180,2016,ptjpl,653647.95,1605589.82,2280850.25,462507.56,661759.52,284934.31,971245.54,284934.31,1042088.26,3,0,0,5,521605.2408332729,3
180,2016,sims,709992.53,1605589.82,2280850.25,462507.56,689528.77,284934.31,971245.54,284934.31,1042088.26,3,0,0,5,521605.2408332729,3
180,2016,ssebop,1043900.06,1605589.82,2280850.25,462507.56,997366.75,284934.31,971245.54,284934.31,1042088.26,3,0,0,5,521605.2408332729,3
180,2017,disalexi,473863.34,1568815.51,2228731.42,772472.23,480215.11,166520.05,971245.54,166520.05,1042088.26,3,0,0,1,1042088.264611203,1
180,2017,eemetric,961140.36,1568815.51,2228731.42,772472.23,837536.76,166520.05,971245.54,166520.05,1042088.26,3,0,0,1,1042088.264611203,1
180,2017,ensemble,811207.71,1568815.51,2228731.42,772472.23,731598.07,166520.05,971245.54,166520.05,1042088.26,3,0,0,1,1042088.264611203,1
180,2017,ptjpl,690428.38,1568815.51,2228731.42,772472.23,672094.83,166520.05,971245.54,166520.05,1042088.26,3,0,0,1,1042088.264611203,1
180,2017,sims,718420.03,1568815.51,2228731.42,772472.23,645427.79,166520.05,971245.54,166520.05,1042088.26,3,0,0,1,1042088.264611203,1
180,2017,ssebop,974885.43,1568815.51,2228731.42,772472.23,874958.15,166520.05,971245.54,166520.05,1042088.26,3,0,0,1,1042088.264611203,1
180,2018,disalexi,499872.21,1495068.14,2112011.7,773244.51,537688.8,152951.75,971245.54,152951.75,1014165.7,2,0,0,1,521605.2408332729,2
180,2018,eemetric,738859.63,1495068.14,2112011.7,773244.51,751642.48,152951.75,971245.54,152951.75,1014165.7,2,0,0,1,521605.2408332729,2
180,2018,ensemble,717404.53,1495068.14,2112011.7,773244.51,741986.75,152951.75,971245.54,152951.75,1014165.7,2,0,0,1,521605.2408332729,2
180,2018,ptjpl,630932.12,1495068.14,2112011.7,773244.51,666486.54,152951.75,971245.54,152951.75,1014165.7,2,0,0,1,521605.2408332729,2
180,2018,sims,637552.13,1495068.14,2112011.7,773244.51,648199.35,152951.75,971245.54,152951.75,1014165.7,2,0,0,1,521605.2408332729,2
180,2018,ssebop,879336.19,1495068.14,2112011.7,773244.51,913462.26,152951.75,971245.54,152951.75,1014165.7,2,0,0,1,521605.2408332729,2
181,2016,disalexi,590871.54,1533776.08,2159941.6,590777.96,486432.47,256564.23,975292.39,256564.23,1032611.83,3,0,0,24,564480.5189149901,2
181,2016,eemetric,999840.21,1533776.08,2159941.6,590777.96,869057.68,256564.23,975292.39,256564.23,1032611.83,3,0,0,24,564480.5189149901,2
181,2016,ensemble,883644.75,1533776.08,2159941.6,590777.96,789981.13,256564.23,975292.39,256564.23,1032611.83,3,0,0,24,564480.5189149901,2
181,2016,ptjpl,737762.92,1533776.08,2159941.6,590777.96,694480.13,256564.23,975292.39,256564.23,1032611.83,3,0,0,24,564480.5189149901,2
181,2016,sims,785983.5,1533776.08,2159941.6,590777.96,713424.23,256564.23,975292.39,256564.23,1032611.83,3,0,0,24,564480.5189149901,2
181,2016,ssebop,1119161.27,1533776.08,2159941.6,590777.96,979457.13,256564.23,975292.39,256564.23,1032611.83,3,0,0,24,564480.5189149901,2
181,2017,disalexi,599178.21,1522793.38,2151931.48,739859.75,511599.37,175154.42,975292.39,175154.42,1032611.83,3,0,0,1,564480.5189149901,2
181,2017,eemetric,987811.79,1522793.38,2151931.48,739859.75,854637.79,175154.42,975292.39,175154.42,1032611.83,3,0,0,1,564480.5189149901,2
181,2017,ensemble,875850.72,1522793.38,2151931.48,739859.75,750893.66,175154.42,975292.39,175154.42,1032611.83,3,0,0,1,564480.5189149901,2
181,2017,ptjpl,770277.74,1522793.38,2151931.48,739859.75,696828.17,175154.42,975292.39,175154.42,1032611.83,3,0,0,1,564480.5189149901,2
181,2017,sims,801294.73,1522793.38,2151931.48,739859.75,676863.85,175154.42,975292.39,175154.42,1032611.83,3,0,0,1,564480.5189149901,2
181,2017,ssebop,1015095.1,1522793.38,2151931.48,739859.75,872085.45,175154.42,975292.39,175154.42,1032611.83,3,0,0,1,564480.5189149901,2
181,2018,disalexi,623407.28,1434390.47,1998049.64,628560.54,547764.44,249163.33,975292.39,249163.33,1032611.83,3,0,0,1,1032611.8337702656,1
181,2018,eemetric,855593.35,1434390.47,1998049.64,628560.54,770870.55,249163.33,975292.39,249163.33,1032611.83,3,0,0,1,1032611.8337702656,1
181,2018,ensemble,814326.47,1434390.47,1998049.64,628560.54,744110.41,249163.33,975292.39,249163.33,1032611.83,3,0,0,1,1032611.8337702656,1
181,2018,ptjpl,714570.4,1434390.47,1998049.64,628560.54,670541.98,249163.33,975292.39,249163.33,1032611.83,3,0,0,1,1032611.8337702656,1
181,2018,sims,692506.6,1434390.47,1998049.64,628560.54,634261.17,249163.33,975292.39,249163.33,1032611.83,3,0,0,1,1032611.8337702656,1
181,2018,ssebop,983630.61,1434390.47,1998049.64,628560.54,907247.59,249163.33,975292.39,249163.33,1032611.83,3,0,0,1,1032611.8337702656,1
182,2016,disalexi,600727.27,1890672.44,2686576.96,685146.59,526164.67,239027.86,930776.97,239027.86,1228323.54,6,6,0,1,1228323.5403993605,1
182,2016,eemetric,1097491.88,1890672.44,2686576.96,685146.59,967403.05,239027.86,930776.97,239027.86,1228323.54,6,6,0,1,1228323.5403993605,1
182,2016,ensemble,1004568.93,1890672.44,2686576.96,685146.59,888403.43,239027.86,930776.97,239027.86,1228323.54,6,6,0,1,1228323.5403993605,1
182,2016,ptjpl,831156.62,1890672.44,2686576.96,685146.59,783148.38,239027.86,930776.97,239027.86,1228323.54,6,6,0,1,1228323.5403993605,1
182,2016,sims,894245.32,1890672.44,2686576.96,685146.59,782822.88,239027.86,930776.97,239027.86,1228323.54,6,6,0,1,1228323.5403993605,1
182,2016,ssebop,1260865.52,1890672.44,2686576.96,685146.59,1139921.1,239027.86,930776.97,239027.86,1228323.54,6,6,0,1,1228323.5403993605,1
182,2017,disalexi,668119.17,1865160.16,2654984.48,918061.3,566036.05,246860.26,930776.97,246860.26,1228323.54,6,6,0,1,1228323.5403993605,1
182,2017,eemetric,1137513.95,1865160.16,2654984.48,918061.3,987215.91,246860.26,930776.97,246860.26,1228323.54,6,6,0,1,1228323.5403993605,1
182,2017,ensemble,983414.23,1865160.16,2654984.48,918061.3,862344.54,246860.26,930776.97,246860.26,1228323.54,6,6,0,1,1228323.5403993605,1
182,2017,ptjpl,848612.42,1865160.16,2654984.48,918061.3,792207.27,246860.26,930776.97,246860.26,1228323.54,6,6,0,1,1228323.5403993605,1
182,2017,sims,838460.95,1865160.16,2654984.48,918061.3,760774.47,246860.26,930776.97,246860.26,1228323.54,6,6,0,1,1228323.5403993605,1
182,2017,ssebop,1177331.42,1865160.16,2654984.48,918061.3,1031325.01,246860.26,930776.97,246860.26,1228323.54,6,6,0,1,1228323.5403993605,1
182,2018,disalexi,826976.11,1784864.65,2514058.92,790119.12,651582.65,279615.09,930776.97,279615.09,1228323.54,6,6,0,1,1228323.5403993605,1
182,2018,eemetric,1137749.48,1784864.65,2514058.92,790119.12,916974.23,279615.09,930776.97,279615.09,1228323.54,6,6,0,1,1228323.5403993605,1
182,2018,ensemble,1021085.76,1784864.65,2514058.92,790119.12,885142.23,279615.09,930776.97,279615.09,1228323.54,6,6,0,1,1228323.5403993605,1
182,2018,ptjpl,856070.6,1784864.65,2514058.92,790119.12,797630.32,279615.09,930776.97,279615.09,1228323.54,6,6,0,1,1228323.5403993605,1
182,2018,sims,875640.07,1784864.65,2514058.92,790119.12,754473.17,279615.09,930776.97,279615.09,1228323.54,6,6,0,1,1228323.5403993605,1
182,2018,ssebop,1232223.49,1784864.65,2514058.92,790119.12,1079198.92,279615.09,930776.97,279615.09,1228323.54,6,6,0,1,1228323.5403993605,1
183,2016,disalexi,524803.88,1745922.65,2480952.97,503972.49,489350.02,508194.52,1226197.49,508194.52,1142380.29,2,0,0,1,1142380.2907850104,1
183,2016,eemetric,1065586.73,1745922.65,2480952.97,503972.49,899715.87,508194.52,1226197.49,508194.52,1142380.29,2,0,0,1,1142380.2907850104,1
183,2016,ensemble,939367.53,1745922.65,2480952.97,503972.49,826243.68,508194.52,1226197.49,508194.52,1142380.29,2,0,0,1,1142380.2907850104,1
183,2016,ptjpl,759536.56,1745922.65,2480952.97,503972.49,728353.11,508194.52,1226197.49,508194.52,1142380.29,2,0,0,1,1142380.2907850104,1
183,2016,sims,828584.7,1745922.65,2480952.97,503972.49,728050.38,508194.52,1226197.49,508194.52,1142380.29,2,0,0,1,1142380.2907850104,1
183,2016,ssebop,1168487.15,1745922.65,2480952.97,503972.49,1060163.18,508194.52,1226197.49,508194.52,1142380.29,2,0,0,1,1142380.2907850104,1
183,2017,disalexi,436113.5,1547994.79,2199946.88,694406.22,475131.45,90044.18,1234291.2,90044.18,1033450.25,2,0,0,1,985005.4029465498,2
183,2017,eemetric,766809.34,1547994.79,2199946.88,694406.22,830378.23,90044.18,1234291.2,90044.18,1033450.25,2,0,0,1,985005.4029465498,2
183,2017,ensemble,671193.73,1547994.79,2199946.88,694406.22,726029.82,90044.18,1234291.2,90044.18,1033450.25,2,0,0,1,985005.4029465498,2
183,2017,ptjpl,628547.52,1547994.79,2199946.88,694406.22,665963.47,90044.18,1234291.2,90044.18,1033450.25,2,0,0,1,985005.4029465498,2
183,2017,sims,586148.07,1547994.79,2199946.88,694406.22,641302.92,90044.18,1234291.2,90044.18,1033450.25,2,0,0,1,985005.4029465498,2
183,2017,ssebop,829893.65,1547994.79,2199946.88,694406.22,869128.32,90044.18,1234291.2,90044.18,1033450.25,2,0,0,1,985005.4029465498,2
183,2018,disalexi,721764.03,1732317.14,2445549.95,749255.27,632904.44,344141.44,1234291.2,344141.44,1190825.13,3,0,0,1,985005.4029465498,3
183,2018,eemetric,1131321.91,1732317.14,2445549.95,749255.27,883893.97,344141.44,1234291.2,344141.44,1190825.13,3,0,0,1,985005.4029465498,3
183,2018,ensemble,997306.92,1732317.14,2445549.95,749255.27,854553.85,344141.44,1234291.2,344141.44,1190825.13,3,0,0,1,985005.4029465498,3
183,2018,ptjpl,817473.47,1732317.14,2445549.95,749255.27,774268.2,344141.44,1234291.2,344141.44,1190825.13,3,0,0,1,985005.4029465498,3
183,2018,sims,843120.64,1732317.14,2445549.95,749255.27,729063.98,344141.44,1234291.2,344141.44,1190825.13,3,0,0,1,985005.4029465498,3
183,2018,ssebop,1177298.33,1732317.14,2445549.95,749255.27,1038924.69,344141.44,1234291.2,344141.44,1190825.13,3,0,0,1,985005.4029465498,3
184,2016,disalexi,872206.26,3111136.49,4437462.57,990509.49,853711.56,375844.61,1982959.64,375844.61,1992976.83,2,0,2,1,1992976.8346835654,1
184,2016,eemetric,1819642.13,3111136.49,4437462.57,990509.49,1569628.7,375844.61,1982959.64,375844.61,1992976.83,2,0,2,1,1992976.8346835654,1
184,2016,ensemble,1578553.43,3111136.49,4437462.57,990509.49,1441450.39,375844.61,1982959.64,375844.61,1992976.83,2,0,2,1,1992976.8346835654,1
184,2016,ptjpl,1286087.99,3111136.49,4437462.57,990509.49,1270672.21,375844.61,1982959.64,375844.61,1992976.83,2,0,2,1,1992976.8346835654,1
184,2016,sims,1438800.4,3111136.49,4437462.57,990509.49,1270144.07,375844.61,1982959.64,375844.61,1992976.83,2,0,2,1,1992976.8346835654,1
184,2016,ssebop,2129610.5,3111136.49,4437462.57,990509.49,1849542.29,375844.61,1982959.64,375844.61,1992976.83,2,0,2,1,1992976.8346835654,1
184,2017,disalexi,864960.68,3055990.82,4362028.4,1526620.26,993760.26,141639.55,1987006.49,141639.55,1992976.83,2,0,2,1,1006245.4461806156,2
184,2017,eemetric,1716192.41,3055990.82,4362028.4,1526620.26,1653874.83,141639.55,1987006.49,141639.55,1992976.83,2,0,2,1,1006245.4461806156,2
184,2017,ensemble,1509960.66,3055990.82,4362028.4,1526620.26,1453863.91,141639.55,1987006.49,141639.55,1992976.83,2,0,2,1,1006245.4461806156,2
184,2017,ptjpl,1309287.18,3055990.82,4362028.4,1526620.26,1350386.14,141639.55,1987006.49,141639.55,1992976.83,2,0,2,1,1006245.4461806156,2
184,2017,sims,1479989.8,3055990.82,4362028.4,1526620.26,1313002.76,141639.55,1987006.49,141639.55,1992976.83,2,0,2,1,1006245.4461806156,2
184,2017,ssebop,1701503.51,3055990.82,4362028.4,1526620.26,1684059.11,141639.55,1987006.49,141639.55,1992976.83,2,0,2,1,1006245.4461806156,2
184,2018,disalexi,939812.66,2953213,4181524.49,1408994.76,1030888.33,81409.8,1991053.35,81409.8,1992976.83,2,0,2,1,1006245.4461806156,2
184,2018,eemetric,1327459.43,2953213,4181524.49,1408994.76,1464046.54,81409.8,1991053.35,81409.8,1992976.83,2,0,2,1,1006245.4461806156,2
184,2018,ensemble,1336806.51,2953213,4181524.49,1408994.76,1411915.05,81409.8,1991053.35,81409.8,1992976.83,2,0,2,1,1006245.4461806156,2
184,2018,ptjpl,1272562.63,2953213,4181524.49,1408994.76,1267670.73,81409.8,1991053.35,81409.8,1992976.83,2,0,2,1,1006245.4461806156,2
184,2018,sims,1208491.04,2953213,4181524.49,1408994.76,1202201.26,81409.8,1991053.35,81409.8,1992976.83,2,0,2,1,1006245.4461806156,2
184,2018,ssebop,1561559.91,2953213,4181524.49,1408994.76,1751961.81,81409.8,1991053.35,81409.8,1992976.83,2,0,2,1,1006245.4461806156,2
185,2016,disalexi,116735.89,309659.88,439990.49,102884.78,101452.6,0,0,0,200305.24,1,0,0,24,200305.23997913674,1
185,2016,eemetric,194420.27,309659.88,439990.49,102884.78,177554.57,0,0,0,200305.24,1,0,0,24,200305.23997913674,1
185,2016,ensemble,164558.77,309659.88,439990.49,102884.78,160178.09,0,0,0,200305.24,1,0,0,24,200305.23997913674,1
185,2016,ptjpl,137633.74,309659.88,439990.49,102884.78,140524.14,0,0,0,200305.24,1,0,0,24,200305.23997913674,1
185,2016,sims,147753.16,309659.88,439990.49,102884.78,147290.45,0,0,0,200305.24,1,0,0,24,200305.23997913674,1
185,2016,ssebop,211171.8,309659.88,439990.49,102884.78,193398.72,0,0,0,200305.24,1,0,0,24,200305.23997913674,1
185,2017,disalexi,125200.79,303804.96,431960.25,166147.19,92304.66,0,0,0,200305.24,1,0,0,1,200305.23997913674,1
185,2017,eemetric,211642.52,303804.96,431960.25,166147.19,160987.32,0,0,0,200305.24,1,0,0,1,200305.23997913674,1
185,2017,ensemble,168258.4,303804.96,431960.25,166147.19,140624.29,0,0,0,200305.24,1,0,0,1,200305.23997913674,1
185,2017,ptjpl,127684.58,303804.96,431960.25,166147.19,129186.86,0,0,0,200305.24,1,0,0,1,200305.23997913674,1
185,2017,sims,128672.08,303804.96,431960.25,166147.19,124061.05,0,0,0,200305.24,1,0,0,1,200305.23997913674,1
185,2017,ssebop,216840.44,303804.96,431960.25,166147.19,168180.29,0,0,0,200305.24,1,0,0,1,200305.23997913674,1
186,2016,disalexi,1000949.34,3405845.13,4822098.06,1050674.39,948999.74,388546.78,1384024.89,388546.78,2256796.96,5,0,0,1,1332341.6489809733,2
186,2016,eemetric,1939428.45,3405845.13,4822098.06,1050674.39,1804245.09,388546.78,1384024.89,388546.78,2256796.96,5,0,0,1,1332341.6489809733,2
186,2016,ensemble,1772582.82,3405845.13,4822098.06,1050674.39,1660749.34,388546.78,1384024.89,388546.78,2256796.96,5,0,0,1,1332341.6489809733,2
186,2016,ptjpl,1426175.32,3405845.13,4822098.06,1050674.39,1443837.02,388546.78,1384024.89,388546.78,2256796.96,5,0,0,1,1332341.6489809733,2
186,2016,sims,1642217.4,3405845.13,4822098.06,1050674.39,1478751.92,388546.78,1384024.89,388546.78,2256796.96,5,0,0,1,1332341.6489809733,2
186,2016,ssebop,2277728.42,3405845.13,4822098.06,1050674.39,2116710.12,388546.78,1384024.89,388546.78,2256796.96,5,0,0,1,1332341.6489809733,2
186,2017,disalexi,1161783.86,2850829.68,4040344.18,1304848.67,884772.69,323172.25,1384024.89,323172.25,1919996.28,2,0,0,1,1919996.282446349,1
186,2017,eemetric,1956091.88,2850829.68,4040344.18,1304848.67,1543120.21,323172.25,1384024.89,323172.25,1919996.28,2,0,0,1,1919996.282446349,1
186,2017,ensemble,1692875.15,2850829.68,4040344.18,1304848.67,1347933.39,323172.25,1384024.89,323172.25,1919996.28,2,0,0,1,1919996.282446349,1
186,2017,ptjpl,1474151.63,2850829.68,4040344.18,1304848.67,1238301.6,323172.25,1384024.89,323172.25,1919996.28,2,0,0,1,1919996.282446349,1
186,2017,sims,1525735.49,2850829.68,4040344.18,1304848.67,1189168.9,323172.25,1384024.89,323172.25,1919996.28,2,0,0,1,1919996.282446349,1
186,2017,ssebop,2024287.67,2850829.68,4040344.18,1304848.67,1612067.28,323172.25,1384024.89,323172.25,1919996.28,2,0,0,1,1919996.282446349,1
186,2018,disalexi,1209707.66,3223360.53,4529120.68,1262813.31,1186840.92,191189.69,1384024.89,191189.69,2256796.96,5,0,0,1,1332341.6489809733,3
186,2018,eemetric,1833645.55,3223360.53,4529120.68,1262813.31,1662214.92,191189.69,1384024.89,191189.69,2256796.96,5,0,0,1,1332341.6489809733,3
186,2018,ensemble,1736291.11,3223360.53,4529120.68,1262813.31,1606746.09,191189.69,1384024.89,191189.69,2256796.96,5,0,0,1,1332341.6489809733,3
186,2018,ptjpl,1462665.97,3223360.53,4529120.68,1262813.31,1454602.26,191189.69,1384024.89,191189.69,2256796.96,5,0,0,1,1332341.6489809733,3
186,2018,sims,1495666.16,3223360.53,4529120.68,1262813.31,1370342.67,191189.69,1384024.89,191189.69,2256796.96,5,0,0,1,1332341.6489809733,3
186,2018,ssebop,2106943.9,3223360.53,4529120.68,1262813.31,1967589.25,191189.69,1384024.89,191189.69,2256796.96,5,0,0,1,1332341.6489809733,3
187,2016,disalexi,1053290.41,3404588.7,4820268.43,1051827.78,996933.4,597961.37,1659211.12,597961.37,2255914.27,8,0,0,1,1825069.6645854693,2
187,2016,eemetric,2025714.21,3404588.7,4820268.43,1051827.78,1885764.04,597961.37,1659211.12,597961.37,2255914.27,8,0,0,1,1825069.6645854693,2
187,2016,ensemble,1869979.27,3404588.7,4820268.43,1051827.78,1736049.8,597961.37,1659211.12,597961.37,2255914.27,8,0,0,1,1825069.6645854693,2
187,2016,ptjpl,1568856.57,3404588.7,4820268.43,1051827.78,1515580.06,597961.37,1659211.12,597961.37,2255914.27,8,0,0,1,1825069.6645854693,2
187,2016,sims,1770018.83,3404588.7,4820268.43,1051827.78,1590515.76,597961.37,1659211.12,597961.37,2255914.27,8,0,0,1,1825069.6645854693,2
187,2016,ssebop,2294723.9,3404588.7,4820268.43,1051827.78,2176928.86,597961.37,1659211.12,597961.37,2255914.27,8,0,0,1,1825069.6645854693,2
187,2017,disalexi,1192470.6,3349732.02,4747443.7,1532621.83,960574.32,347549.15,1659211.12,347549.15,2255914.27,8,0,0,1,1131949.1013833117,3
187,2017,eemetric,2036333.75,3349732.02,4747443.7,1532621.83,1802797.42,347549.15,1659211.12,347549.15,2255914.27,8,0,0,1,1131949.1013833117,3
187,2017,ensemble,1834710.12,3349732.02,4747443.7,1532621.83,1627847.73,347549.15,1659211.12,347549.15,2255914.27,8,0,0,1,1131949.1013833117,3
187,2017,ptjpl,1639408.47,3349732.02,4747443.7,1532621.83,1503768.11,347549.15,1659211.12,347549.15,2255914.27,8,0,0,1,1131949.1013833117,3
187,2017,sims,1784366.27,3349732.02,4747443.7,1532621.83,1518241.11,347549.15,1659211.12,347549.15,2255914.27,8,0,0,1,1131949.1013833117,3
187,2017,ssebop,2136234.62,3349732.02,4747443.7,1532621.83,1899004.13,347549.15,1659211.12,347549.15,2255914.27,8,0,0,1,1131949.1013833117,3
187,2018,disalexi,995917.71,2555714.67,3591016.3,1001250.24,952034.24,401514.44,1659211.12,401514.44,1789352.77,3,0,0,1,693120.5632021576,3
187,2018,eemetric,1527131.08,2555714.67,3591016.3,1001250.24,1371708.89,401514.44,1659211.12,401514.44,1789352.77,3,0,0,1,693120.5632021576,3
187,2018,ensemble,1427369.88,2555714.67,3591016.3,1001250.24,1371087.28,401514.44,1659211.12,401514.44,1789352.77,3,0,0,1,693120.5632021576,3
187,2018,ptjpl,1201353.02,2555714.67,3591016.3,1001250.24,1244163.87,401514.44,1659211.12,401514.44,1789352.77,3,0,0,1,693120.5632021576,3
187,2018,sims,1251112.65,2555714.67,3591016.3,1001250.24,1252987.65,401514.44,1659211.12,401514.44,1789352.77,3,0,0,1,693120.5632021576,3
187,2018,ssebop,1690255.52,2555714.67,3591016.3,1001250.24,1620541.25,401514.44,1659211.12,401514.44,1789352.77,3,0,0,1,693120.5632021576,3
188,2016,disalexi,152390.97,483199.41,679836.39,187742.73,139865.86,34537.49,372310.79,34537.49,326514.77,1,0,0,1,326514.7655070198,1
188,2016,eemetric,240360.58,483199.41,679836.39,187742.73,257156.5,34537.49,372310.79,34537.49,326514.77,1,0,0,1,326514.7655070198,1
188,2016,ensemble,230509.63,483199.41,679836.39,187742.73,236156.7,34537.49,372310.79,34537.49,326514.77,1,0,0,1,326514.7655070198,1
188,2016,ptjpl,212231.33,483199.41,679836.39,187742.73,208177.65,34537.49,372310.79,34537.49,326514.77,1,0,0,1,326514.7655070198,1
188,2016,sims,199908.67,483199.41,679836.39,187742.73,208091.13,34537.49,372310.79,34537.49,326514.77,1,0,0,1,326514.7655070198,1
188,2016,ssebop,307191.62,483199.41,679836.39,187742.73,303015.5,34537.49,372310.79,34537.49,326514.77,1,0,0,1,326514.7655070198,1
188,2017,disalexi,172719.78,480055.07,677962.2,235443.27,150464.53,0,0,0,326514.77,1,0,0,1,326514.7655070198,1
188,2017,eemetric,278977.48,480055.07,677962.2,235443.27,262423.18,0,0,0,326514.77,1,0,0,1,326514.7655070198,1
188,2017,ensemble,254577.03,480055.07,677962.2,235443.27,229229.69,0,0,0,326514.77,1,0,0,1,326514.7655070198,1
188,2017,ptjpl,252252.25,480055.07,677962.2,235443.27,210585.7,0,0,0,326514.77,1,0,0,1,326514.7655070198,1
188,2017,sims,240909.12,480055.07,677962.2,235443.27,202230.19,0,0,0,326514.77,1,0,0,1,326514.7655070198,1
188,2017,ssebop,271359.89,480055.07,677962.2,235443.27,274148.33,0,0,0,326514.77,1,0,0,1,326514.7655070198,1
189,2016,disalexi,238220.75,780262.38,1107606.12,227945.22,219861.33,234361.55,485622.77,234361.55,513262.98,1,0,0,1,513262.9814171358,1
189,2016,eemetric,473392.71,780262.38,1107606.12,227945.22,404235.66,234361.55,485622.77,234361.55,513262.98,1,0,0,1,513262.9814171358,1
189,2016,ensemble,422446.23,780262.38,1107606.12,227945.22,371225.15,234361.55,485622.77,234361.55,513262.98,1,0,0,1,513262.9814171358,1
189,2016,ptjpl,347314.79,780262.38,1107606.12,227945.22,327243.65,234361.55,485622.77,234361.55,513262.98,1,0,0,1,513262.9814171358,1
189,2016,sims,379188.43,780262.38,1107606.12,227945.22,327107.63,234361.55,485622.77,234361.55,513262.98,1,0,0,1,513262.9814171358,1
189,2016,ssebop,516311.76,780262.38,1107606.12,227945.22,476323.44,234361.55,485622.77,234361.55,513262.98,1,0,0,1,513262.9814171358,1
189,2017,disalexi,245622,765552.27,1087188.51,349850.31,236521.85,148017.82,485622.77,148017.82,513262.98,1,0,0,1,513262.9814171358,1
189,2017,eemetric,393251.83,765552.27,1087188.51,349850.31,412514.59,148017.82,485622.77,148017.82,513262.98,1,0,0,1,513262.9814171358,1
189,2017,ensemble,360351.67,765552.27,1087188.51,349850.31,360336.28,148017.82,485622.77,148017.82,513262.98,1,0,0,1,513262.9814171358,1
189,2017,ptjpl,337680.85,765552.27,1087188.51,349850.31,331028.96,148017.82,485622.77,148017.82,513262.98,1,0,0,1,513262.9814171358,1
189,2017,sims,331419.04,765552.27,1087188.51,349850.31,317894.56,148017.82,485622.77,148017.82,513262.98,1,0,0,1,513262.9814171358,1
189,2017,ssebop,437330.86,765552.27,1087188.51,349850.31,430945.86,148017.82,485622.77,148017.82,513262.98,1,0,0,1,513262.9814171358,1
189,2018,disalexi,338835.69,741546.96,1044895.64,316868.03,272268.05,150484.79,485622.77,150484.79,513262.98,1,0,0,1,513262.9814171358,1
189,2018,eemetric,478689.59,741546.96,1044895.64,316868.03,383163.65,150484.79,485622.77,150484.79,513262.98,1,0,0,1,513262.9814171358,1
189,2018,ensemble,430401.81,741546.96,1044895.64,316868.03,369862.44,150484.79,485622.77,150484.79,513262.98,1,0,0,1,513262.9814171358,1
189,2018,ptjpl,347473.91,741546.96,1044895.64,316868.03,333295.02,150484.79,485622.77,150484.79,513262.98,1,0,0,1,513262.9814171358,1
