WR_GROUP,Year,Algorithm,ET_m3,ETo_m3,ETr_m3,precip_m3,ET_m3_nonirr,Irrigation_m3,IrrArea_m2,WaterUse_m3,area_m2_wrg,n_irrfields,n_within_lema,n_within_buffer,CropCode_maincrop,area_m2_maincrop,n_croptypes
289,2018,disalexi,334983.24,809151.65,1134136.73,350854.63,301270.87,109779.89,497763.34,109779.89,567937.31,3,0,3,1,567937.3108033696,1
289,2018,eemetric,488489.94,809151.65,1134136.73,350854.63,423979.4,109779.89,497763.34,109779.89,567937.31,3,0,3,1,567937.3108033696,1
289,2018,ensemble,457559.65,809151.65,1134136.73,350854.63,409261.31,109779.89,497763.34,109779.89,567937.31,3,0,3,1,567937.3108033696,1
289,2018,ptjpl,399578.36,809151.65,1134136.73,350854.63,368798.61,109779.89,497763.34,109779.89,567937.31,3,0,3,1,567937.3108033696,1
289,2018,sims,399561.77,809151.65,1134136.73,350854.63,348844.13,109779.89,497763.34,109779.89,567937.31,3,0,3,1,567937.3108033696,1
289,2018,ssebop,521229.91,809151.65,1134136.73,350854.63,498986.88,109779.89,497763.34,109779.89,567937.31,3,0,3,1,567937.3108033696,1
290,2016,disalexi,559134.75,1635199.02,2317166.9,556998.16,495559.32,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2016,eemetric,982668.18,1635199.02,2317166.9,556998.16,888722.4,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2016,ensemble,843644.98,1635199.02,2317166.9,556998.16,808964.51,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2016,ptjpl,704843.09,1635199.02,2317166.9,556998.16,711431.84,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2016,sims,768133.47,1635199.02,2317166.9,556998.16,728175.87,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2016,ssebop,1114443.77,1635199.02,2317166.9,556998.16,1007711.99,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2017,disalexi,595284.51,1614408.03,2292933.84,781873.32,496614.44,129515.59,971245.54,129515.59,1065658.07,3,0,0,1,500115.5711676518,3
290,2017,eemetric,971351.44,1614408.03,2292933.84,781873.32,857548.11,129515.59,971245.54,129515.59,1065658.07,3,0,0,1,500115.5711676518,3
290,2017,ensemble,826250.37,1614408.03,2292933.84,781873.32,758249.27,129515.59,971245.54,129515.59,1065658.07,3,0,0,1,500115.5711676518,3
290,2017,ptjpl,697973.07,1614408.03,2292933.84,781873.32,702480.57,129515.59,971245.54,129515.59,1065658.07,3,0,0,1,500115.5711676518,3
290,2017,sims,718911.84,1614408.03,2292933.84,781873.32,685342.2,129515.59,971245.54,129515.59,1065658.07,3,0,0,1,500115.5711676518,3
290,2017,ssebop,943108.1,1614408.03,2292933.84,781873.32,890495.96,129515.59,971245.54,129515.59,1065658.07,3,0,0,1,500115.5711676518,3
290,2018,disalexi,578594.62,1543648.34,2169061.74,781223.27,551956.22,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2018,eemetric,787741.78,1543648.34,2169061.74,781223.27,783497.61,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2018,ensemble,746540.58,1543648.34,2169061.74,781223.27,755636.02,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2018,ptjpl,668041.89,1543648.34,2169061.74,781223.27,678570.45,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2018,sims,634579.29,1543648.34,2169061.74,781223.27,643436.58,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
290,2018,ssebop,907499.39,1543648.34,2169061.74,781223.27,936759.46,166520.05,971245.54,166520.05,1065658.07,3,0,0,1,565542.4954584781,2
291,2016,disalexi,259817.18,795041.85,1133980.61,253121.81,218637.69,74008.91,453247.92,74008.91,509299.42,2,0,2,1,503230.10449753795,2
291,2016,eemetric,447643.41,795041.85,1133980.61,253121.81,401713.92,74008.91,453247.92,74008.91,509299.42,2,0,2,1,503230.10449753795,2
291,2016,ensemble,401862.06,795041.85,1133980.61,253121.81,368822.17,74008.91,453247.92,74008.91,509299.42,2,0,2,1,503230.10449753795,2
291,2016,ptjpl,342257,795041.85,1133980.61,253121.81,325104.86,74008.91,453247.92,74008.91,509299.42,2,0,2,1,503230.10449753795,2
291,2016,sims,354047.51,795041.85,1133980.61,253121.81,325176.52,74008.91,453247.92,74008.91,509299.42,2,0,2,1,503230.10449753795,2
291,2016,ssebop,540079.3,795041.85,1133980.61,253121.81,472872.68,74008.91,453247.92,74008.91,509299.42,2,0,2,1,503230.10449753795,2
291,2017,disalexi,227897.82,771642.98,1101419.73,385474.26,220439.95,53039.72,453247.92,53039.72,503230.1,1,0,1,4,503230.10449753795,1
291,2017,eemetric,454537.56,771642.98,1101419.73,385474.26,402206.66,53039.72,453247.92,53039.72,503230.1,1,0,1,4,503230.10449753795,1
291,2017,ensemble,393143.49,771642.98,1101419.73,385474.26,358445.77,53039.72,453247.92,53039.72,503230.1,1,0,1,4,503230.10449753795,1
291,2017,ptjpl,339957.1,771642.98,1101419.73,385474.26,318738.4,53039.72,453247.92,53039.72,503230.1,1,0,1,4,503230.10449753795,1
291,2017,sims,348109.42,771642.98,1101419.73,385474.26,324407.29,53039.72,453247.92,53039.72,503230.1,1,0,1,4,503230.10449753795,1
291,2017,ssebop,470907.63,771642.98,1101419.73,385474.26,437301.93,53039.72,453247.92,53039.72,503230.1,1,0,1,4,503230.10449753795,1
291,2018,disalexi,286353.03,745691.4,1055842.18,355773.62,266945.96,55506.68,453247.92,55506.68,503230.1,1,0,1,1,503230.10449753795,1
291,2018,eemetric,400631.55,745691.4,1055842.18,355773.62,375673.85,55506.68,453247.92,55506.68,503230.1,1,0,1,1,503230.10449753795,1
291,2018,ensemble,379928.66,745691.4,1055842.18,355773.62,362632.65,55506.68,453247.92,55506.68,503230.1,1,0,1,1,503230.10449753795,1
291,2018,ptjpl,329978.04,745691.4,1055842.18,355773.62,326780.02,55506.68,453247.92,55506.68,503230.1,1,0,1,1,503230.10449753795,1
291,2018,sims,327914.8,745691.4,1055842.18,355773.62,309099.03,55506.68,453247.92,55506.68,503230.1,1,0,1,1,503230.10449753795,1
291,2018,ssebop,475285.74,745691.4,1055842.18,355773.62,442135.45,55506.68,453247.92,55506.68,503230.1,1,0,1,1,503230.10449753795,1
292,2016,disalexi,426357.34,1452806.95,2070501.47,493380.93,399673.06,293568.68,910542.69,293568.68,933030.77,2,0,2,1,933030.7690498857,1
292,2016,eemetric,807503.27,1452806.95,2070501.47,493380.93,734836.37,293568.68,910542.69,293568.68,933030.77,2,0,2,1,933030.7690498857,1
292,2016,ensemble,729197.27,1452806.95,2070501.47,493380.93,674828.5,293568.68,910542.69,293568.68,933030.77,2,0,2,1,933030.7690498857,1
292,2016,ptjpl,606178.26,1452806.95,2070501.47,493380.93,594877.09,293568.68,910542.69,293568.68,933030.77,2,0,2,1,933030.7690498857,1
292,2016,sims,648349.82,1452806.95,2070501.47,493380.93,594629.84,293568.68,910542.69,293568.68,933030.77,2,0,2,1,933030.7690498857,1
292,2016,ssebop,964658.89,1452806.95,2070501.47,493380.93,865880.54,293568.68,910542.69,293568.68,933030.77,2,0,2,1,933030.7690498857,1
292,2017,disalexi,468027.68,1429645.66,2040093.17,711562.58,429959.24,205991.47,910542.69,205991.47,933030.77,2,0,2,1,933030.7690498857,1
292,2017,eemetric,871627.32,1429645.66,2040093.17,711562.58,749886.16,205991.47,910542.69,205991.47,933030.77,2,0,2,1,933030.7690498857,1
292,2017,ensemble,746530.23,1429645.66,2040093.17,711562.58,655034.25,205991.47,910542.69,205991.47,933030.77,2,0,2,1,933030.7690498857,1
292,2017,ptjpl,643533.41,1429645.66,2040093.17,711562.58,601758.19,205991.47,910542.69,205991.47,933030.77,2,0,2,1,933030.7690498857,1
292,2017,sims,682815.17,1429645.66,2040093.17,711562.58,577881.94,205991.47,910542.69,205991.47,933030.77,2,0,2,1,933030.7690498857,1
292,2017,ssebop,880398.71,1429645.66,2040093.17,711562.58,783391.29,205991.47,910542.69,205991.47,933030.77,2,0,2,1,933030.7690498857,1
292,2018,disalexi,603387.32,1375120.74,1944152.01,639797.46,494940.17,191189.69,910542.69,191189.69,933030.77,2,0,2,1,933030.7690498857,1
292,2018,eemetric,809343.4,1375120.74,1944152.01,639797.46,696530.79,191189.69,910542.69,191189.69,933030.77,2,0,2,1,933030.7690498857,1
292,2018,ensemble,757858.62,1375120.74,1944152.01,639797.46,672351.3,191189.69,910542.69,191189.69,933030.77,2,0,2,1,933030.7690498857,1
292,2018,ptjpl,637715.43,1375120.74,1944152.01,639797.46,605877.53,191189.69,910542.69,191189.69,933030.77,2,0,2,1,933030.7690498857,1
292,2018,sims,663559.31,1375120.74,1944152.01,639797.46,573095.49,191189.69,910542.69,191189.69,933030.77,2,0,2,1,933030.7690498857,1
292,2018,ssebop,962846.7,1375120.74,1944152.01,639797.46,819756.17,191189.69,910542.69,191189.69,933030.77,2,0,2,1,933030.7690498857,1
293,2016,disalexi,273655.2,766708.69,1089403.4,254739.67,212445.07,193656.65,485622.77,193656.65,495949.83,1,0,0,1,495949.8332369173,1
293,2016,eemetric,479082.58,766708.69,1089403.4,254739.67,390600.17,193656.65,485622.77,193656.65,495949.83,1,0,0,1,495949.8332369173,1
293,2016,ensemble,419345.42,766708.69,1089403.4,254739.67,358703.16,193656.65,485622.77,193656.65,495949.83,1,0,0,1,495949.8332369173,1
293,2016,ptjpl,345572.88,766708.69,1089403.4,254739.67,316205.21,193656.65,485622.77,193656.65,495949.83,1,0,0,1,495949.8332369173,1
293,2016,sims,377690.6,766708.69,1089403.4,254739.67,316073.79,193656.65,485622.77,193656.65,495949.83,1,0,0,1,495949.8332369173,1
293,2016,ssebop,565928.35,766708.69,1089403.4,254739.67,460256.32,193656.65,485622.77,193656.65,495949.83,1,0,0,1,495949.8332369173,1
293,2017,disalexi,300005.01,752212.07,1069520.77,411375.51,228543.6,119647.74,485622.77,119647.74,495949.83,1,0,0,1,495949.8332369173,1
293,2017,eemetric,488148.54,752212.07,1069520.77,411375.51,398599.84,119647.74,485622.77,119647.74,495949.83,1,0,0,1,495949.8332369173,1
293,2017,ensemble,415184.4,752212.07,1069520.77,411375.51,348181.58,119647.74,485622.77,119647.74,495949.83,1,0,0,1,495949.8332369173,1
293,2017,ptjpl,344337.97,752212.07,1069520.77,411375.51,319862.84,119647.74,485622.77,119647.74,495949.83,1,0,0,1,495949.8332369173,1
293,2017,sims,354668.6,752212.07,1069520.77,411375.51,307171.49,119647.74,485622.77,119647.74,495949.83,1,0,0,1,495949.8332369173,1
293,2017,ssebop,504733.1,752212.07,1069520.77,411375.51,416409.4,119647.74,485622.77,119647.74,495949.83,1,0,0,1,495949.8332369173,1
293,2018,disalexi,330644.79,729710.83,1029939.02,370682.82,263084.03,118414.26,485622.77,118414.26,495949.83,1,0,0,1,495949.8332369173,1
293,2018,eemetric,444698.38,729710.83,1029939.02,370682.82,370238.95,118414.26,485622.77,118414.26,495949.83,1,0,0,1,495949.8332369173,1
293,2018,ensemble,401149.02,729710.83,1029939.02,370682.82,357386.41,118414.26,485622.77,118414.26,495949.83,1,0,0,1,495949.8332369173,1
293,2018,ptjpl,347735.23,729710.83,1029939.02,370682.82,322052.46,118414.26,485622.77,118414.26,495949.83,1,0,0,1,495949.8332369173,1
293,2018,sims,340603.47,729710.83,1029939.02,370682.82,304627.27,118414.26,485622.77,118414.26,495949.83,1,0,0,1,495949.8332369173,1
293,2018,ssebop,480590.27,729710.83,1029939.02,370682.82,435739.04,118414.26,485622.77,118414.26,495949.83,1,0,0,1,495949.8332369173,1
294,2016,disalexi,240515.25,848883.89,1208758.66,274634.09,233597.94,92511.14,485622.77,92511.14,545330.9,3,0,0,1,545330.8982025735,1
294,2016,eemetric,447418.95,848883.89,1208758.66,274634.09,429491.71,92511.14,485622.77,92511.14,545330.9,3,0,0,1,545330.8982025735,1
294,2016,ensemble,396519.09,848883.89,1208758.66,274634.09,394418.75,92511.14,485622.77,92511.14,545330.9,3,0,0,1,545330.8982025735,1
294,2016,ptjpl,350888.54,848883.89,1208758.66,274634.09,347689.35,92511.14,485622.77,92511.14,545330.9,3,0,0,1,545330.8982025735,1
294,2016,sims,353122.31,848883.89,1208758.66,274634.09,347544.83,92511.14,485622.77,92511.14,545330.9,3,0,0,1,545330.8982025735,1
294,2016,ssebop,520963.93,848883.89,1208758.66,274634.09,506083.43,92511.14,485622.77,92511.14,545330.9,3,0,0,1,545330.8982025735,1
294,2017,disalexi,311426.51,835376.04,1191258.99,421518.97,251299.38,133216.04,485622.77,133216.04,545330.9,3,0,0,1,545330.8982025735,1
294,2017,eemetric,525557.77,835376.04,1191258.99,421518.97,438287.9,133216.04,485622.77,133216.04,545330.9,3,0,0,1,545330.8982025735,1
294,2017,ensemble,454487.35,835376.04,1191258.99,421518.97,382849.56,133216.04,485622.77,133216.04,545330.9,3,0,0,1,545330.8982025735,1
294,2017,ptjpl,391631.85,835376.04,1191258.99,421518.97,351711.16,133216.04,485622.77,133216.04,545330.9,3,0,0,1,545330.8982025735,1
294,2017,sims,397903.47,835376.04,1191258.99,421518.97,337756.15,133216.04,485622.77,133216.04,545330.9,3,0,0,1,545330.8982025735,1
294,2017,ssebop,548048.29,835376.04,1191258.99,421518.97,457870.73,133216.04,485622.77,133216.04,545330.9,3,0,0,1,545330.8982025735,1
294,2018,disalexi,333907.28,803299.68,1135455.28,404559.18,289278.95,104845.96,485622.77,104845.96,545330.9,3,0,0,1,545330.8982025735,1
294,2018,eemetric,460693.67,803299.68,1135455.28,404559.18,407103.15,104845.96,485622.77,104845.96,545330.9,3,0,0,1,545330.8982025735,1
294,2018,ensemble,433941.95,803299.68,1135455.28,404559.18,392970.9,104845.96,485622.77,104845.96,545330.9,3,0,0,1,545330.8982025735,1
294,2018,ptjpl,371464.22,803299.68,1135455.28,404559.18,354118.8,104845.96,485622.77,104845.96,545330.9,3,0,0,1,545330.8982025735,1
294,2018,sims,372649.52,803299.68,1135455.28,404559.18,334958.6,104845.96,485622.77,104845.96,545330.9,3,0,0,1,545330.8982025735,1
294,2018,ssebop,537035.13,803299.68,1135455.28,404559.18,479125,104845.96,485622.77,104845.96,545330.9,3,0,0,1,545330.8982025735,1
296,2016,disalexi,508331.05,1509862.47,2140236.92,447452.77,459782.86,172687.46,971245.54,172687.46,985144.79,2,0,0,1,501511.98509929515,2
296,2016,eemetric,849903.13,1509862.47,2140236.92,447452.77,823682.6,172687.46,971245.54,172687.46,985144.79,2,0,0,1,501511.98509929515,2
296,2016,ensemble,760143.05,1509862.47,2140236.92,447452.77,749472.71,172687.46,971245.54,172687.46,985144.79,2,0,0,1,501511.98509929515,2
296,2016,ptjpl,657199.61,1509862.47,2140236.92,447452.77,659044.1,172687.46,971245.54,172687.46,985144.79,2,0,0,1,501511.98509929515,2
296,2016,sims,690988.34,1509862.47,2140236.92,447452.77,675248.32,172687.46,971245.54,172687.46,985144.79,2,0,0,1,501511.98509929515,2
296,2016,ssebop,990515.19,1509862.47,2140236.92,447452.77,932375.32,172687.46,971245.54,172687.46,985144.79,2,0,0,1,501511.98509929515,2
296,2017,disalexi,453420.32,1473343.15,2087679.44,760640.15,492274.89,170220.5,971245.54,170220.5,985144.79,2,0,0,24,501511.98509929515,2
296,2017,eemetric,828466.49,1473343.15,2087679.44,760640.15,818250.56,170220.5,971245.54,170220.5,985144.79,2,0,0,24,501511.98509929515,2
296,2017,ensemble,702522.21,1473343.15,2087679.44,760640.15,719419.71,170220.5,971245.54,170220.5,985144.79,2,0,0,24,501511.98509929515,2
296,2017,ptjpl,620248.8,1473343.15,2087679.44,760640.15,668413.76,170220.5,971245.54,170220.5,985144.79,2,0,0,24,501511.98509929515,2
296,2017,sims,630883.34,1473343.15,2087679.44,760640.15,650124.77,170220.5,971245.54,170220.5,985144.79,2,0,0,24,501511.98509929515,2
296,2017,ssebop,803237,1473343.15,2087679.44,760640.15,832593.69,170220.5,971245.54,170220.5,985144.79,2,0,0,24,501511.98509929515,2
296,2018,disalexi,573019.07,1445168.01,2035801.72,747212.62,509686.35,114713.81,1942491.07,114713.81,985144.79,2,0,0,1,501511.98509929515,2
296,2018,eemetric,784544.85,1445168.01,2035801.72,747212.62,723789.34,114713.81,1942491.07,114713.81,985144.79,2,0,0,1,501511.98509929515,2
296,2018,ensemble,719385.3,1445168.01,2035801.72,747212.62,698022.33,114713.81,1942491.07,114713.81,985144.79,2,0,0,1,501511.98509929515,2
296,2018,ptjpl,608367.8,1445168.01,2035801.72,747212.62,626730.59,114713.81,1942491.07,114713.81,985144.79,2,0,0,1,501511.98509929515,2
296,2018,sims,627258.33,1445168.01,2035801.72,747212.62,594349.49,114713.81,1942491.07,114713.81,985144.79,2,0,0,1,501511.98509929515,2
296,2018,ssebop,859722.37,1445168.01,2035801.72,747212.62,866005.16,114713.81,1942491.07,114713.81,985144.79,2,0,0,1,501511.98509929515,2
297,2016,disalexi,597896.27,1677588.46,2366503.81,734643.39,466666.5,223449.37,971245.54,223449.37,1117498.31,4,0,0,4,627286.254503814,2
297,2016,eemetric,1026582.59,1677588.46,2366503.81,734643.39,898329.44,223449.37,971245.54,223449.37,1117498.31,4,0,0,4,627286.254503814,2
297,2016,ensemble,911991.63,1677588.46,2366503.81,734643.39,827577.24,223449.37,971245.54,223449.37,1117498.31,4,0,0,4,627286.254503814,2
297,2016,ptjpl,780014.75,1677588.46,2366503.81,734643.39,715854.37,223449.37,971245.54,223449.37,1117498.31,4,0,0,4,627286.254503814,2
297,2016,sims,776015.31,1677588.46,2366503.81,734643.39,739655.44,223449.37,971245.54,223449.37,1117498.31,4,0,0,4,627286.254503814,2
297,2016,ssebop,1148060.24,1677588.46,2366503.81,734643.39,1052227.19,223449.37,971245.54,223449.37,1117498.31,4,0,0,4,627286.254503814,2
297,2017,disalexi,672611.85,1681544.4,2385613.03,762033.27,514965.57,281457.1,971245.54,281457.1,1117498.31,4,0,0,1,1117498.3056960038,1
297,2017,eemetric,1082132.8,1681544.4,2385613.03,762033.27,898144.56,281457.1,971245.54,281457.1,1117498.31,4,0,0,1,1117498.3056960038,1
297,2017,ensemble,945308.87,1681544.4,2385613.03,762033.27,784539.69,281457.1,971245.54,281457.1,1117498.31,4,0,0,1,1117498.3056960038,1
297,2017,ptjpl,835634.65,1681544.4,2385613.03,762033.27,720730.53,281457.1,971245.54,281457.1,1117498.31,4,0,0,1,1117498.3056960038,1
297,2017,sims,816425.55,1681544.4,2385613.03,762033.27,692133.75,281457.1,971245.54,281457.1,1117498.31,4,0,0,1,1117498.3056960038,1
297,2017,ssebop,1117938.12,1681544.4,2385613.03,762033.27,938273.93,281457.1,971245.54,281457.1,1117498.31,4,0,0,1,1117498.3056960038,1
297,2018,disalexi,569136.73,1359730.09,1896466.42,621238.06,517564.58,199237.84,971245.54,199237.84,976221.48,3,0,0,1,490212.0511921898,2
297,2018,eemetric,825409.95,1359730.09,1896466.42,621238.06,723388.76,199237.84,971245.54,199237.84,976221.48,3,0,0,1,490212.0511921898,2
297,2018,ensemble,761941.81,1359730.09,1896466.42,621238.06,714495.22,199237.84,971245.54,199237.84,976221.48,3,0,0,1,490212.0511921898,2
297,2018,ptjpl,663232.05,1359730.09,1896466.42,621238.06,641741.52,199237.84,971245.54,199237.84,976221.48,3,0,0,1,490212.0511921898,2
297,2018,sims,631419.05,1359730.09,1896466.42,621238.06,624556.8,199237.84,971245.54,199237.84,976221.48,3,0,0,1,490212.0511921898,2
297,2018,ssebop,909624.23,1359730.09,1896466.42,621238.06,879826.46,199237.84,971245.54,199237.84,976221.48,3,0,0,1,490212.0511921898,2
299,2016,disalexi,197711.94,693602.48,976811.12,244710.81,200570.81,110955.49,465388.49,110955.49,468229.55,2,0,0,1,468229.5505714027,1
299,2016,eemetric,379122.37,693602.48,976811.12,244710.81,368768.23,110955.49,465388.49,110955.49,468229.55,2,0,0,1,468229.5505714027,1
299,2016,ensemble,355985.54,693602.48,976811.12,244710.81,338654.05,110955.49,465388.49,110955.49,468229.55,2,0,0,1,468229.5505714027,1
299,2016,ptjpl,323214.67,693602.48,976811.12,244710.81,298531.46,110955.49,465388.49,110955.49,468229.55,2,0,0,1,468229.5505714027,1
299,2016,sims,335242.31,693602.48,976811.12,244710.81,298407.37,110955.49,465388.49,110955.49,468229.55,2,0,0,1,468229.5505714027,1
299,2016,ssebop,451107.04,693602.48,976811.12,244710.81,434531.07,110955.49,465388.49,110955.49,468229.55,2,0,0,1,468229.5505714027,1
299,2017,disalexi,225091.62,684935.55,966786.33,331249,215769.54,70133.55,465388.49,70133.55,468229.55,2,0,0,1,468229.5505714027,1
299,2017,eemetric,395876.58,684935.55,966786.33,331249,376320.77,70133.55,465388.49,70133.55,468229.55,2,0,0,1,468229.5505714027,1
299,2017,ensemble,348845.26,684935.55,966786.33,331249,328720.56,70133.55,465388.49,70133.55,468229.55,2,0,0,1,468229.5505714027,1
299,2017,ptjpl,323409.27,684935.55,966786.33,331249,301984.65,70133.55,465388.49,70133.55,468229.55,2,0,0,1,468229.5505714027,1
299,2017,sims,317271.23,684935.55,966786.33,331249,290002.65,70133.55,465388.49,70133.55,468229.55,2,0,0,1,468229.5505714027,1
299,2017,ssebop,426445.63,684935.55,966786.33,331249,393134.9,70133.55,465388.49,70133.55,468229.55,2,0,0,1,468229.5505714027,1
299,2018,disalexi,277495.02,652697.95,910224.2,301404.04,248379.39,72733,465388.49,72733,468229.55,2,0,0,1,468229.5505714027,1
299,2018,eemetric,408787.15,652697.95,910224.2,301404.04,349545.07,72733,465388.49,72733,468229.55,2,0,0,1,468229.5505714027,1
299,2018,ensemble,383601.43,652697.95,910224.2,301404.04,337410.9,72733,465388.49,72733,468229.55,2,0,0,1,468229.5505714027,1
299,2018,ptjpl,330721.14,652697.95,910224.2,301404.04,304051.88,72733,465388.49,72733,468229.55,2,0,0,1,468229.5505714027,1
299,2018,sims,313842.21,652697.95,910224.2,301404.04,287600.64,72733,465388.49,72733,468229.55,2,0,0,1,468229.5505714027,1
299,2018,ssebop,475880.11,652697.95,910224.2,301404.04,411384.14,72733,465388.49,72733,468229.55,2,0,0,1,468229.5505714027,1
300,2016,disalexi,46741.43,125012.49,177228.57,50497.04,34965.26,66608.02,161874.26,66608.02,81625.89,1,0,1,1,81625.88699018955,1
300,2016,eemetric,80340.28,125012.49,177228.57,50497.04,64286.92,66608.02,161874.26,66608.02,81625.89,1,0,1,1,81625.88699018955,1
300,2016,ensemble,70753.32,125012.49,177228.57,50497.04,59037.15,66608.02,161874.26,66608.02,81625.89,1,0,1,1,81625.88699018955,1
300,2016,ptjpl,59062.86,125012.49,177228.57,50497.04,52042.62,66608.02,161874.26,66608.02,81625.89,1,0,1,1,81625.88699018955,1
300,2016,sims,60470.09,125012.49,177228.57,50497.04,52020.99,66608.02,161874.26,66608.02,81625.89,1,0,1,1,81625.88699018955,1
300,2016,ssebop,87789.46,125012.49,177228.57,50497.04,75751.27,66608.02,161874.26,66608.02,81625.89,1,0,1,1,81625.88699018955,1
300,2017,disalexi,49014.71,124299.9,176806.57,59181.22,37614.84,45638.83,161874.26,45638.83,81625.89,1,0,1,1,81625.88699018955,1
300,2017,eemetric,73952.24,124299.9,176806.57,59181.22,65603.54,45638.83,161874.26,45638.83,81625.89,1,0,1,1,81625.88699018955,1
300,2017,ensemble,63646.15,124299.9,176806.57,59181.22,57305.45,45638.83,161874.26,45638.83,81625.89,1,0,1,1,81625.88699018955,1
300,2017,ptjpl,55329.29,124299.9,176806.57,59181.22,52644.62,45638.83,161874.26,45638.83,81625.89,1,0,1,1,81625.88699018955,1
300,2017,sims,55802.72,124299.9,176806.57,59181.22,50555.81,45638.83,161874.26,45638.83,81625.89,1,0,1,1,81625.88699018955,1
300,2017,ssebop,80168.05,124299.9,176806.57,59181.22,68534.73,45638.83,161874.26,45638.83,81625.89,1,0,1,1,81625.88699018955,1
300,2018,disalexi,45141.56,117190.29,164458.2,58095.59,43251.52,13568.3,161874.26,13568.3,81625.89,1,0,1,5,81625.88699018955,1
300,2018,eemetric,64442.82,117190.29,164458.2,58095.59,60031.35,13568.3,161874.26,13568.3,81625.89,1,0,1,5,81625.88699018955,1
300,2018,ensemble,63478,117190.29,164458.2,58095.59,60671.3,13568.3,161874.26,13568.3,81625.89,1,0,1,5,81625.88699018955,1
300,2018,ptjpl,55730.07,117190.29,164458.2,58095.59,54317.95,13568.3,161874.26,13568.3,81625.89,1,0,1,5,81625.88699018955,1
300,2018,sims,55597.84,117190.29,164458.2,58095.59,54324.48,13568.3,161874.26,13568.3,81625.89,1,0,1,5,81625.88699018955,1
300,2018,ssebop,79371.38,117190.29,164458.2,58095.59,75431.71,13568.3,161874.26,13568.3,81625.89,1,0,1,5,81625.88699018955,1
301,2016,disalexi,215864.39,754481.62,1073937.31,239256.45,208928.72,173920.94,497763.34,173920.94,487740.96,1,1,0,1,487740.9616783674,1
301,2016,eemetric,463417.32,754481.62,1073937.31,239256.45,384135.03,173920.94,497763.34,173920.94,487740.96,1,1,0,1,487740.9616783674,1
301,2016,ensemble,395996.89,754481.62,1073937.31,239256.45,352765.97,173920.94,497763.34,173920.94,487740.96,1,1,0,1,487740.9616783674,1
301,2016,ptjpl,317616.91,754481.62,1073937.31,239256.45,310971.44,173920.94,497763.34,173920.94,487740.96,1,1,0,1,487740.9616783674,1
301,2016,sims,346735.05,754481.62,1073937.31,239256.45,310842.19,173920.94,497763.34,173920.94,487740.96,1,1,0,1,487740.9616783674,1
301,2016,ssebop,530237.83,754481.62,1073937.31,239256.45,452638.24,173920.94,497763.34,173920.94,487740.96,1,1,0,1,487740.9616783674,1
301,2017,disalexi,244065.58,741346.75,1056417.66,361128.29,224760.79,129515.59,497763.34,129515.59,487740.96,1,1,0,1,487740.9616783674,1
301,2017,eemetric,444117.41,741346.75,1056417.66,361128.29,392002.29,129515.59,497763.34,129515.59,487740.96,1,1,0,1,487740.9616783674,1
301,2017,ensemble,382027.99,741346.75,1056417.66,361128.29,342418.54,129515.59,497763.34,129515.59,487740.96,1,1,0,1,487740.9616783674,1
301,2017,ptjpl,339877.41,741346.75,1056417.66,361128.29,314568.53,129515.59,497763.34,129515.59,487740.96,1,1,0,1,487740.9616783674,1
301,2017,sims,345920.52,741346.75,1056417.66,361128.29,302087.24,129515.59,497763.34,129515.59,487740.96,1,1,0,1,487740.9616783674,1
301,2017,ssebop,460534.77,741346.75,1056417.66,361128.29,409517.07,129515.59,497763.34,129515.59,487740.96,1,1,0,1,487740.9616783674,1
301,2018,disalexi,294278.51,716862.16,1013637.9,332502.77,258729.51,93744.62,497763.34,93744.62,487740.96,1,1,0,1,487740.9616783674,1
301,2018,eemetric,417584.3,716862.16,1013637.9,332502.77,364110.82,93744.62,497763.34,93744.62,487740.96,1,1,0,1,487740.9616783674,1
301,2018,ensemble,386422.53,716862.16,1013637.9,332502.77,351471.01,93744.62,497763.34,93744.62,487740.96,1,1,0,1,487740.9616783674,1
301,2018,ptjpl,334356.18,716862.16,1013637.9,332502.77,316721.91,93744.62,497763.34,93744.62,487740.96,1,1,0,1,487740.9616783674,1
301,2018,sims,314178.34,716862.16,1013637.9,332502.77,299585.13,93744.62,497763.34,93744.62,487740.96,1,1,0,1,487740.9616783674,1
301,2018,ssebop,477395.98,716862.16,1013637.9,332502.77,428526.77,93744.62,497763.34,93744.62,487740.96,1,1,0,1,487740.9616783674,1
303,2016,disalexi,554021.02,1791178.34,2554785.64,570267.21,491508.38,0,0,0,1147418.94,7,0,7,1,1147418.9415938521,1
